set, cq, psnr_y, bitrate, time
,55,32.172,116896.0,128376.0 --disable_prune_partitions_before_search,55,32.157,116176.0,135312.0 --disable_prune_partitions_after_split,55,32.157,116644.0,143739.0 --disable_av1_ml_prune_rect_partition,55,32.172,116896.0,129749.0 --disable_prune_partitions_after_none,55,32.148,116076.0,144820.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,55,32.176,116796.0,190384.0,43,35.005,218880.0,232633.0 --disable_prune_partitions_before_search,43,35.004,218500.0,244201.0 --disable_prune_partitions_after_split,43,34.983,217484.0,260524.0 --disable_av1_ml_prune_rect_partition,43,35.005,218880.0,240843.0 --disable_prune_partitions_after_none,43,35.009,218768.0,258019.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,43,35.002,217732.0,322286.0,32,37.267,394364.0,382826.0 --disable_prune_partitions_before_search,32,37.257,393716.0,402530.0 --disable_prune_partitions_after_split,32,37.27,394356.0,402932.0 --disable_av1_ml_prune_rect_partition,32,37.267,394364.0,383160.0 --disable_prune_partitions_after_none,32,37.252,394132.0,429257.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,32,37.271,394204.0,521378.0,20,39.87,841308.0,481156.0 --disable_prune_partitions_before_search,20,39.846,832068.0,545158.0 --disable_prune_partitions_after_split,20,39.866,839416.0,499297.0 --disable_av1_ml_prune_rect_partition,20,39.87,841308.0,479079.0 --disable_prune_partitions_after_none,20,39.872,842808.0,526885.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,20,39.862,835680.0,720006.0
