part_ctx ;pb_source_variance(get_unsigned_bits) ;rd_ratio(sub1) ;rd_ratio(sub2) ;rd_ratio(sub3) ;rd_ratio(sub4) ;rd_ratio(sub5) ;rd_ratio(sub6) ;rd_ratio(sub7) ;rd_ratio(sub8) ;var_ratio(horz4)(sub1) ;var_ratio(horz4)(sub2) ;var_ratio(horz4)(sub3) ;var_ratio(horz4)(sub4) ;var_ratio(vert4)(sub1) ;var_ratio(vert4)(sub2) ;var_ratio(vert4)(sub3) ;var_ratio(vert4)(sub4) ;
0.000000;9.000000;0.488484;1.000000;0.510643;1.000000;0.238261;0.263314;0.268482;1.000000;0.755245;1.202797;1.102564;0.890443;0.461538;0.587413;0.440559;0.426573;6
3.000000;8.000000;0.484323;1.000000;0.495381;1.000000;0.243625;0.240675;0.247017;0.264222;0.702586;0.926724;1.064655;1.224138;0.370690;0.525862;1.297414;0.375000;6
7.000000;6.000000;0.552055;0.457831;0.475264;0.530772;0.249706;0.307865;0.235596;0.219208;1.344262;1.426229;0.262295;0.245902;0.114754;0.114754;1.065574;2.475410;6
3.000000;9.000000;0.635639;1.000000;0.570076;1.000000;0.279629;0.277132;0.250761;0.194895;0.186111;0.991667;0.883333;0.908333;1.052778;1.330556;0.519444;0.400000;6
2.000000;6.000000;0.489318;1.000000;0.476620;0.517921;0.231149;0.250289;0.248772;0.282215;0.300000;0.420000;0.380000;2.240000;0.300000;0.720000;0.920000;1.860000;6
6.000000;8.000000;0.464067;1.000000;0.585518;1.000000;0.261778;0.217583;0.287365;0.245002;1.035156;0.808594;0.863281;0.976562;1.394531;1.054688;0.277344;0.343750;6
6.000000;9.000000;0.588723;1.000000;0.566884;1.000000;0.293213;0.270785;0.201184;0.235733;0.578218;1.332673;0.344554;0.100000;0.275248;0.906931;1.297030;0.928713;6
5.000000;10.000000;0.544697;1.000000;0.509754;0.529368;0.256542;0.298394;0.257410;0.221731;0.930979;0.939005;0.808989;0.162119;0.317817;0.662921;1.314607;1.168539;6
2.000000;7.000000;0.510436;1.000000;0.462942;0.531491;0.252237;0.262299;0.223138;1.000000;0.103448;0.149425;0.379310;2.839081;1.011494;0.942529;1.068966;0.747126;6
3.000000;9.000000;0.587975;1.000000;0.576121;1.000000;0.267502;0.292816;0.250410;0.184870;0.500000;1.562827;0.100000;0.261780;0.342932;0.910995;1.547120;1.094241;6
3.000000;8.000000;0.498551;1.000000;0.518244;1.000000;0.229207;0.274768;0.290467;0.252406;0.596774;0.102151;1.048387;2.010753;0.263441;1.290323;0.892473;0.419355;6
2.000000;7.000000;0.469791;1.000000;0.427913;0.566519;0.184761;0.294524;0.243587;1.000000;3.211765;0.200000;0.188235;0.117647;0.976471;1.023529;0.952941;0.964706;6
3.000000;8.000000;0.533127;1.000000;0.532013;1.000000;0.276430;0.248373;0.257934;0.251270;1.260090;0.717489;0.565022;1.242152;0.802691;0.896861;1.017937;0.484305;6
3.000000;7.000000;0.458842;1.000000;0.529236;1.000000;0.231031;0.222958;0.290656;0.266446;0.193878;0.367347;0.357143;0.673469;0.887755;0.806122;0.918367;0.979592;6
1.000000;8.000000;0.503607;0.491771;0.489885;1.000000;0.254154;0.252993;0.254396;0.244855;2.607143;0.421429;0.485714;0.100000;0.785714;0.921429;0.842857;1.092857;6
3.000000;10.000000;0.493848;1.000000;0.620463;1.000000;0.336690;0.150982;0.249264;0.307919;0.570033;1.022801;0.915309;0.610206;1.116178;1.026059;0.882736;0.371336;6
0.000000;7.000000;0.463591;1.000000;0.502884;1.000000;0.210634;0.252058;0.274448;1.000000;0.100000;0.130081;0.268293;0.886179;0.658537;0.796748;1.130081;1.227642;6
7.000000;10.000000;0.470579;1.000000;0.455842;1.000000;0.240548;0.231005;0.227021;0.316336;0.478392;0.442211;0.541709;2.395980;0.978894;0.148744;0.100000;2.303518;6
2.000000;9.000000;0.529294;1.000000;0.511319;0.483077;0.268446;0.280313;0.248809;1.000000;1.119761;1.035928;0.347305;0.278443;0.529940;0.491018;0.952096;1.470060;6
0.000000;9.000000;0.538611;1.000000;0.504592;1.000000;0.268154;0.262950;0.243422;1.000000;0.253378;0.148649;0.172297;0.418919;0.868243;1.168919;1.087838;0.827703;6
0.000000;7.000000;0.497086;1.000000;0.497494;1.000000;0.230549;0.252685;0.280308;1.000000;0.312500;0.300000;0.287500;0.275000;0.712500;1.112500;1.137500;0.862500;6
6.000000;9.000000;0.496913;1.000000;0.490217;0.509195;0.244805;0.248407;0.245776;1.000000;0.351254;0.630824;0.777778;0.526882;0.501792;0.842294;0.788530;0.426523;6
3.000000;7.000000;0.537022;1.000000;0.495865;1.000000;0.250165;0.275274;0.224602;0.243143;0.409091;0.318182;0.397727;0.727273;1.568182;0.727273;0.818182;0.613636;6
3.000000;6.000000;0.489631;1.000000;0.507326;1.000000;0.242692;0.248547;0.276927;1.000000;0.875000;1.525000;0.750000;0.825000;0.625000;0.625000;0.400000;0.500000;6
3.000000;9.000000;0.539249;1.000000;0.523320;1.000000;0.258528;0.274070;0.252144;0.233886;0.880597;1.205224;0.880597;0.708955;0.350746;0.343284;0.537313;0.444030;6
2.000000;6.000000;0.493399;0.514550;0.488364;0.507571;0.250289;0.248670;0.258109;1.000000;1.125000;0.928571;0.732143;0.696429;0.535714;1.035714;1.053571;0.982143;6
3.000000;5.000000;0.524017;1.000000;0.513320;1.000000;0.263319;0.251527;0.254936;0.244537;1.052632;0.684211;0.789474;0.894737;0.789474;1.052632;0.789474;0.947368;6
3.000000;7.000000;0.494632;1.000000;0.528776;1.000000;0.247629;0.254560;0.262798;0.241919;1.101266;1.075949;0.898734;0.759494;0.151899;0.240506;0.341772;0.379747;6
3.000000;5.000000;0.523109;1.000000;0.490952;1.000000;0.252323;0.256921;0.228864;0.261182;0.777778;1.444444;0.888889;0.777778;0.925926;0.888889;0.851852;0.777778;6
4.000000;6.000000;0.513325;1.000000;0.543148;1.000000;0.255984;0.208484;0.257851;0.281386;1.388889;0.944444;0.666667;0.916667;0.916667;0.777778;0.611111;0.500000;6
1.000000;7.000000;0.478987;0.516885;0.490626;1.000000;0.249272;0.243284;0.243689;0.277589;1.192982;1.149123;0.543860;0.508772;0.315789;0.815789;0.640351;1.236842;6
0.000000;9.000000;0.539977;1.000000;0.492146;1.000000;0.245425;0.283163;0.240293;1.000000;0.678474;0.833787;1.070845;0.782016;0.719346;0.746594;1.081744;1.419618;6
3.000000;7.000000;0.480415;1.000000;0.509695;1.000000;0.248229;0.234277;0.261908;0.255580;0.540230;1.160920;0.632184;1.252874;0.666667;0.701149;0.793103;0.839080;6
0.000000;8.000000;0.506839;1.000000;0.496189;1.000000;0.263904;0.247908;0.235100;1.000000;1.234973;0.765027;0.989071;0.710383;0.726776;1.442623;0.983607;0.464481;6
0.000000;6.000000;0.505635;1.000000;0.549072;1.000000;0.251416;0.245688;0.287665;1.000000;0.622222;1.577778;0.666667;0.711111;0.600000;1.488889;0.533333;0.355556;6
3.000000;7.000000;0.519719;1.000000;0.536034;1.000000;0.265929;0.242948;0.255858;0.244106;1.027778;0.712963;0.888889;0.972222;0.101852;0.444444;1.212963;0.444444;6
1.000000;7.000000;0.526710;0.469750;0.528914;1.000000;0.289532;0.244172;0.235118;0.243515;0.831325;0.831325;0.518072;0.879518;1.710843;0.578313;0.746988;0.951807;6
3.000000;7.000000;0.495962;1.000000;0.525711;1.000000;0.262018;0.228466;0.255482;0.246541;0.886364;0.954545;0.738636;1.068182;0.795455;0.613636;0.579545;0.920455;6
3.000000;8.000000;0.521833;1.000000;0.512770;1.000000;0.264453;0.256755;0.253692;0.219964;0.764706;0.751634;0.849673;1.333333;0.692810;0.254902;0.411765;0.366013;6
3.000000;9.000000;0.521725;1.000000;0.512614;1.000000;0.253212;0.246767;0.239636;0.276621;0.427350;0.957265;0.923077;0.880342;0.586895;0.857550;0.592593;0.709402;6
2.000000;8.000000;0.516287;1.000000;0.448393;0.547426;0.227838;0.289865;0.231185;0.266276;1.328671;0.993007;0.916084;0.713287;0.587413;0.538462;0.279720;0.258741;6
4.000000;9.000000;0.516601;1.000000;0.452226;1.000000;0.226325;0.253017;0.234401;0.303828;0.763158;0.725877;0.978070;1.440789;0.199561;0.486842;0.208333;0.254386;6
2.000000;8.000000;0.518316;0.487003;0.540729;0.454998;0.288383;0.233782;0.256206;1.000000;0.588542;0.604167;1.421875;1.369792;2.125000;1.135417;0.171875;0.203125;6
3.000000;9.000000;0.489127;1.000000;0.501389;1.000000;0.250927;0.228791;0.237301;0.283532;0.576336;0.660305;0.896947;1.526718;0.118321;0.301527;0.786260;0.118321;6
1.000000;8.000000;0.515427;0.480159;0.533840;1.000000;0.273299;0.260912;0.261376;1.000000;0.191304;0.417391;0.691304;0.817391;1.017391;0.517391;0.643478;1.486956;6
2.000000;10.000000;0.529252;1.000000;0.484075;0.511675;0.239795;0.291716;0.245408;1.000000;1.501205;0.926506;0.556626;0.414458;0.433735;1.059036;0.695181;1.015663;6
3.000000;6.000000;0.471620;1.000000;0.466134;1.000000;0.230885;0.242385;0.249633;0.280514;1.534884;0.813953;0.441860;0.953488;1.302326;0.627907;0.488372;1.348837;6
1.000000;10.000000;0.530449;0.466943;0.466650;1.000000;0.246683;0.289059;0.230384;0.250116;1.317431;0.853211;0.704587;0.607339;0.144954;0.174312;0.691743;0.603670;6
1.000000;10.000000;0.488871;0.507223;0.549698;1.000000;0.268796;0.244905;0.282795;1.000000;0.274667;1.216000;1.089333;1.213333;1.848000;0.100000;0.100000;0.100000;6
0.000000;8.000000;0.485169;1.000000;0.526480;1.000000;0.249491;0.232221;0.263745;1.000000;1.378882;1.298137;0.596273;0.478261;0.440994;0.403727;0.273292;0.447205;6
1.000000;8.000000;0.508793;0.487475;0.536961;1.000000;0.287470;0.224863;0.238386;0.247155;0.100000;0.200000;0.946341;1.473171;1.990244;1.019512;0.517073;0.312195;6
7.000000;8.000000;0.491054;1.000000;0.470842;0.523987;0.233700;0.243946;0.276111;0.269830;0.186603;0.334928;0.435407;2.311005;0.406699;0.583732;0.703349;1.559809;6
3.000000;8.000000;0.539832;1.000000;0.498494;1.000000;0.245622;0.277646;0.237783;0.244507;0.551020;0.326531;0.698980;0.280612;0.280612;1.270408;1.270408;0.897959;6
1.000000;10.000000;0.403033;0.592878;0.525565;1.000000;0.207415;0.215036;0.326521;0.293951;0.160830;0.332036;1.297017;0.387808;0.459144;1.114138;1.389105;0.848249;6
1.000000;10.000000;0.532749;0.463080;0.489931;1.000000;0.246605;0.301824;0.237495;1.000000;0.100000;0.238160;0.700947;0.138024;0.760487;0.876861;0.870095;1.005413;6
6.000000;10.000000;0.549535;1.000000;0.484334;0.509615;0.271576;0.275909;0.224652;1.000000;0.559295;0.516026;0.826923;0.881410;1.044872;0.589744;0.703526;0.203526;6
3.000000;7.000000;0.497330;1.000000;0.539634;1.000000;0.246002;0.225838;0.254163;0.285935;0.258065;2.064516;0.956989;0.580645;0.989247;0.150538;0.100000;0.118280;6
7.000000;8.000000;0.521760;1.000000;0.482216;1.000000;0.250419;0.265122;0.247693;0.246352;2.115854;0.597561;0.432927;0.323171;0.100000;0.158537;0.109756;1.518293;6
1.000000;8.000000;0.455310;0.539894;0.545960;1.000000;0.245280;0.215398;0.308914;1.000000;0.571429;0.887218;0.729323;1.759398;0.992481;0.210526;0.100000;0.345865;6
1.000000;8.000000;0.481783;0.514357;0.569335;1.000000;0.271268;0.222262;0.310603;1.000000;0.100000;0.212644;1.281609;1.683908;1.183908;1.643678;0.195402;0.100000;6
7.000000;12.000000;0.722411;1.000000;0.523874;1.000000;0.330705;0.271115;0.196356;0.204031;0.269000;1.314333;0.554667;0.100000;1.683333;0.820667;0.567000;0.592667;6
5.000000;9.000000;0.406602;0.605729;0.533164;1.000000;0.190554;0.234329;0.318635;0.278825;0.137195;0.393293;0.807927;1.131098;1.457317;0.582317;1.094512;0.838415;6
2.000000;6.000000;0.535444;1.000000;0.462256;0.532557;0.232768;0.290249;0.227210;1.000000;0.851064;1.148936;0.829787;1.148936;0.170213;0.191489;0.191489;0.106383;6
0.000000;5.000000;0.566259;1.000000;0.525265;1.000000;0.291700;0.260390;0.266107;1.000000;1.450000;0.850000;0.850000;0.700000;0.250000;0.250000;0.400000;0.400000;6
3.000000;9.000000;0.469387;1.000000;0.559762;1.000000;0.282425;0.199612;0.279824;0.237760;0.198276;0.896552;1.117816;0.310345;1.422414;0.778736;0.577586;0.459770;6
3.000000;7.000000;0.465485;1.000000;0.532227;1.000000;0.249786;0.227243;0.232990;0.279065;0.103448;0.114943;0.160920;0.517241;1.034483;0.712644;0.758621;1.287356;6
7.000000;9.000000;0.485208;0.515247;0.478293;0.521094;0.238972;0.235843;0.247807;0.278688;0.478365;0.850962;1.485577;1.069712;0.173077;0.276442;0.610577;0.298077;6
0.000000;9.000000;0.502066;1.000000;0.538647;1.000000;0.272509;0.236327;0.272093;1.000000;0.408488;1.286472;1.021220;0.896552;0.445623;0.920424;0.822281;0.732095;6
2.000000;9.000000;0.500840;1.000000;0.459678;0.536280;0.241849;0.258936;0.226642;1.000000;0.601852;0.500000;0.914352;0.983796;1.687500;0.648148;0.641204;0.645833;6
0.000000;11.000000;0.499565;1.000000;0.528342;1.000000;0.252050;0.260459;0.280874;1.000000;0.813691;0.963605;0.639515;0.456672;0.256499;0.946274;1.025997;0.391681;6
5.000000;11.000000;0.521724;1.000000;0.541154;1.000000;0.276766;0.249175;0.269215;0.214677;1.264183;1.327688;0.903472;0.100000;1.720576;0.100000;0.100000;0.100000;6
1.000000;6.000000;0.527043;0.470414;0.491720;1.000000;0.259069;0.271531;0.227468;0.241245;1.166667;0.866667;0.500000;0.533333;0.266667;0.633333;1.533333;1.033333;6
2.000000;4.000000;0.547616;1.000000;0.499245;0.497465;0.264568;0.267769;0.240284;1.000000;0.750000;1.062500;0.875000;1.187500;0.937500;0.625000;0.437500;0.687500;6
0.000000;5.000000;0.492689;1.000000;0.478406;1.000000;0.219360;0.265865;0.253907;1.000000;1.178571;0.785714;1.000000;1.071429;0.571429;0.642857;1.357143;1.214286;6
3.000000;9.000000;0.489943;1.000000;0.401240;1.000000;0.211966;0.276530;0.186226;0.331187;1.043189;0.784053;0.797342;1.328904;0.100000;0.285714;0.159468;1.196013;6
2.000000;8.000000;0.530430;1.000000;0.553379;0.442749;0.299545;0.216908;0.272282;0.232095;1.963504;0.883212;0.620438;0.525547;1.226277;0.306569;0.138686;0.175182;6
2.000000;10.000000;0.505244;1.000000;0.439846;0.556031;0.230014;0.293823;0.209783;1.000000;1.240076;1.147448;0.775047;0.270321;0.731569;0.451796;0.313800;0.559546;6
3.000000;8.000000;0.591878;1.000000;0.534667;1.000000;0.316165;0.252961;0.215337;0.212547;0.425926;0.467593;0.546296;0.694444;0.537037;0.870370;0.810185;0.425926;6
7.000000;4.000000;0.520684;1.000000;0.511565;1.000000;0.268457;0.232341;0.270559;0.251638;1.500000;0.687500;0.562500;1.000000;0.687500;0.625000;0.625000;1.250000;6
3.000000;6.000000;0.501423;1.000000;0.531827;1.000000;0.248837;0.232130;0.265757;0.245762;0.909091;1.113636;1.113636;0.795455;0.795455;1.136364;0.659091;0.318182;6
4.000000;7.000000;0.528637;1.000000;0.557314;1.000000;0.271543;0.234980;0.238318;0.256664;0.168539;0.247191;0.157303;0.876405;0.988764;0.853933;0.955056;0.910112;6
4.000000;10.000000;0.449555;0.546975;0.483727;1.000000;0.218845;0.226940;0.265024;1.000000;0.100000;0.100000;0.100000;1.185811;1.131757;1.268581;1.020270;0.532095;6
5.000000;9.000000;0.424452;1.000000;0.606752;1.000000;0.244622;0.188347;0.335588;0.232801;0.169231;0.729231;1.258462;1.283077;1.049231;0.947692;0.640000;0.861538;6
1.000000;9.000000;0.497597;0.498623;0.503358;1.000000;0.245573;0.257793;0.262317;0.246224;0.132075;0.569811;1.566038;0.184906;0.932076;1.000000;1.105660;0.924528;6
2.000000;9.000000;0.408960;1.000000;0.575183;0.421324;0.234358;0.164885;0.350534;0.255615;0.769231;1.276442;1.197115;0.432692;0.997596;0.271635;0.612981;0.367788;6
0.000000;8.000000;0.446222;1.000000;0.501162;1.000000;0.225709;0.234608;0.281994;1.000000;0.456790;0.123457;0.123457;1.629630;1.382716;0.907407;0.746914;0.722222;6
7.000000;9.000000;0.488203;0.509796;0.536948;0.460153;0.271042;0.234117;0.282078;0.226868;1.159722;1.517361;0.489583;0.420139;0.468750;0.524306;1.065972;0.454861;6
3.000000;9.000000;0.535450;1.000000;0.515674;1.000000;0.261119;0.277165;0.278522;0.209989;0.757310;0.938596;1.108187;1.102339;0.616959;0.850877;0.897661;1.260234;6
7.000000;8.000000;0.574611;1.000000;0.506473;0.506693;0.287018;0.216286;0.231102;0.279871;0.347107;0.557851;0.801653;2.082645;1.342975;0.541322;0.516529;0.574380;6
3.000000;9.000000;0.520169;1.000000;0.584651;1.000000;0.288750;0.233681;0.290814;0.211605;0.923304;1.244838;0.707965;0.648968;0.351032;0.725664;0.345133;0.191740;6
3.000000;9.000000;0.553585;1.000000;0.459311;1.000000;0.227212;0.315053;0.235361;0.228050;1.272980;0.807799;0.587744;0.401114;0.108635;0.239554;0.919220;0.621170;6
3.000000;8.000000;0.473661;1.000000;0.607013;1.000000;0.258789;0.197826;0.305069;0.237135;0.875000;1.134615;0.913462;0.663462;0.899038;0.966346;0.634615;0.576923;6
6.000000;7.000000;0.531981;1.000000;0.503768;1.000000;0.263687;0.257892;0.227355;0.249499;1.269231;0.910256;0.705128;0.820513;0.333333;0.410256;0.435897;1.025641;6
0.000000;8.000000;0.509476;1.000000;0.513968;1.000000;0.258961;0.265307;0.266752;1.000000;0.184049;0.625767;1.024540;1.349693;0.840491;0.564417;0.717791;0.100000;6
0.000000;7.000000;0.515531;1.000000;0.494174;1.000000;0.255621;0.267483;0.232146;1.000000;1.065789;1.447368;0.842105;0.368421;0.460526;0.434211;0.881579;0.723684;6
7.000000;8.000000;0.514730;1.000000;0.436374;0.576949;0.218592;0.268214;0.237939;0.287138;1.041860;1.032558;1.004651;0.911628;0.176744;0.353488;0.679070;0.748837;6
2.000000;7.000000;0.477059;1.000000;0.518427;0.476255;0.224690;0.243915;0.289511;1.000000;0.349398;0.469880;0.518072;2.216867;2.156626;1.000000;0.518072;0.325301;6
0.000000;8.000000;0.537849;1.000000;0.488372;1.000000;0.252793;0.277713;0.232550;1.000000;1.289855;0.876812;0.601449;0.659420;0.347826;0.717391;0.449275;1.268116;6
3.000000;6.000000;0.494550;1.000000;0.516272;1.000000;0.252288;0.224626;0.259649;1.000000;1.033333;1.200000;0.833333;0.916667;0.783333;0.733333;0.716667;0.316667;6
0.000000;9.000000;0.501001;1.000000;0.504413;1.000000;0.258395;0.254324;0.263218;1.000000;1.665060;1.228916;0.657831;0.142169;0.100000;0.100000;0.137349;1.479518;6
2.000000;7.000000;0.493373;1.000000;0.518038;0.478668;0.262384;0.248332;0.287312;1.000000;1.013158;1.171053;0.921053;0.881579;1.460526;0.486842;0.236842;0.328947;6
3.000000;8.000000;0.460859;1.000000;0.475743;1.000000;0.212488;0.219918;0.258065;0.301789;0.181208;0.134228;0.630872;1.684564;0.147651;0.778524;1.805369;0.563758;6
6.000000;8.000000;0.521301;1.000000;0.584041;1.000000;0.298919;0.195403;0.274339;0.224626;0.796992;0.473684;0.503759;1.255639;0.969925;0.601504;0.248120;0.210526;6
3.000000;8.000000;0.496695;1.000000;0.478963;1.000000;0.222097;0.258633;0.246317;0.271637;0.129496;0.100000;0.115108;1.165468;0.201439;0.287770;0.640288;2.776978;6
3.000000;9.000000;0.451581;1.000000;0.579053;1.000000;0.274405;0.155065;0.289374;0.281637;1.108280;1.163482;0.615711;0.371550;0.208068;0.522293;0.541401;0.549894;6
3.000000;7.000000;0.497965;1.000000;0.492802;1.000000;0.231491;0.262452;0.247716;1.000000;0.600000;0.275000;0.312500;2.662500;1.712500;0.175000;0.200000;1.150000;6
2.000000;6.000000;0.515871;1.000000;0.530241;0.466685;0.282305;0.225753;0.268286;0.237733;1.017544;0.771930;1.035088;1.157895;1.350877;0.438596;0.982456;0.473684;6
7.000000;10.000000;0.575907;1.000000;0.468825;1.000000;0.230312;0.282164;0.240052;0.252311;0.654580;0.965649;1.282443;1.083969;0.100000;0.383588;0.669847;1.364504;6
2.000000;6.000000;0.557751;1.000000;0.518741;0.478258;0.290236;0.236518;0.227265;0.257043;1.000000;1.211538;0.903846;0.730769;0.634615;0.269231;1.211538;0.884615;6
4.000000;10.000000;0.554366;1.000000;0.504839;1.000000;0.248399;0.266784;0.245400;0.240200;0.937143;0.857143;1.013333;1.163810;0.100000;0.363810;0.716190;0.306667;6
6.000000;8.000000;0.587762;1.000000;0.570690;1.000000;0.327779;0.242448;0.211423;0.237639;1.704663;1.300518;0.331606;0.124352;2.559586;0.419689;0.145078;0.196891;6
3.000000;8.000000;0.558744;1.000000;0.567650;1.000000;0.281899;0.270575;0.250079;0.203420;1.885906;0.181208;0.201342;0.583893;1.348993;1.335570;0.637584;0.530201;6
2.000000;6.000000;0.563522;1.000000;0.509390;0.486350;0.277144;0.284344;0.241355;0.205208;1.555556;1.488889;0.311111;0.111111;0.466667;0.222222;0.400000;1.822222;6
6.000000;9.000000;0.475026;0.558941;0.469440;0.533655;0.214387;0.250582;0.249413;1.000000;0.391403;0.861991;1.117647;1.391403;0.183258;0.447964;1.262443;1.997738;6
4.000000;9.000000;0.490588;1.000000;0.476782;1.000000;0.212809;0.259297;0.265523;0.261886;0.882353;1.252941;0.279412;0.835294;1.338235;0.547059;0.917647;0.723529;6
3.000000;9.000000;0.403241;1.000000;0.463907;1.000000;0.194024;0.203047;0.239489;0.362396;0.803097;0.579646;0.292035;0.743363;0.603982;0.522124;1.161504;1.137168;6
1.000000;9.000000;0.507852;0.489969;0.466622;1.000000;0.248329;0.288546;0.215705;0.264721;1.645963;0.462733;0.704969;0.829193;0.534162;1.487578;1.018633;0.714286;6
1.000000;12.000000;0.574959;0.422360;0.554136;1.000000;0.321879;0.257382;0.217188;0.201470;0.662719;1.085088;1.067544;1.036404;0.675877;0.730702;0.430702;0.155702;6
3.000000;10.000000;1.000000;1.000000;1.000000;1.000000;0.202450;0.380699;0.249648;0.231197;1.738128;1.101764;0.606513;0.245590;0.135685;0.100000;1.796472;1.421981;6
2.000000;9.000000;0.533380;1.000000;0.479130;0.517883;0.250390;0.282386;0.232592;0.243928;0.750000;0.776786;1.058036;1.301339;1.921875;0.404018;0.468750;0.470982;6
6.000000;7.000000;0.525322;1.000000;0.521588;1.000000;0.258465;0.255554;0.257313;0.224270;1.233645;0.897196;0.485981;0.401869;0.336449;0.495327;0.747664;1.383178;6
3.000000;10.000000;0.531288;1.000000;0.470271;1.000000;0.252410;0.267935;0.191730;0.291786;1.087356;1.210345;0.837931;0.493103;0.100000;0.682759;0.736782;0.716092;6
3.000000;11.000000;0.617935;1.000000;0.625219;1.000000;0.351102;0.247832;0.260820;0.185742;0.600593;1.011869;0.914540;1.214243;0.315727;1.928783;0.306231;0.424926;6
1.000000;11.000000;0.497526;0.499857;0.556034;1.000000;0.305036;0.225900;0.278358;1.000000;1.825180;0.728058;0.607914;0.451079;1.604317;1.741727;0.100000;0.100000;6
6.000000;10.000000;0.515766;1.000000;0.560917;0.436688;0.286936;0.229962;0.264484;1.000000;2.414084;0.804225;0.205634;0.281690;1.926761;0.540845;0.609859;0.398592;6
6.000000;10.000000;0.492345;1.000000;0.523214;0.473347;0.247209;0.237565;0.282716;1.000000;1.121849;0.749300;0.788515;1.287115;2.267507;0.151261;0.180672;0.352941;6
7.000000;7.000000;0.498354;0.501454;0.511488;1.000000;0.257166;0.252589;0.267071;0.238060;0.485149;0.970297;1.128713;1.396040;0.356436;0.465347;0.405941;0.445545;6
3.000000;8.000000;0.481445;1.000000;0.447390;1.000000;0.241873;0.236484;0.208126;0.374202;1.327731;0.953781;0.672269;0.819328;0.264706;0.483193;1.000000;1.991597;6
3.000000;8.000000;0.472275;1.000000;0.491671;1.000000;0.230795;0.221338;0.245669;0.345994;1.260870;1.517391;0.834783;0.378261;0.804348;0.195652;0.139130;0.356522;6
3.000000;10.000000;0.616337;1.000000;0.512925;1.000000;0.247831;0.343790;0.256156;0.180744;0.460317;1.038801;1.010582;0.668430;0.331570;0.573192;0.409171;0.666667;6
3.000000;7.000000;0.544574;1.000000;0.550749;1.000000;0.290125;0.263000;0.285585;0.211168;1.134328;1.447761;1.029851;0.373134;0.402985;0.358209;0.522388;0.417910;6
2.000000;10.000000;0.501630;1.000000;0.548446;0.447184;0.273568;0.230350;0.306556;0.211951;1.164983;0.991583;0.887205;0.939394;0.100000;0.984848;0.100000;0.100000;6
2.000000;7.000000;0.522738;1.000000;0.537565;0.459552;0.297500;0.231885;0.279064;1.000000;0.583333;1.107143;1.178571;1.119048;0.630952;0.142857;0.416667;0.547619;6
3.000000;8.000000;0.546076;1.000000;0.493083;1.000000;0.243374;0.291748;0.234358;0.244808;2.140625;0.566406;0.421875;0.273438;0.132812;0.100000;1.175781;1.300781;6
3.000000;7.000000;0.516198;1.000000;0.482081;1.000000;0.243484;0.263079;0.213085;0.280480;0.100000;0.619048;0.942857;1.028571;0.114286;0.371429;1.190476;1.323810;6
2.000000;10.000000;0.515625;1.000000;0.524532;0.472271;0.267450;0.255770;0.257840;0.223445;1.099678;1.112540;0.969453;0.758842;0.252412;1.200965;0.821543;0.389068;6
2.000000;10.000000;0.501207;1.000000;0.520651;0.476429;0.261335;0.252263;0.285630;1.000000;0.183515;1.248834;0.774495;0.600311;0.437014;0.701400;0.819596;1.329705;6
3.000000;10.000000;0.480041;1.000000;0.452726;1.000000;0.228142;0.238178;0.220669;0.329664;0.523684;0.285526;1.196053;1.955263;0.415789;0.510526;0.597368;1.932895;6
3.000000;9.000000;0.462329;1.000000;0.582672;1.000000;0.245990;0.201597;0.321758;0.225862;0.222494;0.317848;1.158924;1.809291;1.095355;0.838631;0.100000;0.100000;6
3.000000;8.000000;0.592385;1.000000;0.398594;1.000000;0.222693;0.287805;0.192992;0.309979;0.381188;1.435644;1.470297;0.623762;0.100000;0.178218;0.262376;1.435644;6
3.000000;9.000000;0.464107;1.000000;0.496537;1.000000;0.218089;0.215543;0.268610;0.293068;1.802469;1.069959;0.440329;0.532922;0.829218;0.839506;1.660494;0.512346;6
3.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.666343;0.939864;1.176528;1.165858;0.428710;0.424830;0.473327;0.535403;12
2.000000;10.000000;0.466226;0.533061;0.532371;0.464611;0.245218;0.213775;0.286778;1.000000;0.645907;1.046263;1.241993;0.916370;0.241993;0.414591;0.428826;0.435943;6
3.000000;10.000000;1.000000;1.000000;1.000000;1.000000;0.184826;0.228659;0.281235;0.340926;0.811075;0.795874;1.100977;1.236699;1.030402;0.426710;0.929425;0.807818;6
3.000000;10.000000;1.000000;1.000000;1.000000;1.000000;0.215000;0.320068;0.315751;0.182273;1.110577;0.967949;0.866987;0.100000;1.057692;1.022436;1.049680;0.741987;6
3.000000;10.000000;0.618961;1.000000;0.598627;1.000000;0.319151;0.295252;0.267880;0.162723;0.302166;0.706956;1.386545;0.748005;0.511973;0.567845;1.071836;0.603193;6
6.000000;6.000000;0.600052;1.000000;0.508582;0.492262;0.290760;0.257254;0.198031;0.271974;2.071429;0.523810;0.404762;0.214286;0.214286;0.142857;0.404762;2.238095;6
3.000000;8.000000;0.494065;1.000000;0.545796;1.000000;0.269319;0.191312;0.285459;0.264214;0.301136;0.494318;0.409091;0.204545;0.693182;0.619318;1.039773;1.130682;6
3.000000;7.000000;0.454745;1.000000;0.500493;1.000000;0.228752;0.234591;0.271295;0.301572;0.102564;0.100000;0.100000;0.188034;1.085470;1.085470;1.051282;0.786325;6
