part_ctx ;pb_source_variance(get_unsigned_bits) ;rd_ratio(sub1) ;rd_ratio(sub2) ;rd_ratio(sub3) ;rd_ratio(sub4) ;rd_ratio(sub5) ;rd_ratio(sub6) ;rd_ratio(sub7) ;rd_ratio(sub8) ;var_ratio(horz4)(sub1) ;var_ratio(horz4)(sub2) ;var_ratio(horz4)(sub3) ;var_ratio(horz4)(sub4) ;var_ratio(vert4)(sub1) ;var_ratio(vert4)(sub2) ;var_ratio(vert4)(sub3) ;var_ratio(vert4)(sub4) ;
5.000000;6.000000;0.491050;0.536950;0.519945;0.523792;0.248486;0.251358;0.252365;0.256241;1.016667;1.083333;0.916667;0.983333;1.633333;0.633333;0.233333;0.450000;6
3.000000;8.000000;0.518692;0.600829;0.518066;0.577517;0.238472;0.240769;0.255068;0.301071;0.153409;0.170455;0.784091;1.562500;0.159091;1.056818;1.721591;0.272727;6
3.000000;8.000000;0.596478;1.000000;0.564138;1.000000;0.267985;0.296348;0.278082;0.319537;1.905028;0.530726;0.273743;1.067039;0.435754;0.201117;0.592179;2.324022;9
3.000000;8.000000;0.527140;0.537184;0.568227;0.463094;0.283247;0.229044;0.250974;0.238693;0.815068;0.349315;0.472603;1.438356;1.136986;0.561644;0.226027;0.171233;6
3.000000;8.000000;0.494431;0.586648;0.490340;0.576957;0.248090;0.236146;0.231795;0.309561;0.116788;0.100000;0.175182;1.248175;0.167883;0.240876;0.649635;2.766423;6
3.000000;9.000000;0.490257;0.601469;0.562841;0.488107;0.258799;0.202957;0.277542;0.262693;1.205189;1.191038;0.528302;0.429245;0.141509;0.483491;0.561321;0.615566;6
3.000000;7.000000;0.505665;0.525300;0.540000;0.550910;0.235887;0.272943;0.277140;0.250441;0.662791;0.337209;0.430233;2.406977;1.930233;0.209302;0.162791;0.802326;6
3.000000;9.000000;0.556943;0.637394;0.621352;1.000000;0.270707;0.269293;0.328258;0.282599;0.184265;0.302277;1.035197;1.202899;1.254658;0.745342;0.215321;0.339545;9
3.000000;6.000000;0.518546;0.500551;0.506765;0.511261;0.250179;0.250027;0.261565;0.254956;1.016949;0.830508;0.932203;1.237288;1.101695;0.508475;0.966102;0.372881;6
3.000000;10.000000;0.537874;0.515209;0.459006;0.572928;0.226973;0.291163;0.236815;0.256293;0.759470;0.903409;1.215909;1.106061;0.100000;0.606061;0.734848;1.517045;6
3.000000;6.000000;0.523175;0.541593;0.531749;0.520090;0.251687;0.249371;0.251264;0.252222;1.134615;1.307692;0.923077;0.576923;0.365385;0.519231;1.480769;0.942308;6
3.000000;10.000000;0.541364;0.526296;0.504873;0.554110;0.248451;0.277195;0.255543;0.229290;0.960894;0.895717;0.962756;1.150838;0.109870;0.521415;0.756052;0.208566;6
3.000000;9.000000;0.605513;1.000000;0.516702;1.000000;0.252742;0.330111;0.254329;0.325963;0.790554;1.051335;1.012320;1.129363;0.100000;0.127310;0.519507;0.983573;9
3.000000;8.000000;0.580343;0.477571;0.534619;0.506102;0.303343;0.256908;0.223489;0.230597;2.053846;0.838462;0.407692;0.215385;1.600000;0.623077;0.215385;0.430769;6
3.000000;8.000000;0.617387;0.485416;0.580945;0.531132;0.294030;0.273261;0.238184;0.230049;1.913333;0.100000;0.153333;0.460000;1.213333;1.360000;0.693333;0.693333;6
3.000000;6.000000;0.587463;0.467199;0.530637;0.517654;0.273355;0.279966;0.237291;0.220673;1.444444;1.666667;0.311111;0.155556;0.688889;0.244444;0.466667;1.666667;6
3.000000;9.000000;0.466191;0.582809;0.423726;0.610937;0.197676;0.247561;0.210441;0.348083;0.327434;0.898230;1.168142;1.398230;0.150442;0.353982;1.287611;2.081858;6
3.000000;9.000000;0.598111;1.000000;0.569326;1.000000;0.288993;0.287806;0.260359;0.358187;1.197761;0.488806;0.757463;1.108209;0.320896;0.332090;0.947761;1.955224;9
3.000000;11.000000;0.705219;1.000000;0.679341;1.000000;0.301294;0.306747;0.332343;0.349874;1.388686;0.850365;0.959854;0.722628;0.100000;0.491788;0.315693;0.252737;12
3.000000;9.000000;0.542678;0.517407;0.507834;0.572921;0.207289;0.306566;0.269468;0.229232;0.971751;1.101695;0.127119;1.050847;1.460452;0.632768;0.827684;0.692090;6
3.000000;9.000000;0.447934;0.615419;0.480165;0.575351;0.204350;0.241963;0.259441;0.310544;0.616000;0.522000;0.382000;1.006000;0.600000;0.532000;1.134000;1.114000;6
3.000000;9.000000;0.561971;0.514758;0.497752;0.565619;0.244378;0.284922;0.241904;0.259338;1.225316;0.521519;0.746835;1.240506;0.382278;1.569620;0.898734;0.726582;6
3.000000;12.000000;0.566931;0.518457;0.530356;0.514729;0.286356;0.256766;0.237383;0.222095;0.750109;1.042813;1.047182;1.020096;0.661861;0.752294;0.390127;0.120577;6
3.000000;10.000000;0.563936;1.000000;0.575637;1.000000;0.251989;0.279733;0.306204;0.337405;0.406780;0.333686;1.290254;1.506356;0.493644;0.346398;1.949153;0.990466;9
3.000000;10.000000;0.574026;0.503217;0.449669;0.640416;0.221703;0.318227;0.225523;0.259619;1.724599;1.081551;0.556150;0.237968;0.141711;0.100000;1.832888;1.363636;6
3.000000;9.000000;0.481849;0.597556;0.570031;0.497214;0.235929;0.228671;0.318321;0.236764;0.664474;0.813596;1.019737;1.392544;2.026316;0.399123;0.394737;0.337719;6
3.000000;7.000000;0.541870;0.519789;0.530986;0.523634;0.253645;0.250302;0.249340;0.252012;1.176991;0.920354;0.539823;0.460177;0.353982;0.513274;0.752212;1.362832;6
3.000000;10.000000;0.530049;0.542036;0.455380;0.620382;0.234020;0.248744;0.195339;0.325311;1.063073;1.241972;0.865826;0.471330;0.100000;0.677752;0.769495;0.705275;6
3.000000;10.000000;0.659304;1.000000;0.595264;1.000000;0.322706;0.303676;0.240159;0.315576;1.171131;1.025298;0.867560;0.620536;0.232143;1.037202;1.483631;0.913690;9
3.000000;11.000000;0.551684;0.515235;0.532260;0.563814;0.233347;0.309293;0.245957;0.233910;0.602300;0.993947;0.931598;1.202179;0.300242;1.917070;0.280266;0.460048;6
3.000000;11.000000;0.603208;0.488836;0.632619;0.422515;0.339944;0.206128;0.264524;0.196425;1.815562;0.711816;0.598703;0.456772;1.636888;1.680836;0.100000;0.100000;6
3.000000;10.000000;0.610774;0.470165;0.558615;0.490230;0.295577;0.265713;0.258085;0.192366;2.402507;0.821727;0.204735;0.254875;1.892758;0.547354;0.621170;0.427577;6
3.000000;10.000000;0.561963;0.516105;0.555391;0.481714;0.288467;0.233576;0.244335;0.241414;1.105714;0.774286;0.777143;1.281429;2.352857;0.162857;0.177143;0.360000;6
3.000000;11.000000;0.644536;1.000000;0.638375;1.000000;0.322122;0.302540;0.311020;0.247622;1.257622;1.246951;0.934451;0.526677;1.166921;0.440549;1.384909;0.156250;9
3.000000;7.000000;0.541110;0.537448;0.530579;0.533057;0.242634;0.262826;0.274340;0.248196;0.464646;1.020202;1.212121;1.292929;0.373737;0.474747;0.404040;0.434343;6
3.000000;9.000000;0.520905;0.542280;0.482579;0.586415;0.240156;0.242844;0.235144;0.279345;1.339552;0.828358;0.582090;1.156716;0.238806;0.444030;0.847015;2.115672;6
3.000000;8.000000;0.529812;0.537505;0.536596;0.521749;0.269901;0.234128;0.240040;0.272111;1.234568;1.444444;0.769547;0.534979;0.802469;0.152263;0.152263;0.481481;6
3.000000;10.000000;0.571026;0.514017;0.558448;0.535404;0.272226;0.289887;0.231213;0.213002;0.872727;1.421212;0.898485;0.207576;0.560606;0.563636;0.304545;0.100000;6
3.000000;10.000000;0.629210;1.000000;0.591071;1.000000;0.281857;0.311542;0.302898;0.295545;0.575806;0.491935;1.345161;1.437097;0.277419;0.114516;0.430645;0.840323;9
3.000000;10.000000;0.740565;1.000000;0.737756;1.000000;0.337657;0.328243;0.352607;0.285091;0.774477;1.029703;1.091309;1.086909;0.894389;1.500550;0.354235;1.073707;12
3.000000;6.000000;0.561829;0.495159;0.535769;0.527300;0.264985;0.253910;0.247498;0.247795;1.018182;1.381818;0.981818;0.563636;1.163636;0.690909;0.654545;0.418182;6
3.000000;10.000000;0.512191;0.533129;0.572253;0.449189;0.266824;0.221535;0.295448;0.218993;1.082391;1.014540;0.920840;0.977383;0.100000;1.168013;0.100000;0.100000;6
3.000000;7.000000;0.521449;0.538950;0.534464;0.535555;0.264602;0.251692;0.251473;0.252109;0.637681;1.101449;1.246377;0.971014;0.507246;0.855072;1.260870;0.376812;6
3.000000;9.000000;0.577537;0.516529;0.442724;0.616864;0.231977;0.316636;0.199818;0.274010;1.836735;0.772595;0.373178;0.370262;0.154519;0.100000;1.256560;1.008746;6
3.000000;9.000000;0.587320;1.000000;0.554756;1.000000;0.273479;0.296641;0.272250;0.337523;1.475949;1.245570;0.774684;0.260760;0.177215;0.144304;0.789873;1.103797;9
3.000000;7.000000;0.498077;0.559134;0.499133;0.559471;0.224048;0.251868;0.260126;0.272196;0.100000;0.536842;0.905263;1.073684;0.105263;0.442105;1.189474;1.400000;6
3.000000;10.000000;0.477630;0.531220;0.506799;0.523426;0.231313;0.245253;0.258438;0.263868;1.123245;1.129485;0.987520;0.720749;0.244930;1.193448;0.881435;0.424337;6
3.000000;10.000000;0.518189;0.560433;0.542444;0.561757;0.232279;0.256390;0.282339;0.276070;0.169697;1.327273;0.793939;0.656061;0.425758;0.703030;0.856061;1.342424;6
3.000000;10.000000;0.528448;0.529311;0.456433;0.593820;0.238915;0.253156;0.211248;0.311463;0.624817;0.316788;1.170803;1.845255;0.440876;0.583942;0.665693;1.900730;6
3.000000;10.000000;0.545644;1.000000;0.552725;1.000000;0.211006;0.308573;0.311391;0.334310;0.707317;0.712946;1.078799;1.442777;0.448405;0.956848;0.928705;1.472795;9
3.000000;8.000000;0.529054;0.570267;0.616517;0.473101;0.263225;0.228984;0.306232;0.204474;0.479532;0.251462;0.175439;2.719298;2.040936;0.233918;0.116959;0.100000;6
3.000000;9.000000;0.548838;0.516372;0.469325;0.597789;0.219913;0.311516;0.220711;0.262678;0.443262;1.301418;1.489362;0.719858;0.100000;0.100000;0.209220;1.152482;6
3.000000;10.000000;0.559755;0.477377;0.500316;0.542374;0.255078;0.294769;0.254620;0.212353;1.818526;1.037807;0.485822;0.483932;0.810964;0.667297;1.705104;0.568998;6
3.000000;9.000000;0.585834;0.493796;0.554276;0.505873;0.284739;0.269937;0.267096;0.205703;2.089520;0.696507;0.624454;0.489083;0.829694;0.840611;1.242358;0.100000;6
3.000000;11.000000;0.949646;1.000000;0.641817;1.000000;0.382311;0.458016;1.000000;1.000000;0.696545;0.914099;1.185808;1.184874;0.205416;0.467787;0.485528;0.481793;12
3.000000;10.000000;0.457499;0.590742;0.538322;0.503584;0.224996;0.223562;0.296959;0.266230;0.599271;0.974499;1.260474;1.009107;0.262295;0.438980;0.417122;0.420765;6
3.000000;10.000000;0.486381;0.568707;0.539760;0.504215;0.235580;0.194315;0.278302;0.302912;0.809471;0.730176;1.121145;1.306167;1.017621;0.648678;1.553965;0.568282;6
3.000000;10.000000;0.604400;0.460948;0.593193;0.480269;0.293674;0.282578;0.275062;0.183506;1.118123;1.119741;0.961165;0.135922;1.011327;1.197411;1.046926;0.660194;6
3.000000;9.000000;0.630998;0.489069;0.571710;0.541735;0.311494;0.285957;0.226735;0.222309;3.249191;0.190939;0.148867;0.113269;2.572815;0.485437;0.116505;0.394822;6
3.000000;10.000000;0.617603;1.000000;0.635075;1.000000;0.278179;0.303392;0.346912;0.246166;1.181340;1.373193;0.910644;0.289093;0.634691;0.678055;1.201051;1.028909;9
3.000000;10.000000;0.569959;0.483573;0.606928;0.447192;0.259869;0.247519;0.324351;0.177444;0.639485;0.856938;0.858369;0.659514;0.618026;0.901288;0.938484;0.180258;6
3.000000;7.000000;0.556389;0.564843;0.535062;0.581399;0.234388;0.270883;0.261610;0.272946;1.735294;0.686275;0.362745;0.313726;0.100000;0.127451;0.931373;0.833333;6
3.000000;8.000000;0.508613;0.560869;0.581298;0.491659;0.263630;0.200680;0.289147;0.249184;0.258278;0.192053;0.311258;0.344371;0.748344;1.198676;1.139073;0.662252;6
3.000000;7.000000;0.532817;0.572250;0.485224;0.588915;0.226934;0.268904;0.243550;0.295041;0.100000;0.103774;0.100000;0.301887;1.056604;1.103774;0.849057;1.009434;6
3.000000;9.000000;0.655669;1.000000;0.693637;1.000000;0.350058;0.267198;0.288706;0.270559;2.164384;0.865753;0.120548;0.158904;1.197260;0.816438;0.279452;0.717808;9
3.000000;6.000000;0.505720;0.553886;0.522284;0.532068;0.241037;0.237507;0.257372;0.275330;0.400000;0.216667;0.866667;1.433333;0.216667;0.383333;0.583333;1.800000;6
3.000000;6.000000;0.532608;0.532151;0.533450;0.514218;0.253092;0.258208;0.262662;0.251657;0.648649;0.837838;1.378378;0.918919;1.972973;0.702703;0.513514;0.567568;6
3.000000;7.000000;0.521458;0.526060;0.496177;0.569636;0.240480;0.279257;0.227286;0.271600;0.402778;1.375000;1.013889;0.111111;0.208333;0.680556;0.819444;2.041667;6
3.000000;9.000000;0.583353;0.516281;0.501491;0.582507;0.235560;0.317266;0.246321;0.234713;0.540094;0.686321;0.556604;0.264151;1.264151;0.780660;1.054245;0.801887;6
3.000000;10.000000;1.000000;1.000000;0.791011;1.000000;0.522449;0.366354;1.000000;1.000000;2.156140;0.757895;0.440351;0.196491;0.610526;0.828070;0.724561;1.592982;12
3.000000;10.000000;0.572074;0.543481;0.527609;0.553259;0.276506;0.251946;0.231825;0.268232;1.049336;0.958254;1.056926;0.755218;1.599620;0.373814;0.910816;0.717268;6
3.000000;10.000000;0.530694;0.582629;0.486176;0.604628;0.250752;0.265123;0.231888;0.307284;0.736566;0.613368;1.321101;0.934469;0.488860;0.119266;0.834862;1.250328;6
3.000000;10.000000;0.530474;0.575963;0.567163;0.543912;0.257008;0.225375;0.273118;0.266033;0.561290;0.670968;0.277419;0.370968;0.969355;0.935484;0.956452;1.000000;6
3.000000;10.000000;0.554220;0.529205;0.499081;0.588477;0.220548;0.301781;0.245636;0.253824;0.991416;1.184549;1.191702;0.605150;0.402003;0.174535;0.822604;1.357654;6
3.000000;10.000000;0.613890;1.000000;0.613517;1.000000;0.295849;0.300491;0.286839;0.327377;0.804064;1.008708;0.853411;0.846154;1.039187;0.821480;0.416546;1.159652;9
3.000000;10.000000;0.519293;0.548087;0.559470;0.501762;0.262508;0.242988;0.283028;0.240509;1.144756;1.057607;0.980798;0.793205;0.189069;0.652880;0.252585;1.214180;6
3.000000;8.000000;0.497610;0.548554;0.490435;0.546285;0.252254;0.227384;0.234060;0.299862;1.046948;1.004695;1.431925;0.441315;0.723005;0.206573;0.751174;1.798122;6
3.000000;10.000000;0.588291;0.508776;0.585882;0.484641;0.292305;0.246700;0.268375;0.212572;0.521891;1.003503;1.276708;1.057793;0.980736;0.726795;0.283713;0.767075;6
3.000000;8.000000;0.536487;0.536441;0.503897;0.570030;0.243372;0.266330;0.234800;0.281812;0.519481;0.759740;1.233766;1.311688;0.824675;0.103896;0.337662;2.662338;6
3.000000;9.000000;0.612004;1.000000;0.636201;1.000000;0.304686;0.287121;0.330723;0.262209;1.199017;0.992629;0.687961;1.093366;1.493858;1.557740;0.230958;0.636364;9
3.000000;11.000000;0.539643;0.554712;0.566981;0.539302;0.243409;0.261724;0.280806;0.231045;0.109415;0.192875;0.870738;0.309415;0.750636;0.951654;1.053944;1.055980;6
3.000000;11.000000;0.512148;0.541928;0.513065;0.598110;0.250606;0.267295;0.218485;0.277747;0.277419;0.378065;0.736129;0.100000;1.538710;0.833548;0.660000;0.789677;6
3.000000;9.000000;0.561565;0.510433;0.513708;0.573589;0.249234;0.280889;0.247386;0.243012;1.006667;0.616667;0.173333;1.000000;0.140000;0.663333;1.236667;1.100000;6
3.000000;9.000000;0.598377;0.515900;0.508415;0.537268;0.261215;0.292061;0.235576;0.239815;0.948510;2.124661;0.121951;0.420054;1.032520;0.994580;0.783198;1.113821;6
3.000000;11.000000;0.759135;1.000000;0.618347;1.000000;0.349621;0.377480;0.237127;0.259336;0.318210;0.965052;0.323728;0.115880;1.477008;1.071735;0.844267;0.573268;9
3.000000;9.000000;0.507993;0.547729;0.602854;0.430715;0.286248;0.216911;0.299660;0.222844;1.090713;0.576674;0.319654;1.838013;1.863931;0.460043;0.269978;0.100000;6
3.000000;8.000000;0.504219;0.510031;0.487709;0.543101;0.241439;0.269765;0.251497;0.257384;1.035928;1.023952;1.143713;0.778443;1.586826;0.119760;0.467066;1.155689;6
3.000000;11.000000;0.518176;0.555280;0.469053;0.588514;0.223040;0.276073;0.228759;0.285665;1.484767;0.170251;0.659498;1.099462;0.301075;0.419355;0.877240;0.876344;6
3.000000;9.000000;0.592788;0.473636;0.511188;0.565469;0.301170;0.278286;0.186967;0.264692;1.383721;0.122093;0.107558;0.159884;1.116279;0.651163;0.880814;1.273256;6
3.000000;11.000000;0.575153;1.000000;0.658779;1.000000;0.308543;0.247641;0.331189;0.289929;0.268315;0.330586;0.859890;0.594322;1.736264;1.022894;0.444139;0.518315;9
3.000000;11.000000;0.751557;1.000000;0.729079;1.000000;0.355339;0.314545;0.331563;0.325931;0.498099;0.420532;1.115589;0.704943;1.244867;0.995437;0.902662;0.304182;12
3.000000;9.000000;0.446870;0.630286;0.594436;0.522052;0.210003;0.215306;0.317557;0.279005;0.795620;0.549878;1.467153;0.605839;1.158151;1.849148;0.615572;0.277372;6
3.000000;8.000000;0.572882;0.502291;0.526346;0.495557;0.292574;0.233709;0.256602;0.234839;1.202479;0.871901;0.871901;0.739669;1.462810;0.371901;0.309917;0.301653;6
3.000000;10.000000;0.469896;0.590014;0.565540;0.482069;0.241294;0.216337;0.304132;0.241077;0.606557;0.771982;1.086438;1.472429;0.241431;1.634873;0.421759;0.192250;6
3.000000;8.000000;0.515250;0.567640;0.568543;0.501372;0.246788;0.220267;0.277530;0.250936;0.746939;0.861224;1.408163;0.828571;1.195918;0.959184;0.477551;0.555102;6
3.000000;9.000000;0.664001;1.000000;0.713023;1.000000;0.354615;0.261639;0.335367;0.250663;0.765743;0.861461;0.846348;1.445844;1.735516;0.768262;0.916877;0.261965;9
3.000000;5.000000;0.504124;0.519407;0.515422;0.518333;0.260243;0.238736;0.256358;0.260384;0.600000;0.666667;0.666667;0.833333;1.033333;0.700000;0.966667;0.700000;6
3.000000;12.000000;0.529407;0.558015;0.496123;0.559764;0.210782;0.258064;0.268171;0.278020;0.724219;1.036458;1.053646;0.949479;0.289844;0.608594;0.945573;0.177604;6
4.000000;8.000000;0.499130;0.523827;0.508805;0.519425;0.246100;0.240808;0.272403;0.262217;0.174194;0.100000;1.219355;1.761290;1.077419;0.987097;0.864516;0.935484;6
3.000000;12.000000;0.549845;0.549423;0.611825;0.494873;0.268377;0.221908;0.290407;0.227601;1.355437;1.097611;0.778418;0.720758;1.007825;0.600082;0.210873;0.137562;6
3.000000;11.000000;0.653298;1.000000;0.449176;1.000000;0.214899;0.389684;0.212834;0.375851;0.877976;1.013393;0.987103;0.979167;0.100000;0.100000;1.610119;0.942460;9
3.000000;11.000000;0.453819;0.659166;0.655421;1.000000;0.251173;0.177327;0.327437;0.272948;0.889764;0.975662;0.972799;0.857552;0.959914;1.254832;0.676450;0.430923;6
3.000000;9.000000;0.420713;0.652289;0.615959;0.428631;0.216032;0.216933;0.371339;0.212001;0.112360;0.205993;0.138577;2.838951;2.913858;0.958802;0.100000;0.100000;6
3.000000;10.000000;0.559210;0.524651;0.467620;0.626091;0.260686;0.277442;0.164795;0.305312;0.560294;0.785294;0.754412;0.514706;0.917647;1.089706;1.097059;0.808824;6
3.000000;10.000000;0.527753;0.564090;0.635754;0.473416;0.300268;0.196334;0.308313;0.226541;1.117708;0.732292;1.180208;0.604167;1.026042;0.979167;0.381250;0.131250;6
3.000000;10.000000;0.616370;1.000000;0.680491;1.000000;0.349124;0.246199;0.307031;0.359069;0.797454;1.093750;1.173611;0.849537;1.553241;0.890046;1.157407;0.193287;9
3.000000;5.000000;0.488803;0.527583;0.520117;0.523219;0.245385;0.266576;0.261312;0.266123;0.615385;0.230769;1.000000;0.576923;1.423077;1.038462;0.576923;1.038462;6
3.000000;10.000000;0.545373;0.527446;0.566783;0.470914;0.280239;0.227418;0.286930;0.213572;1.127072;0.986740;0.987845;0.876243;2.435359;0.152486;0.108287;0.114917;6
3.000000;10.000000;0.494053;0.600447;0.501187;0.595112;0.216365;0.256440;0.244422;0.293290;0.300300;0.669670;1.720721;0.375375;0.175676;0.483483;1.084084;1.271772;6
3.000000;9.000000;0.530426;0.537151;0.564631;0.483153;0.268755;0.234342;0.296357;0.230171;0.830049;0.852217;0.908867;1.105911;1.413793;0.246305;0.532020;0.465517;6
3.000000;11.000000;0.563851;1.000000;0.575839;1.000000;0.221349;0.307575;0.339623;0.337208;1.101299;1.110823;0.684848;1.014719;0.122078;0.414719;0.822511;0.350649;9
3.000000;11.000000;0.757972;1.000000;0.777543;1.000000;0.332544;0.339928;0.382629;0.333532;0.904288;1.145482;0.971669;0.923430;0.619449;0.339969;0.179173;1.702910;12
3.000000;9.000000;0.480686;0.581057;0.521240;0.542548;0.235576;0.225840;0.282611;0.283722;0.124711;0.161663;0.397229;1.362587;0.316397;0.990762;1.309469;1.069284;6
3.000000;10.000000;0.536983;0.558933;0.534719;0.533839;0.224416;0.254146;0.278066;0.249762;1.598566;0.242533;0.113501;0.735962;1.363202;0.701314;1.022700;0.811231;6
3.000000;10.000000;0.353822;0.721265;0.566237;0.557118;0.156920;0.183967;0.368036;0.312774;0.100000;0.100000;0.988691;1.344103;0.966074;1.410339;1.285945;0.316640;6
3.000000;9.000000;0.493931;0.575415;0.503903;0.589539;0.208485;0.244405;0.258843;0.309470;1.112022;0.229508;0.625683;0.336066;0.923497;0.967213;1.046448;1.021858;6
3.000000;10.000000;0.581070;1.000000;0.636069;1.000000;0.249934;0.311104;0.362590;0.303269;0.902680;0.885755;0.300423;0.657264;1.022567;0.833568;0.926657;0.832158;9
3.000000;10.000000;0.519270;0.584077;0.527890;0.542279;0.235164;0.235068;0.278399;0.287694;1.135379;0.781588;0.913357;0.842960;0.938628;0.891697;0.747292;1.025271;6
3.000000;7.000000;0.481243;0.609742;0.422816;0.668139;0.165877;0.285565;0.234264;0.341388;0.593407;0.527473;0.659341;1.934066;0.318681;0.230769;1.417582;1.879121;6
3.000000;9.000000;0.566602;0.518175;0.504259;0.569122;0.258919;0.269998;0.228320;0.264774;0.949843;1.225705;1.191223;0.435737;0.915361;0.601881;0.968652;0.711599;6
3.000000;10.000000;0.531607;0.545581;0.565076;0.480272;0.276353;0.222939;0.281823;0.234529;0.858195;0.941068;0.907919;1.103131;0.972376;0.399632;0.666667;0.100000;6
3.000000;9.000000;0.574607;1.000000;0.624734;1.000000;0.302006;0.245622;0.312941;0.333160;0.677149;0.670860;1.293501;1.050314;0.926625;0.878407;0.475891;1.140461;9
3.000000;9.000000;0.508463;0.598628;0.628436;0.455924;0.310449;0.168914;0.300292;0.267054;0.810496;0.201166;0.623907;0.717201;1.405248;0.533528;0.600583;1.384840;6
3.000000;10.000000;0.491527;0.616079;0.681178;0.379228;0.271189;0.188870;0.373658;0.179062;0.392405;0.813291;0.892405;1.838608;2.197785;0.479430;0.100000;0.151899;6
3.000000;8.000000;0.585493;0.547718;0.384209;0.681459;0.211407;0.323090;0.180240;0.329533;0.878981;1.273885;0.394904;0.490446;0.100000;0.101911;1.738853;1.541401;6
3.000000;9.000000;0.587742;0.512769;0.603892;0.509330;0.288316;0.250574;0.257653;0.202383;1.641618;0.676301;0.771676;0.367052;0.956647;1.823699;0.228324;0.869942;6
3.000000;10.000000;0.983413;1.000000;0.762523;1.000000;0.439596;0.448768;1.000000;1.000000;1.224299;0.838006;0.760125;1.091900;0.791277;1.352025;0.501558;0.565421;12
3.000000;10.000000;0.573964;0.516848;0.466930;0.603609;0.200805;0.325164;0.237846;0.253468;0.988034;1.362393;0.692308;0.625641;0.252991;0.326496;1.541880;1.705983;6
3.000000;10.000000;0.464401;0.589944;0.594391;0.471213;0.298370;0.146103;0.277275;0.300087;0.230997;0.700888;0.840079;0.879566;1.204344;0.783810;0.530109;1.328727;6
3.000000;9.000000;0.536253;0.521785;0.594153;0.490915;0.276650;0.244571;0.284386;0.235185;0.760000;1.017778;0.973333;0.704444;0.955556;1.095556;0.244444;0.100000;6
3.000000;9.000000;0.570787;0.513188;0.497024;0.559122;0.239952;0.292067;0.228125;0.241038;2.434889;0.803440;0.113022;0.176904;0.240786;0.174447;0.592138;2.346437;6
3.000000;10.000000;0.656144;1.000000;0.604949;1.000000;0.312047;0.331022;0.279036;0.271089;1.174743;0.948605;0.841410;0.543319;0.647577;0.828194;0.963289;1.493392;9
3.000000;12.000000;0.521360;0.568496;0.476588;0.605709;0.202226;0.293188;0.247839;0.267440;0.580630;1.148378;0.893607;1.146469;0.434160;0.100000;0.451813;0.746660;6
3.000000;10.000000;0.514721;0.526011;0.576065;0.445398;0.275330;0.218545;0.284637;0.221855;0.693467;0.772194;1.212730;1.289782;1.408710;0.336683;0.134003;0.100000;6
3.000000;11.000000;0.494764;0.582275;0.567626;0.490831;0.260430;0.212740;0.291135;0.267131;1.533510;0.603175;0.565256;0.940917;0.300705;1.133157;0.886243;0.837743;6
3.000000;9.000000;0.578717;0.536814;0.625157;0.453595;0.320380;0.221208;0.290117;0.212935;2.165414;0.203008;0.736842;0.548872;3.063910;0.266917;0.100000;0.255639;6
3.000000;11.000000;0.630824;1.000000;0.711626;1.000000;0.320428;0.278682;0.372544;0.257424;1.284201;1.398941;0.771403;0.502207;0.987643;1.602824;0.662842;0.100000;9
3.000000;9.000000;0.579491;0.498267;0.532443;0.565352;0.237788;0.298381;0.230479;0.243732;1.382166;0.772824;0.723992;0.420382;1.473461;0.904459;0.881104;0.656051;6
3.000000;8.000000;0.461961;0.616144;0.568965;0.514371;0.224543;0.215742;0.311971;0.265962;0.475962;0.451923;1.221154;1.447115;2.375000;0.658654;0.341346;0.221154;6
3.000000;10.000000;0.517826;0.541022;0.510586;0.546558;0.226878;0.278448;0.256356;0.261678;0.823799;1.434783;0.818078;0.748284;0.100000;0.363844;2.408467;0.518307;6
3.000000;10.000000;0.507327;0.582160;0.545748;0.518350;0.250996;0.211580;0.271692;0.278363;0.573189;0.842835;1.101695;1.151002;1.531587;0.879815;0.460709;0.496148;6
3.000000;10.000000;0.984543;1.000000;0.749074;1.000000;0.455624;0.429121;1.000000;1.000000;1.563452;0.781726;0.751269;0.744924;0.550761;0.720812;1.791878;0.685279;12
3.000000;9.000000;0.511253;0.547703;0.502764;0.529066;0.256411;0.226452;0.250730;0.281693;0.367412;0.769968;1.408946;1.191693;0.833866;0.185304;0.619808;0.619808;6
3.000000;10.000000;0.514184;0.534241;0.551432;0.506709;0.292349;0.207331;0.244018;0.285193;0.708054;0.595078;0.748322;1.727069;0.953020;0.970917;0.376958;0.435123;6
3.000000;9.000000;0.499007;0.562651;0.542599;0.525220;0.235142;0.255773;0.270088;0.258383;0.969231;0.446154;0.680000;0.935385;1.240000;0.513846;0.572308;1.409231;6
3.000000;11.000000;0.545967;0.532485;0.491042;0.568159;0.238956;0.273993;0.226079;0.257958;1.355657;1.000650;0.840052;0.776333;0.610533;0.564369;0.791287;0.746424;6
3.000000;11.000000;0.621436;1.000000;0.577920;1.000000;0.270045;0.331908;0.286306;0.328804;0.628853;0.824908;1.363132;0.930949;0.226264;0.170777;0.694205;0.629470;9
3.000000;8.000000;0.458144;0.604946;0.608807;0.461196;0.229424;0.212622;0.346009;0.237428;0.100000;0.100000;0.100000;3.067568;1.405405;2.220721;0.144144;0.100000;6
3.000000;9.000000;0.543099;0.515807;0.499357;0.570282;0.251555;0.277512;0.249083;0.254060;0.937107;1.229560;0.977987;0.603774;0.110063;0.100000;0.531447;0.396226;6
