part_ctx ;var_ctx ;rd_ratio(sub1) ;rd_ratio(sub2) ;rd_ratio(sub3) ;rd_ratio(sub4) ;rd_ratio(sub5) ;rd_ratio(sub6) ;rd_ratio(sub7) ;rd_ratio(sub8) ;bsize ;particionado 
1.000000;6.000000;0.505412;0.489331;0.590243;0.438797;0.321463;0.187938;0.303465;0.239676;6
0.000000;7.000000;0.550956;0.461012;0.514884;0.501213;0.274671;0.274910;0.252790;0.237605;6
3.000000;4.000000;0.410345;0.610000;0.661238;0.366067;0.267986;0.162677;0.363463;0.201184;6
3.000000;3.000000;0.477241;0.519820;0.549929;0.488580;0.279520;0.204188;0.266244;0.235164;6
3.000000;8.000000;0.499044;0.652312;0.676466;1.000000;0.242958;0.251261;0.357099;0.184074;9
2.000000;6.000000;0.516930;0.494384;0.527862;0.465414;0.273600;0.254216;0.267185;0.235601;6
0.000000;6.000000;0.473562;0.557301;0.539436;0.502852;0.250168;0.263121;0.292997;1.000000;6
3.000000;7.000000;0.410193;0.591910;0.432182;0.571523;0.171681;0.243527;0.241490;0.334322;6
2.000000;8.000000;0.489915;0.557839;0.592744;0.399130;0.288126;0.220310;0.312964;0.194877;6
3.000000;9.000000;0.454168;0.596944;0.633092;0.509683;0.239073;0.211832;0.329209;0.258160;9
3.000000;3.000000;0.463395;0.537197;0.618179;0.387030;0.233511;0.221076;0.357476;0.180149;6
1.000000;2.000000;0.523132;0.467134;0.534176;0.524046;0.277481;0.280503;0.266093;0.245916;6
0.000000;4.000000;0.599227;0.409410;0.623256;0.381077;0.392566;0.200101;0.215144;0.207466;6
0.000000;3.000000;0.485022;0.507518;0.540315;0.488591;0.278929;0.255413;0.264249;1.000000;6
3.000000;4.000000;0.594487;0.535018;0.688857;0.364960;0.330151;0.197566;0.304055;0.175903;9
3.000000;7.000000;0.504683;0.520207;0.506724;0.565108;0.216583;0.267640;0.260074;0.245503;6
0.000000;6.000000;0.478750;0.523261;0.489175;0.518921;0.245894;0.244829;0.256481;0.258928;6
2.000000;7.000000;0.496429;0.546208;0.535277;0.458477;0.276876;0.219869;0.263888;0.262488;6
0.000000;1.000000;0.426941;0.573724;0.620855;0.378597;0.228881;0.225383;0.412787;0.164699;6
3.000000;6.000000;0.551355;0.523924;0.565416;0.479052;0.301528;0.244302;0.274491;0.211057;9
3.000000;10.000000;0.653210;0.578315;0.632953;0.623449;0.340989;0.307117;0.284657;0.270372;12
0.000000;6.000000;0.529230;0.519528;0.527916;0.536569;0.243076;0.290721;0.294864;1.000000;6
0.000000;6.000000;0.490370;0.542374;0.566152;1.000000;0.277318;0.215680;0.292201;1.000000;6
2.000000;8.000000;0.588448;0.462536;0.491512;0.500748;0.287167;0.264069;0.227856;0.244622;6
3.000000;7.000000;0.467808;0.695295;0.412025;0.659003;0.198529;0.217821;0.205862;0.368089;6
3.000000;9.000000;0.473271;0.634255;0.485595;0.692458;0.227019;0.242963;0.229224;0.364976;9
1.000000;4.000000;0.489707;0.504594;0.519273;0.495007;0.257027;0.256187;0.268889;1.000000;6
2.000000;1.000000;0.520558;0.484684;0.544820;0.444779;0.306829;0.218587;0.264155;0.214512;6
2.000000;3.000000;0.531931;0.512466;0.522761;0.468320;0.289664;0.263557;0.242519;0.273264;6
1.000000;1.000000;0.478047;0.513910;0.544903;0.458670;0.280722;0.214706;0.281121;0.262787;6
3.000000;2.000000;0.506460;0.524207;0.570696;0.468179;0.263266;0.232035;0.278953;0.244193;9
2.000000;6.000000;0.487624;0.541108;0.592578;0.397568;0.255103;0.219849;0.321484;0.229685;6
2.000000;7.000000;0.553299;0.508359;0.395937;0.598896;0.217441;0.290610;0.190655;0.321820;6
0.000000;3.000000;0.555901;0.501497;0.526365;0.521413;0.286889;0.299959;0.206067;0.258807;6
3.000000;7.000000;0.563863;0.444361;0.400042;0.615563;0.226180;0.308098;0.185863;0.267443;6
3.000000;8.000000;0.569831;0.526200;0.467692;0.565485;0.245171;0.302749;0.212692;0.279840;9
0.000000;3.000000;0.500584;0.542911;0.472914;0.527945;0.246707;0.266578;0.236052;0.287311;6
1.000000;2.000000;0.488791;0.505417;0.485519;0.524657;0.262532;0.256308;0.256189;0.282564;6
0.000000;3.000000;0.553894;1.000000;0.490248;0.542718;0.289869;0.288499;0.232790;1.000000;6
0.000000;1.000000;0.534860;0.521486;0.542665;0.457801;0.293279;0.239677;0.289468;0.250898;6
2.000000;2.000000;0.532373;0.514215;0.493014;0.504991;0.263686;0.265960;0.252725;0.258864;9
3.000000;8.000000;0.656448;1.000000;0.646188;1.000000;0.323669;0.258544;0.254690;0.252047;12
0.000000;3.000000;0.609567;0.446215;0.627246;0.457006;0.352569;0.260350;0.243557;1.000000;6
0.000000;3.000000;0.511305;0.493490;0.518081;0.484407;0.269821;0.246041;0.237763;0.257802;6
0.000000;1.000000;0.587213;0.494862;0.555790;0.504928;0.314884;0.308375;0.264164;1.000000;6
2.000000;2.000000;0.557556;0.494340;0.491472;0.496452;0.269243;0.316626;0.246482;1.000000;6
3.000000;4.000000;0.649756;0.421947;0.543738;0.455662;0.317962;0.272078;0.196107;0.223252;9
3.000000;8.000000;0.599012;0.463628;0.313439;0.701952;0.201270;0.383746;0.127965;0.291478;6
1.000000;8.000000;0.513204;0.483679;0.658770;0.400556;0.367713;0.192385;0.276574;0.222547;6
0.000000;1.000000;0.557640;0.508556;0.452093;0.557380;0.228578;0.294482;0.271784;0.244062;6
0.000000;2.000000;0.572321;0.450167;0.464395;0.566301;0.233433;0.322596;0.213101;0.231922;6
3.000000;8.000000;0.769068;0.294161;0.613768;0.608247;0.394728;0.367310;0.135734;0.163611;9
0.000000;2.000000;0.482222;0.628132;0.483828;0.516426;0.194747;0.291640;0.311103;1.000000;6
0.000000;1.000000;0.491519;0.522982;0.568501;0.516952;0.312977;0.255721;0.243295;1.000000;6
2.000000;2.000000;0.481344;0.531591;0.503696;0.486331;0.234222;0.262261;0.276447;0.250529;6
1.000000;1.000000;0.505580;0.486432;0.605517;0.454503;0.317643;0.195983;0.284462;0.275801;6
3.000000;2.000000;0.458191;0.539290;0.532786;0.489684;0.251225;0.221092;0.292849;0.239329;9
0.000000;5.000000;0.511164;0.581741;0.529952;0.537762;0.256714;0.295054;0.298464;1.000000;6
0.000000;5.000000;0.520751;0.515439;0.536771;0.534792;0.291682;0.275079;0.310657;1.000000;6
0.000000;5.000000;0.483832;0.544579;0.550324;0.521530;0.262004;0.245973;0.316873;1.000000;6
0.000000;2.000000;0.540644;0.571261;0.503192;0.620962;0.223661;0.316299;0.295921;0.295988;6
0.000000;4.000000;0.495390;0.555162;0.544683;0.490084;0.277309;0.212292;0.282960;0.245934;9
3.000000;7.000000;0.725690;1.000000;0.457887;0.750568;0.247438;0.403342;0.191796;0.268887;12
1.000000;8.000000;0.438941;0.553808;0.473807;0.563247;0.218487;0.277425;0.271075;0.276618;6
2.000000;6.000000;0.544409;0.541459;0.444017;0.549252;0.206699;0.299704;0.236455;0.266041;6
0.000000;1.000000;0.510812;0.496636;0.503212;0.497385;0.255200;0.264007;0.274334;1.000000;6
1.000000;3.000000;0.557435;0.432675;0.507715;0.522358;0.246979;0.307843;0.253042;0.205587;6
3.000000;6.000000;0.701109;0.365968;0.457472;0.672760;0.268351;0.384369;0.168751;0.217659;9
0.000000;3.000000;0.557704;0.559487;0.474379;0.527898;0.258869;0.283970;0.240280;1.000000;6
2.000000;1.000000;0.525569;0.486365;0.574032;0.417635;0.321030;0.222351;0.288777;1.000000;6
2.000000;3.000000;0.516786;0.546503;0.436630;0.554173;0.251254;0.264355;0.238712;0.301350;6
0.000000;1.000000;0.494718;0.503720;0.532764;0.472841;0.271497;0.240183;0.267132;0.231571;6
2.000000;2.000000;0.523488;0.512375;0.531979;0.464397;0.274946;0.242122;0.270528;0.238064;9
0.000000;6.000000;0.522687;0.600827;0.503385;0.618893;0.277770;0.261835;0.256940;1.000000;6
1.000000;2.000000;0.411213;0.581331;0.649606;0.376677;0.247539;0.188241;0.404679;0.199489;6
2.000000;5.000000;0.489674;0.575422;0.462662;0.529666;0.218865;0.285669;0.247758;0.295041;6
2.000000;2.000000;0.492765;0.600614;0.559409;0.432414;0.254602;0.174576;0.325974;0.251857;6
3.000000;6.000000;0.470681;0.545227;0.525601;0.553349;0.222520;0.262486;0.278474;0.266271;9
0.000000;3.000000;0.534034;0.515479;0.441347;0.558987;0.234499;0.318219;0.211075;1.000000;6
2.000000;1.000000;0.501942;0.547983;0.499738;0.492676;0.255089;0.253838;0.283176;0.253059;6
2.000000;4.000000;0.537386;0.539840;0.461202;0.531410;0.223026;0.288372;0.258617;0.273507;6
