bsize; partition; subsize; time 
12; 0; 12; 0.000380
9; 0; 9; 0.000030
9; 0; 9; 0.000167
9; 0; 9; 0.000029
9; 0; 9; 0.000199
12; 3; 9; 0.000463
15; 3; 12; 0.001057
12; 0; 12; 0.000628
9; 0; 9; 0.000169
9; 0; 9; 0.000029
9; 0; 9; 0.000167
9; 0; 9; 0.000167
12; 3; 9; 0.000573
9; 0; 9; 0.000167
9; 0; 9; 0.000172
9; 1; 8; 0.000226
9; 0; 9; 0.000205
12; 3; 9; 0.000828
12; 0; 12; 0.000600
15; 3; 12; 0.002669
12; 2; 10; 0.000190
12; 2; 10; 0.000311
15; 3; 12; 0.000524
12; 0; 12; 0.000274
12; 0; 12; 0.000268
12; 0; 12; 0.000273
12; 0; 12; 0.000716
15; 3; 12; 0.001574
9; 0; 9; 0.000097
9; 8; 19; 0.000073
6; 0; 6; 0.000025
6; 0; 6; 0.000031
6; 0; 6; 0.000024
6; 0; 6; 0.000061
9; 3; 6; 0.000178
9; 2; 7; 0.000123
12; 3; 9; 0.000508
9; 0; 9; 0.000030
9; 9; 18; 0.000080
6; 0; 6; 0.000011
6; 0; 6; 0.000013
6; 0; 6; 0.000011
6; 0; 6; 0.000011
9; 3; 6; 0.000089
6; 2; 4; 0.000029
6; 0; 6; 0.000014
6; 2; 4; 0.000019
6; 0; 6; 0.000025
9; 3; 6; 0.000129
12; 3; 9; 0.000369
9; 0; 9; 0.000200
9; 0; 9; 0.000030
6; 0; 6; 0.000062
6; 0; 6; 0.000033
9; 3; 6; 0.000137
9; 1; 8; 0.000018
12; 3; 9; 0.000423
9; 9; 18; 0.000051
9; 7; 7; 0.000113
6; 0; 6; 0.000011
6; 0; 6; 0.000016
9; 3; 6; 0.000048
6; 0; 6; 0.000023
6; 0; 6; 0.000015
9; 3; 6; 0.000060
12; 3; 9; 0.000307
15; 3; 12; 0.001633
9; 0; 9; 0.000189
9; 0; 9; 0.000093
6; 0; 6; 0.000058
6; 0; 6; 0.000012
6; 0; 6; 0.000058
6; 0; 6; 0.000056
9; 3; 6; 0.000227
9; 0; 9; 0.000080
12; 3; 9; 0.000629
12; 0; 12; 0.000769
12; 0; 12; 0.000119
12; 0; 12; 0.000835
15; 3; 12; 0.002406
15; 2; 13; 0.000695
12; 0; 12; 0.000230
12; 0; 12; 0.000699
12; 0; 12; 0.000351
12; 0; 12; 0.000693
15; 3; 12; 0.002023
12; 0; 12; 0.000084
12; 0; 12; 0.000349
12; 0; 12; 0.000354
9; 0; 9; 0.000095
9; 0; 9; 0.000107
9; 0; 9; 0.000096
9; 9; 18; 0.000108
12; 3; 9; 0.000454
15; 3; 12; 0.001282
12; 0; 12; 0.000696
9; 0; 9; 0.000194
9; 0; 9; 0.000095
9; 0; 9; 0.000193
9; 0; 9; 0.000193
12; 3; 9; 0.000716
12; 0; 12; 0.000747
12; 0; 12; 0.000716
15; 3; 12; 0.002918
12; 2; 10; 0.000189
12; 2; 10; 0.000374
15; 3; 12; 0.000588
12; 0; 12; 0.000362
12; 0; 12; 0.000357
12; 0; 12; 0.000717
12; 0; 12; 0.000726
15; 3; 12; 0.002209
12; 0; 12; 0.000359
9; 0; 9; 0.000099
9; 9; 18; 0.000064
9; 0; 9; 0.000009
9; 9; 18; 0.000116
12; 3; 9; 0.000328
12; 0; 12; 0.000367
6; 0; 6; 0.000029
6; 0; 6; 0.000029
6; 0; 6; 0.000029
6; 0; 6; 0.000028
9; 3; 6; 0.000149
6; 0; 6; 0.000030
6; 0; 6; 0.000029
6; 0; 6; 0.000029
6; 0; 6; 0.000058
9; 3; 6; 0.000180
9; 1; 8; 0.000030
6; 0; 6; 0.000029
6; 0; 6; 0.000058
9; 3; 6; 0.000109
12; 3; 9; 0.000497
15; 3; 12; 0.001586
9; 0; 9; 0.000107
9; 0; 9; 0.000094
9; 1; 8; 0.000174
9; 0; 9; 0.000046
12; 3; 9; 0.000467
12; 0; 12; 0.000686
9; 0; 9; 0.000022
9; 0; 9; 0.000029
9; 1; 8; 0.000019
9; 1; 8; 0.000016
12; 3; 9; 0.000126
12; 0; 12; 0.000341
15; 3; 12; 0.001660
12; 2; 10; 0.000047
12; 2; 10; 0.000177
15; 3; 12; 0.000246
6; 9; 16; 0.000113
6; 0; 6; 0.000035
6; 9; 16; 0.000073
6; 2; 4; 0.000109
9; 3; 6; 0.000401
6; 5; 5; 0.000068
6; 0; 6; 0.000047
6; 0; 6; 0.000040
6; 0; 6; 0.000038
9; 3; 6; 0.000240
6; 2; 4; 0.000079
6; 0; 6; 0.000058
6; 0; 6; 0.000038
6; 0; 6; 0.000044
9; 3; 6; 0.000264
6; 0; 6; 0.000048
6; 0; 6; 0.000089
6; 0; 6; 0.000037
6; 0; 6; 0.000047
9; 3; 6; 0.000269
12; 3; 9; 0.001211
9; 1; 8; 0.000227
6; 0; 6; 0.000057
6; 0; 6; 0.000082
6; 0; 6; 0.000049
6; 0; 6; 0.000019
9; 3; 6; 0.000253
9; 0; 9; 0.000203
9; 5; 8; 0.000191
12; 3; 9; 0.000920
6; 0; 6; 0.000040
6; 0; 6; 0.000036
6; 8; 17; 0.000073
6; 0; 6; 0.000040
9; 3; 6; 0.000231
6; 0; 6; 0.000051
6; 1; 5; 0.000055
6; 0; 6; 0.000036
6; 2; 4; 0.000033
9; 3; 6; 0.000221
9; 9; 18; 0.000171
9; 1; 8; 0.000253
12; 3; 9; 0.000921
9; 0; 9; 0.000215
6; 0; 6; 0.000039
6; 0; 6; 0.000058
6; 0; 6; 0.000050
6; 0; 6; 0.000010
9; 3; 6; 0.000208
9; 0; 9; 0.000257
9; 0; 9; 0.000265
12; 3; 9; 0.000990
15; 3; 12; 0.004074
6; 5; 5; 0.000046
6; 0; 6; 0.000041
6; 0; 6; 0.000100
6; 0; 6; 0.000112
9; 3; 6; 0.000362
9; 0; 9; 0.000195
6; 0; 6; 0.000068
6; 0; 6; 0.000062
6; 0; 6; 0.000038
6; 2; 4; 0.000043
9; 3; 6; 0.000255
6; 0; 6; 0.000052
6; 0; 6; 0.000056
6; 1; 5; 0.000064
6; 0; 6; 0.000076
9; 3; 6; 0.000296
12; 3; 9; 0.001152
9; 2; 7; 0.000116
9; 2; 7; 0.000171
6; 0; 6; 0.000052
6; 1; 5; 0.000043
6; 2; 4; 0.000041
6; 0; 6; 0.000038
9; 3; 6; 0.000219
9; 0; 9; 0.000313
12; 3; 9; 0.000866
6; 0; 6; 0.000046
6; 0; 6; 0.000042
6; 0; 6; 0.000041
6; 0; 6; 0.000069
9; 3; 6; 0.000244
9; 1; 8; 0.000156
6; 5; 5; 0.000063
6; 0; 6; 0.000059
6; 9; 16; 0.000053
6; 0; 6; 0.000070
9; 3; 6; 0.000295
6; 0; 6; 0.000062
6; 0; 6; 0.000026
6; 0; 6; 0.000054
6; 0; 6; 0.000080
9; 3; 6; 0.000266
12; 3; 9; 0.000996
9; 6; 7; 0.000265
9; 5; 8; 0.000323
6; 0; 6; 0.000041
6; 0; 6; 0.000044
6; 0; 6; 0.000034
6; 0; 6; 0.000028
9; 3; 6; 0.000192
6; 0; 6; 0.000024
6; 0; 6; 0.000051
6; 0; 6; 0.000021
6; 0; 6; 0.000090
9; 3; 6; 0.000227
12; 3; 9; 0.001067
15; 3; 12; 0.004116
9; 1; 8; 0.000219
9; 0; 9; 0.000214
9; 2; 7; 0.000344
9; 0; 9; 0.000383
12; 3; 9; 0.001234
6; 0; 6; 0.000049
6; 2; 4; 0.000063
6; 2; 4; 0.000032
6; 0; 6; 0.000042
9; 3; 6; 0.000232
6; 0; 6; 0.000032
6; 0; 6; 0.000045
6; 2; 4; 0.000057
6; 0; 6; 0.000046
9; 3; 6; 0.000226
9; 1; 8; 0.000308
6; 0; 6; 0.000065
6; 2; 4; 0.000067
6; 2; 4; 0.000058
6; 2; 4; 0.000046
9; 3; 6; 0.000288
12; 3; 9; 0.001093
9; 1; 8; 0.000385
9; 1; 8; 0.000370
9; 1; 8; 0.000374
9; 0; 9; 0.000333
12; 3; 9; 0.001517
6; 0; 6; 0.000082
6; 0; 6; 0.000088
6; 0; 6; 0.000110
6; 0; 6; 0.000108
9; 3; 6; 0.000436
9; 5; 8; 0.000145
9; 2; 7; 0.000304
9; 2; 7; 0.000155
12; 3; 9; 0.001089
15; 3; 12; 0.004967
9; 1; 8; 0.000177
9; 9; 18; 0.000231
12; 3; 9; 0.000438
6; 1; 5; 0.000107
6; 2; 4; 0.000079
6; 0; 6; 0.000076
6; 0; 6; 0.000044
9; 3; 6; 0.000359
6; 0; 6; 0.000040
6; 7; 4; 0.000048
6; 0; 6; 0.000041
6; 9; 16; 0.000044
9; 3; 6; 0.000216
12; 3; 9; 0.000592
15; 3; 12; 0.001046
9; 0; 9; 0.000211
6; 0; 6; 0.000051
6; 0; 6; 0.000041
6; 7; 4; 0.000054
6; 0; 6; 0.000024
9; 3; 6; 0.000214
6; 0; 6; 0.000050
6; 0; 6; 0.000024
6; 0; 6; 0.000039
6; 0; 6; 0.000049
9; 3; 6; 0.000206
9; 6; 7; 0.000150
12; 3; 9; 0.000818
9; 2; 7; 0.000179
9; 1; 8; 0.000253
6; 0; 6; 0.000051
6; 5; 5; 0.000033
6; 0; 6; 0.000035
6; 2; 4; 0.000064
9; 3; 6; 0.000226
6; 2; 4; 0.000072
6; 0; 6; 0.000039
6; 2; 4; 0.000090
6; 0; 6; 0.000108
9; 3; 6; 0.000370
12; 3; 9; 0.001074
6; 0; 6; 0.000058
6; 0; 6; 0.000027
6; 0; 6; 0.000055
6; 0; 6; 0.000060
9; 3; 6; 0.000262
6; 0; 6; 0.000040
6; 0; 6; 0.000040
6; 0; 6; 0.000045
6; 0; 6; 0.000046
9; 3; 6; 0.000216
6; 0; 6; 0.000052
6; 2; 4; 0.000057
9; 3; 6; 0.000157
6; 0; 6; 0.000049
6; 0; 6; 0.000044
9; 3; 6; 0.000126
12; 3; 9; 0.000807
6; 0; 6; 0.000054
6; 0; 6; 0.000086
6; 0; 6; 0.000040
6; 0; 6; 0.000038
9; 3; 6; 0.000277
6; 0; 6; 0.000076
6; 0; 6; 0.000044
6; 0; 6; 0.000038
6; 1; 5; 0.000069
9; 3; 6; 0.000275
6; 0; 6; 0.000050
6; 0; 6; 0.000040
9; 3; 6; 0.000113
6; 0; 6; 0.000047
6; 0; 6; 0.000096
9; 3; 6; 0.000167
12; 3; 9; 0.000858
15; 3; 12; 0.003596
6; 0; 6; 0.000072
6; 2; 4; 0.000053
6; 0; 6; 0.000052
6; 6; 4; 0.000045
9; 3; 6; 0.000266
6; 0; 6; 0.000032
6; 0; 6; 0.000041
6; 0; 6; 0.000084
6; 0; 6; 0.000044
9; 3; 6; 0.000251
6; 0; 6; 0.000049
6; 6; 4; 0.000054
6; 0; 6; 0.000048
6; 1; 5; 0.000051
9; 3; 6; 0.000248
6; 5; 5; 0.000067
6; 1; 5; 0.000085
6; 1; 5; 0.000115
6; 1; 5; 0.000059
9; 3; 6; 0.000384
12; 3; 9; 0.001177
6; 0; 6; 0.000034
6; 0; 6; 0.000070
6; 0; 6; 0.000046
6; 0; 6; 0.000046
9; 3; 6; 0.000241
6; 0; 6; 0.000043
3; 0; 3; 0.000015
3; 0; 3; 0.000028
3; 0; 3; 0.000015
3; 0; 3; 0.000023
6; 3; 3; 0.000124
6; 0; 6; 0.000037
6; 9; 16; 0.000062
9; 3; 6; 0.000306
9; 0; 9; 0.000211
6; 0; 6; 0.000064
6; 9; 16; 0.000068
6; 9; 16; 0.000060
6; 5; 5; 0.000075
9; 3; 6; 0.000321
12; 3; 9; 0.001120
9; 7; 7; 0.000226
6; 1; 5; 0.000070
6; 1; 5; 0.000078
6; 0; 6; 0.000072
6; 0; 6; 0.000094
9; 3; 6; 0.000363
6; 0; 6; 0.000075
6; 0; 6; 0.000058
9; 3; 6; 0.000156
6; 0; 6; 0.000065
6; 0; 6; 0.000062
9; 3; 6; 0.000153
12; 3; 9; 0.000932
6; 2; 4; 0.000069
6; 0; 6; 0.000041
6; 2; 4; 0.000053
3; 0; 3; 0.000013
3; 0; 3; 0.000021
3; 0; 3; 0.000017
3; 0; 3; 0.000012
6; 3; 3; 0.000105
9; 3; 6; 0.000311
3; 0; 3; 0.000006
3; 0; 3; 0.000029
3; 0; 3; 0.000017
3; 0; 3; 0.000013
6; 3; 3; 0.000106
3; 0; 3; 0.000028
3; 0; 3; 0.000026
3; 2; 1; 0.000025
3; 2; 1; 0.000016
6; 3; 3; 0.000137
6; 9; 16; 0.000057
6; 1; 5; 0.000036
9; 3; 6; 0.000371
6; 1; 5; 0.000088
3; 0; 3; 0.000019
3; 1; 2; 0.000015
3; 0; 3; 0.000016
3; 0; 3; 0.000013
6; 3; 3; 0.000104
9; 3; 6; 0.000211
6; 2; 4; 0.000038
3; 0; 3; 0.000026
3; 0; 3; 0.000014
3; 0; 3; 0.000019
3; 0; 3; 0.000014
6; 3; 3; 0.000112
9; 3; 6; 0.000167
12; 3; 9; 0.001088
15; 3; 12; 0.004345
6; 5; 5; 0.000110
6; 1; 5; 0.000044
6; 2; 4; 0.000065
3; 0; 3; 0.000016
3; 0; 3; 0.000021
3; 0; 3; 0.000021
3; 0; 3; 0.000024
6; 3; 3; 0.000123
9; 3; 6; 0.000384
6; 0; 6; 0.000017
6; 0; 6; 0.000079
6; 1; 5; 0.000066
6; 0; 6; 0.000041
9; 3; 6; 0.000246
6; 0; 6; 0.000054
6; 9; 16; 0.000081
6; 0; 6; 0.000066
6; 2; 4; 0.000071
9; 3; 6; 0.000320
9; 4; 8; 0.000273
12; 3; 9; 0.001259
6; 1; 5; 0.000115
6; 0; 6; 0.000095
6; 0; 6; 0.000082
6; 0; 6; 0.000080
9; 3; 6; 0.000430
9; 1; 8; 0.000293
9; 6; 7; 0.000283
6; 1; 5; 0.000095
6; 0; 6; 0.000106
6; 2; 4; 0.000118
6; 0; 6; 0.000066
9; 3; 6; 0.000435
12; 3; 9; 0.001483
6; 8; 17; 0.000060
6; 2; 4; 0.000072
6; 5; 5; 0.000059
6; 0; 6; 0.000086
9; 3; 6; 0.000328
6; 2; 4; 0.000080
6; 0; 6; 0.000090
6; 2; 4; 0.000087
6; 6; 4; 0.000081
9; 3; 6; 0.000389
3; 0; 3; 0.000015
3; 0; 3; 0.000014
3; 0; 3; 0.000014
3; 0; 3; 0.000013
6; 3; 3; 0.000093
6; 2; 4; 0.000098
9; 3; 6; 0.000213
6; 1; 5; 0.000083
6; 2; 4; 0.000092
9; 3; 6; 0.000200
12; 3; 9; 0.001156
3; 0; 3; 0.000019
3; 0; 3; 0.000026
3; 0; 3; 0.000025
3; 1; 2; 0.000020
6; 3; 3; 0.000132
6; 7; 4; 0.000105
6; 2; 4; 0.000060
6; 2; 4; 0.000096
9; 3; 6; 0.000439
6; 0; 6; 0.000088
6; 0; 6; 0.000095
6; 2; 4; 0.000091
6; 0; 6; 0.000075
9; 3; 6; 0.000396
6; 0; 6; 0.000038
6; 2; 4; 0.000096
9; 3; 6; 0.000158
6; 2; 4; 0.000069
6; 0; 6; 0.000049
9; 3; 6; 0.000144
12; 3; 9; 0.001163
15; 3; 12; 0.005089
6; 4; 5; 0.000084
6; 5; 5; 0.000043
6; 1; 5; 0.000104
6; 5; 5; 0.000076
9; 3; 6; 0.000357
6; 0; 6; 0.000079
6; 7; 4; 0.000106
6; 0; 6; 0.000073
6; 0; 6; 0.000096
9; 3; 6; 0.000401
12; 3; 9; 0.000774
9; 4; 8; 0.000279
9; 1; 8; 0.000197
12; 3; 9; 0.000505
15; 3; 12; 0.001293
9; 5; 8; 0.000287
9; 1; 8; 0.000170
9; 6; 7; 0.000218
9; 2; 7; 0.000128
12; 3; 9; 0.000871
9; 1; 8; 0.000191
6; 0; 6; 0.000051
6; 0; 6; 0.000033
6; 0; 6; 0.000039
6; 2; 4; 0.000027
9; 3; 6; 0.000188
6; 0; 6; 0.000039
6; 0; 6; 0.000036
6; 0; 6; 0.000005
6; 0; 6; 0.000036
9; 3; 6; 0.000148
6; 0; 6; 0.000034
6; 0; 6; 0.000014
6; 0; 6; 0.000035
6; 0; 6; 0.000033
9; 3; 6; 0.000149
12; 3; 9; 0.000707
6; 0; 6; 0.000077
6; 0; 6; 0.000008
6; 0; 6; 0.000041
6; 0; 6; 0.000035
9; 3; 6; 0.000200
9; 0; 9; 0.000131
9; 2; 7; 0.000152
9; 2; 7; 0.000164
12; 3; 9; 0.000690
9; 0; 9; 0.000131
9; 0; 9; 0.000160
9; 0; 9; 0.000215
9; 1; 8; 0.000188
12; 3; 9; 0.000739
15; 3; 12; 0.003035
6; 2; 4; 0.000053
6; 0; 6; 0.000032
6; 0; 6; 0.000053
6; 2; 4; 0.000061
9; 3; 6; 0.000244
9; 2; 7; 0.000200
9; 9; 18; 0.000158
9; 2; 7; 0.000213
12; 3; 9; 0.000862
9; 0; 9; 0.000177
9; 0; 9; 0.000138
9; 2; 7; 0.000230
9; 0; 9; 0.000068
12; 3; 9; 0.000662
6; 9; 16; 0.000027
6; 0; 6; 0.000052
6; 2; 4; 0.000032
6; 0; 6; 0.000036
9; 3; 6; 0.000192
6; 0; 6; 0.000056
6; 9; 16; 0.000057
6; 0; 6; 0.000050
6; 0; 6; 0.000064
9; 3; 6; 0.000271
6; 2; 4; 0.000073
6; 0; 6; 0.000042
6; 2; 4; 0.000085
6; 0; 6; 0.000050
9; 3; 6; 0.000295
9; 0; 9; 0.000176
12; 3; 9; 0.000964
9; 2; 7; 0.000096
6; 0; 6; 0.000053
6; 0; 6; 0.000028
6; 2; 4; 0.000058
6; 0; 6; 0.000052
9; 3; 6; 0.000246
9; 0; 9; 0.000193
6; 0; 6; 0.000066
6; 2; 4; 0.000058
6; 0; 6; 0.000048
6; 9; 16; 0.000033
9; 3; 6; 0.000255
12; 3; 9; 0.000836
15; 3; 12; 0.003353
9; 0; 9; 0.000169
9; 0; 9; 0.000048
9; 0; 9; 0.000215
9; 0; 9; 0.000315
12; 3; 9; 0.000797
9; 1; 8; 0.000133
9; 6; 7; 0.000110
9; 1; 8; 0.000195
6; 0; 6; 0.000051
6; 0; 6; 0.000076
6; 0; 6; 0.000051
6; 0; 6; 0.000035
9; 3; 6; 0.000255
12; 3; 9; 0.000732
9; 0; 9; 0.000359
9; 0; 9; 0.000250
6; 0; 6; 0.000056
6; 0; 6; 0.000024
6; 2; 4; 0.000065
6; 0; 6; 0.000050
9; 3; 6; 0.000238
9; 0; 9; 0.000331
12; 3; 9; 0.001240
9; 1; 8; 0.000184
9; 2; 7; 0.000221
9; 1; 8; 0.000237
9; 0; 9; 0.000047
12; 3; 9; 0.000745
15; 3; 12; 0.003541
9; 2; 7; 0.000211
9; 2; 7; 0.000246
12; 3; 9; 0.000484
9; 1; 8; 0.000259
9; 9; 18; 0.000108
12; 3; 9; 0.000392
15; 3; 12; 0.000891
6; 0; 6; 0.000027
6; 0; 6; 0.000037
6; 0; 6; 0.000038
6; 0; 6; 0.000047
9; 3; 6; 0.000189
6; 0; 6; 0.000037
6; 0; 6; 0.000020
6; 0; 6; 0.000040
6; 0; 6; 0.000028
9; 3; 6; 0.000165
9; 0; 9; 0.000221
9; 7; 7; 0.000142
12; 3; 9; 0.000758
9; 1; 8; 0.000094
9; 6; 7; 0.000198
9; 6; 7; 0.000245
9; 0; 9; 0.000331
12; 3; 9; 0.000921
6; 0; 6; 0.000021
6; 0; 6; 0.000012
6; 0; 6; 0.000057
6; 0; 6; 0.000050
9; 3; 6; 0.000179
6; 2; 4; 0.000031
6; 0; 6; 0.000048
6; 0; 6; 0.000021
6; 1; 5; 0.000020
9; 3; 6; 0.000170
9; 1; 8; 0.000164
6; 0; 6; 0.000050
6; 5; 5; 0.000036
9; 3; 6; 0.000107
12; 3; 9; 0.000653
6; 0; 6; 0.000075
6; 0; 6; 0.000074
3; 0; 3; 0.000022
3; 0; 3; 0.000026
3; 2; 1; 0.000018
3; 0; 3; 0.000017
6; 3; 3; 0.000124
6; 4; 5; 0.000066
9; 3; 6; 0.000387
6; 0; 6; 0.000096
6; 0; 6; 0.000042
6; 1; 5; 0.000033
6; 0; 6; 0.000036
9; 3; 6; 0.000249
6; 2; 4; 0.000086
6; 2; 4; 0.000078
9; 3; 6; 0.000191
9; 1; 8; 0.000120
12; 3; 9; 0.000977
15; 3; 12; 0.003336
6; 9; 16; 0.000051
6; 0; 6; 0.000051
6; 0; 6; 0.000053
6; 0; 6; 0.000049
9; 3; 6; 0.000247
6; 0; 6; 0.000048
6; 0; 6; 0.000047
6; 9; 16; 0.000043
6; 1; 5; 0.000044
9; 3; 6; 0.000225
6; 0; 6; 0.000050
6; 1; 5; 0.000053
6; 0; 6; 0.000090
6; 2; 4; 0.000054
9; 3; 6; 0.000293
6; 0; 6; 0.000057
6; 0; 6; 0.000096
6; 1; 5; 0.000056
6; 0; 6; 0.000049
9; 3; 6; 0.000304
12; 3; 9; 0.001094
9; 2; 7; 0.000142
9; 9; 18; 0.000091
6; 0; 6; 0.000049
6; 0; 6; 0.000048
6; 7; 4; 0.000068
6; 0; 6; 0.000050
9; 3; 6; 0.000256
6; 2; 4; 0.000032
6; 2; 4; 0.000057
6; 0; 6; 0.000049
6; 2; 4; 0.000088
9; 3; 6; 0.000271
12; 3; 9; 0.000798
9; 2; 7; 0.000257
9; 5; 8; 0.000289
9; 1; 8; 0.000103
6; 0; 6; 0.000027
6; 0; 6; 0.000065
9; 3; 6; 0.000124
12; 3; 9; 0.000825
6; 5; 5; 0.000090
6; 1; 5; 0.000037
6; 1; 5; 0.000068
6; 0; 6; 0.000029
9; 3; 6; 0.000270
6; 2; 4; 0.000062
6; 0; 6; 0.000051
6; 2; 4; 0.000060
6; 0; 6; 0.000058
9; 3; 6; 0.000274
6; 0; 6; 0.000057
6; 0; 6; 0.000021
9; 3; 6; 0.000103
6; 0; 6; 0.000070
6; 0; 6; 0.000051
9; 3; 6; 0.000144
12; 3; 9; 0.000817
15; 3; 12; 0.003564
3; 1; 2; 0.000023
3; 0; 3; 0.000013
3; 0; 3; 0.000026
3; 1; 2; 0.000020
6; 3; 3; 0.000123
3; 0; 3; 0.000016
3; 0; 3; 0.000019
3; 2; 1; 0.000018
3; 0; 3; 0.000020
6; 3; 3; 0.000114
6; 2; 4; 0.000034
6; 2; 4; 0.000061
9; 3; 6; 0.000369
6; 0; 6; 0.000063
6; 0; 6; 0.000050
6; 0; 6; 0.000077
6; 0; 6; 0.000052
9; 3; 6; 0.000286
6; 2; 4; 0.000047
6; 0; 6; 0.000037
6; 0; 6; 0.000048
6; 0; 6; 0.000034
9; 3; 6; 0.000210
9; 1; 8; 0.000195
12; 3; 9; 0.001093
6; 0; 6; 0.000059
6; 0; 6; 0.000050
6; 0; 6; 0.000050
6; 0; 6; 0.000050
9; 3; 6; 0.000249
9; 2; 7; 0.000185
9; 2; 7; 0.000168
9; 1; 8; 0.000214
12; 3; 9; 0.000855
9; 9; 18; 0.000141
9; 1; 8; 0.000100
6; 9; 16; 0.000061
6; 0; 6; 0.000042
9; 3; 6; 0.000129
9; 1; 8; 0.000156
12; 3; 9; 0.000566
9; 0; 9; 0.000181
9; 0; 9; 0.000180
9; 1; 8; 0.000111
6; 0; 6; 0.000055
6; 0; 6; 0.000049
9; 3; 6; 0.000129
12; 3; 9; 0.000639
15; 3; 12; 0.003182
6; 0; 6; 0.000050
6; 2; 4; 0.000068
6; 0; 6; 0.000066
6; 0; 6; 0.000058
9; 3; 6; 0.000283
9; 0; 9; 0.000171
12; 3; 9; 0.000473
9; 0; 9; 0.000178
9; 1; 8; 0.000142
12; 3; 9; 0.000345
15; 3; 12; 0.000833
9; 1; 8; 0.000268
6; 9; 16; 0.000049
6; 1; 5; 0.000030
6; 0; 6; 0.000032
6; 0; 6; 0.000008
9; 3; 6; 0.000162
6; 0; 6; 0.000117
6; 0; 6; 0.000051
6; 0; 6; 0.000044
6; 0; 6; 0.000037
9; 3; 6; 0.000305
9; 0; 9; 0.000204
12; 3; 9; 0.000988
9; 0; 9; 0.000149
6; 1; 5; 0.000066
6; 1; 5; 0.000081
6; 0; 6; 0.000051
6; 0; 6; 0.000096
9; 3; 6; 0.000357
9; 1; 8; 0.000162
9; 0; 9; 0.000120
12; 3; 9; 0.000837
6; 0; 6; 0.000042
6; 1; 5; 0.000043
6; 0; 6; 0.000016
6; 2; 4; 0.000028
9; 3; 6; 0.000170
9; 1; 8; 0.000159
9; 1; 8; 0.000160
9; 0; 9; 0.000071
12; 3; 9; 0.000608
9; 2; 7; 0.000235
9; 0; 9; 0.000224
9; 0; 9; 0.000224
9; 0; 9; 0.000283
12; 3; 9; 0.001014
15; 3; 12; 0.003475
9; 9; 18; 0.000064
9; 1; 8; 0.000189
6; 0; 6; 0.000050
6; 0; 6; 0.000049
6; 2; 4; 0.000050
6; 0; 6; 0.000065
9; 3; 6; 0.000256
6; 0; 6; 0.000048
6; 0; 6; 0.000035
6; 0; 6; 0.000047
6; 0; 6; 0.000048
9; 3; 6; 0.000218
12; 3; 9; 0.000763
9; 6; 7; 0.000302
9; 0; 9; 0.000200
9; 9; 18; 0.000206
9; 0; 9; 0.000180
12; 3; 9; 0.000947
6; 0; 6; 0.000051
6; 0; 6; 0.000052
6; 1; 5; 0.000072
6; 0; 6; 0.000031
9; 3; 6; 0.000247
9; 0; 9; 0.000182
9; 0; 9; 0.000232
9; 0; 9; 0.000180
12; 3; 9; 0.000881
9; 9; 18; 0.000091
9; 0; 9; 0.000338
9; 0; 9; 0.000092
6; 9; 16; 0.000052
6; 0; 6; 0.000071
6; 0; 6; 0.000049
6; 2; 4; 0.000036
9; 3; 6; 0.000252
12; 3; 9; 0.000815
15; 3; 12; 0.003432
12; 0; 12; 0.001159
9; 0; 9; 0.000257
9; 2; 7; 0.000195
9; 0; 9; 0.000291
9; 9; 18; 0.000188
12; 3; 9; 0.000979
9; 0; 9; 0.000291
9; 0; 9; 0.000338
6; 0; 6; 0.000045
6; 0; 6; 0.000048
6; 9; 16; 0.000031
6; 0; 6; 0.000050
9; 3; 6; 0.000218
9; 0; 9; 0.000333
12; 3; 9; 0.001227
12; 0; 12; 0.001080
15; 3; 12; 0.004486
6; 0; 6; 0.000035
6; 0; 6; 0.000070
6; 0; 6; 0.000052
6; 8; 17; 0.000046
9; 3; 6; 0.000258
9; 6; 7; 0.000232
12; 3; 9; 0.000512
6; 0; 6; 0.000038
6; 0; 6; 0.000059
6; 0; 6; 0.000029
6; 0; 6; 0.000032
9; 3; 6; 0.000200
9; 0; 9; 0.000094
12; 3; 9; 0.000313
15; 3; 12; 0.000841
9; 0; 9; 0.000185
9; 0; 9; 0.000179
9; 2; 7; 0.000148
9; 2; 7; 0.000183
12; 3; 9; 0.000735
9; 5; 8; 0.000327
9; 6; 7; 0.000231
9; 2; 7; 0.000348
9; 0; 9; 0.000184
12; 3; 9; 0.001141
9; 0; 9; 0.000138
6; 0; 6; 0.000052
6; 0; 6; 0.000049
6; 0; 6; 0.000045
6; 1; 5; 0.000042
9; 3; 6; 0.000229
9; 1; 8; 0.000050
6; 0; 6; 0.000050
6; 0; 6; 0.000013
9; 3; 6; 0.000083
12; 3; 9; 0.000534
9; 2; 7; 0.000236
9; 2; 7; 0.000252
6; 0; 6; 0.000077
6; 0; 6; 0.000095
9; 3; 6; 0.000197
9; 1; 8; 0.000028
12; 3; 9; 0.000756
15; 3; 12; 0.003195
9; 2; 7; 0.000229
6; 0; 6; 0.000057
6; 0; 6; 0.000058
6; 5; 5; 0.000087
6; 5; 5; 0.000078
9; 3; 6; 0.000322
6; 0; 6; 0.000070
6; 2; 4; 0.000071
6; 0; 6; 0.000064
6; 4; 5; 0.000097
9; 3; 6; 0.000347
6; 6; 4; 0.000073
6; 2; 4; 0.000058
6; 0; 6; 0.000065
6; 0; 6; 0.000051
