(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(rect1) ;(rect2) ;(rect3) ;(rect4) ;(rect5) ;(rect6) ;(rect7) ;(rect8) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;rate; dist; rdcost ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
7.016610;6.927558;6.246107;6.240276;5.521461;5.361292;5.402678;5.049856;5.105946;4.905275;6.651572;6.597146;5.710427;5.594711;6.522093;6.481577;6.011267;5.863631;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;11.414463;8.873048;14.164276;18;28;20;6;1
6.480044;6.447306;5.056246;4.948760;5.273000;5.176150;4.709530;4.653960;5.424950;5.283204;5.913503;5.789960;5.726848;5.673323;5.634789;5.613128;5.966147;5.910797;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;10.955358;8.712924;13.907754;18;24;24;6;1
9.076123;9.075665;6.198479;6.073044;8.167352;8.161945;6.226537;6.222576;7.505492;7.503841;8.381373;8.371011;8.305237;8.295299;7.057898;6.981006;8.583168;8.579604;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.527025;8.656085;14.634499;18;24;28;6;1
6.955593;6.824374;5.153292;5.153292;5.958425;5.869297;5.365976;5.262690;5.420535;5.049856;6.424869;6.331502;6.066108;5.874931;5.908083;5.877736;6.447306;6.272877;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;11.661484;8.850374;14.246017;18;28;24;6;1
9.467073;9.466919;6.805723;6.790097;7.280697;7.280697;7.494430;7.363280;7.230563;7.220374;8.820994;8.820552;8.669914;8.666130;8.097122;8.081784;8.093462;8.092546;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.725681;8.642062;14.769041;18;28;28;6;1
7.532624;7.532624;5.743003;5.713733;5.564520;5.564520;6.511745;6.505784;6.361302;6.359574;6.349139;6.345636;7.167809;7.167038;6.891626;6.891626;6.785588;6.785588;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.312220;8.512583;14.443357;18;0;32;6;1
7.433667;7.409136;5.433722;5.351858;5.365976;5.273000;6.609349;6.605298;6.234411;6.224558;6.091310;6.003887;7.131699;7.124478;6.877296;6.858565;6.583409;6.552508;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.141976;8.598773;14.367861;18;0;36;6;1
7.597898;7.578146;5.937536;5.926926;6.359574;6.357842;6.276643;6.251904;6.224558;6.180017;6.865891;6.856462;6.943122;6.908755;6.816736;6.792345;6.986567;6.970730;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.437371;8.559678;14.542655;18;4;32;6;1
7.929487;7.926602;6.291569;6.291569;6.386879;6.368187;6.369901;6.369901;6.716595;6.714170;7.059618;7.051856;7.250636;7.250636;7.057037;7.057037;7.388946;7.382746;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.135302;8.630700;14.376794;18;4;36;6;1
7.242083;7.231287;5.351858;5.303305;5.978886;5.978886;6.154858;6.154858;5.746203;5.693732;6.421622;6.405229;6.663133;6.656726;6.538140;6.525030;6.561031;6.552508;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;11.701510;8.852665;14.264310;18;0;40;6;1
8.758412;8.748146;6.232448;6.226537;7.576610;7.550661;6.599871;6.526495;8.017637;7.988543;7.807917;7.791936;8.270013;8.263332;7.125283;7.113142;8.541300;8.494743;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.543448;8.678121;14.652745;18;0;44;6;1
7.546974;7.546974;5.880533;5.880533;6.013715;6.008813;6.086775;6.086775;6.267200;6.255750;6.698268;6.698268;6.962244;6.952729;6.680855;6.680855;6.955593;6.954639;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.237498;8.622093;14.435154;18;4;40;6;1
6.977282;6.970730;5.777652;5.774551;5.659482;5.659482;5.323010;5.288267;5.389072;5.370638;6.450470;6.448889;6.086775;6.068426;6.298949;6.289716;6.270988;6.267200;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.815604;8.815370;14.294729;18;4;44;6;1
7.573017;7.573017;5.710427;5.707110;6.192362;6.190315;5.986452;5.958425;6.459905;6.416732;6.753438;6.752270;6.934397;6.926577;6.584791;6.579251;7.027315;7.010312;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.340005;8.697012;14.527205;18;8;32;6;1
8.022241;8.022241;6.501290;6.458338;6.711740;6.710523;6.398595;6.390241;6.749931;6.709304;7.304516;7.298445;7.282073;7.277938;7.180070;7.160069;7.459339;7.443664;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.060376;8.568836;14.307225;18;8;36;6;1
7.875499;7.875119;6.395262;6.343881;6.063785;6.052089;6.100319;6.086775;6.056784;6.052089;7.135687;7.125283;7.061334;7.059618;6.968851;6.951772;6.752270;6.752270;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.553537;8.522181;14.611770;18;12;32;6;1
8.048469;8.047830;6.670766;6.620073;6.309918;6.308098;6.393591;6.329721;6.492240;6.492240;7.404279;7.402452;7.261225;7.261225;7.234177;7.177783;7.097549;7.097549;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.174763;8.476580;14.341555;18;12;36;6;1
7.373374;7.372746;6.246107;6.244167;5.849325;5.840641;5.823046;5.799093;5.978886;5.971262;6.759255;6.754604;6.595780;6.595780;6.748760;6.747587;6.608001;6.599871;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.192755;8.559678;14.383684;18;8;40;6;1
7.117206;7.117206;5.645447;5.645447;5.780744;5.780744;5.135798;5.135798;6.030685;6.030685;6.428105;6.428105;6.371612;6.371612;6.113682;6.113682;6.661855;6.661855;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;11.585581;8.903951;14.247315;18;8;44;6;1
7.648263;7.643962;6.444131;6.421622;6.146329;6.137727;6.251904;6.224558;5.932245;5.929589;7.028202;7.026427;6.809039;6.806829;7.134891;7.098376;6.736967;6.731018;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.171445;8.610501;14.390279;18;12;40;6;1
7.070724;7.069874;5.627621;5.613128;6.336826;6.282267;5.262690;5.262690;5.123964;5.123964;6.706862;6.704414;5.886104;5.886104;6.148468;6.148468;6.565265;6.565265;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;11.533698;8.817742;14.174567;18;12;44;6;1
7.116394;7.113956;5.913503;5.877736;5.236442;5.236442;5.921578;5.921578;5.680172;5.666427;6.326149;6.304449;6.513230;6.513230;6.609349;6.601230;6.196444;6.196444;0.940983;0.000000;2.000000;2.000000;1.000000;0.000000;0.000000;12.062883;8.619208;14.329738;18;0;48;6;1
6.923629;6.921658;5.370638;5.370638;5.318120;5.313206;5.786897;5.774551;5.609472;5.609472;6.037871;6.037871;6.386879;6.376727;6.291569;6.284134;6.167517;6.167517;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;11.708542;8.769197;14.220634;18;0;52;6;1
6.675823;6.656726;5.590987;5.572154;5.030438;4.919981;5.308268;5.303305;4.905275;4.897840;6.040255;5.991465;5.817111;5.817111;6.188264;6.180017;5.726848;5.690360;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;11.633602;8.672657;14.133884;18;4;48;6;1
6.642487;6.630683;5.153292;5.153292;5.241747;5.187386;5.476463;5.476463;4.969813;4.969813;5.888878;5.866468;5.971262;5.971262;6.047372;6.042633;5.805135;5.805135;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;11.490292;8.888618;14.201691;18;4;52;6;1
8.185350;8.185350;6.287858;6.204558;6.919684;6.864848;6.338594;6.329721;6.800170;6.754604;7.440146;7.436617;7.467942;7.461065;7.039660;7.033506;7.661057;7.652546;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.287007;8.489822;14.418978;18;0;56;6;1
8.061172;8.058328;7.070724;7.057037;6.483108;6.434546;7.026427;6.987490;5.429346;5.411646;7.434848;7.434848;7.207860;7.200425;7.752335;7.745436;6.629363;6.625392;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.468371;8.577912;14.569554;18;0;60;6;1
7.929487;7.902857;6.049734;5.966147;6.727432;6.637258;6.040255;5.869297;6.576469;6.576469;7.265429;7.203405;7.071573;7.070724;6.722630;6.616065;7.350516;7.336937;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.484617;8.414718;14.531816;18;4;56;6;1
7.355002;7.355002;6.295266;6.295266;5.971262;5.963579;5.690360;5.598422;5.783825;5.783825;6.893656;6.893656;6.434546;6.419995;6.738153;6.738153;6.517671;6.501290;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.362020;8.627840;14.515903;18;4;60;6;1
6.825460;6.824374;5.605802;5.549076;5.375278;5.375278;5.605802;5.605802;4.934474;4.927254;6.188264;6.171700;6.075346;6.073044;6.342122;6.342122;5.869297;5.869297;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;11.587197;8.829519;14.203095;18;8;48;6;1
7.957877;7.942362;6.052089;6.042633;5.828946;5.811141;5.153292;5.099866;7.124478;7.124478;6.721426;6.719013;7.293698;7.293018;6.371612;6.371612;7.199678;7.199678;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.209456;8.556606;14.392952;18;8;52;6;1
6.799056;6.799056;6.066108;6.066108;5.056246;5.049856;4.969813;4.962845;4.836282;4.836282;6.375025;6.375025;5.587249;5.587249;6.403574;6.403574;5.683580;5.683580;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.511865;8.788898;14.148506;18;12;48;6;1
7.747165;7.731492;4.700480;4.700480;6.958448;6.955593;5.313206;5.313206;5.998937;5.976351;7.290975;7.271704;6.787845;6.760415;5.771441;5.765191;7.273093;7.273093;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.254691;8.473241;14.392046;18;12;52;6;1
7.519150;7.518064;6.903747;6.903747;5.814130;5.814130;5.783825;5.783825;5.805135;5.786897;7.395108;7.355002;6.480044;6.480044;7.430114;7.428927;6.535241;6.535241;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.396821;8.499640;14.495854;18;8;56;6;1
7.299798;7.234899;6.274762;6.030685;5.998937;5.942800;5.549076;5.549076;5.459586;5.370638;6.797940;6.689599;6.173786;6.167517;6.626718;6.594413;6.587550;6.476973;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;12.238927;8.565793;14.414892;18;8;60;6;1
7.433075;7.429521;6.180017;6.180017;5.720312;5.717028;5.707110;5.700444;6.146329;6.146329;6.838405;6.833032;6.603944;6.603944;6.754604;6.754604;6.665684;6.665684;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.353837;8.580919;14.494143;18;12;56;6;1
6.885509;6.869014;5.389072;5.361292;5.231109;5.181784;5.537334;5.493062;5.616771;5.609472;6.086775;6.052089;6.289716;6.284134;6.146329;6.084499;6.180017;6.156979;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;12.148576;8.583917;14.365940;18;12;60;6;1
8.651899;8.651375;6.232448;6.232448;7.484931;7.482682;7.466228;7.456455;7.310550;7.299121;7.735870;7.735870;8.084254;8.084254;7.739359;7.735870;8.111328;8.110727;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.552951;8.537975;14.615963;18;16;32;6;1
9.078179;9.072686;5.509388;5.484797;6.073044;6.073044;7.724888;7.712444;6.246107;6.240276;6.633318;6.610696;8.801018;8.801018;8.349721;8.347116;6.855409;6.852242;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.525014;8.411166;14.560006;18;16;36;6;1
8.586533;8.523374;6.343881;6.208590;6.712956;6.695799;7.706613;7.673688;6.845880;6.827629;7.273787;7.224025;8.163371;8.107118;7.934155;7.881182;7.474205;7.456455;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.424843;8.496378;14.514020;18;20;32;6;1
9.416785;9.415565;7.938089;7.930566;6.517671;6.516193;8.059277;8.033334;7.630461;7.550135;8.806125;8.804626;8.560636;8.559486;9.162724;9.159363;7.922624;7.876638;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.590903;8.574896;14.653614;18;20;36;6;1
6.823286;6.823286;5.739793;5.739793;5.533390;5.529429;5.433722;5.429346;4.762174;4.753590;6.336826;6.333280;5.863631;5.863631;6.308098;6.302619;5.905362;5.888878;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;11.565878;8.707648;14.123313;18;16;40;6;1
6.606650;6.605298;5.164786;5.159055;5.278115;5.278115;5.278115;5.267858;5.105946;5.105946;5.953243;5.948035;5.932245;5.929589;5.872118;5.863631;5.880533;5.880533;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;11.400597;8.798606;14.111786;18;16;44;6;1
6.664409;6.664409;5.393628;5.384495;5.209486;5.204007;5.181784;5.181784;5.267858;5.267858;5.996452;5.996452;5.916202;5.916202;6.013715;6.013715;5.929589;5.929589;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;11.392677;8.812992;14.117990;18;20;40;6;1
6.493754;6.493754;5.351858;5.347107;5.209486;5.176150;4.787492;4.787492;5.017280;4.983607;5.973810;5.958425;5.598422;5.587249;5.799093;5.799093;5.805135;5.805135;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;11.353789;8.866300;14.138685;18;20;44;6;1
8.861067;8.861067;8.060540;8.056109;6.970730;6.964136;7.414573;7.413970;7.058758;7.050990;8.350194;8.350194;7.945201;7.944847;8.481773;8.479491;7.708411;7.701200;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.611115;8.515792;14.651211;18;24;32;6;1
8.590258;8.583917;6.363028;6.308098;7.818430;7.816820;6.647688;6.608001;7.342779;7.338238;8.027802;8.025844;7.747165;7.732369;7.207860;7.161622;8.301521;8.301521;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;12.385782;8.731174;14.568634;18;24;36;6;1
8.464214;8.454892;6.936343;6.918695;6.501290;6.466145;7.772332;7.760467;6.265301;6.263398;7.463937;7.449498;8.006034;7.999679;8.146998;8.131824;7.123673;7.117206;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.537723;8.650499;14.639947;18;28;32;6;1
7.598900;7.597396;6.139884;6.131227;6.638568;6.630683;5.934894;5.929589;5.973810;5.973810;7.112328;7.103322;6.646390;6.646390;6.734591;6.734591;7.052721;7.049255;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.407788;8.442685;14.485686;18;28;36;6;1
6.882438;6.858565;5.866468;5.826000;5.332719;5.298317;5.402678;5.402678;5.105946;5.105946;6.352629;6.317165;5.996452;5.983936;6.380123;6.345636;5.955837;5.942800;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;11.730534;8.754161;14.222465;18;24;40;6;1
6.583409;6.576469;5.068904;5.043425;5.164786;5.123964;5.303305;5.293305;5.298317;5.267858;5.808143;5.808143;5.968708;5.948035;5.857933;5.857933;5.924256;5.886104;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.630513;8.817742;14.214079;18;24;44;6;1
7.493874;7.478735;5.736572;5.631212;6.037871;6.028278;6.626718;6.532334;5.823046;5.823046;6.559615;6.558198;6.995766;6.959399;6.948897;6.879356;6.628041;6.628041;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.331779;8.425297;14.427855;18;28;40;6;1
6.922644;6.911747;5.634789;5.616771;5.288267;5.288267;5.509388;5.497168;5.680172;5.662961;6.167517;6.161207;6.289716;6.274762;6.265301;6.249975;6.194406;6.188264;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;11.780882;8.822470;14.282555;18;28;44;6;1
6.558198;6.558198;4.682131;4.672829;5.598422;5.594711;4.969813;4.969813;5.198497;5.198497;5.961005;5.961005;5.783825;5.783825;5.572154;5.572154;6.109248;6.109248;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;11.448344;8.658866;14.045474;18;16;48;6;1
9.039907;9.008101;5.805135;5.802118;6.982863;6.956545;5.393628;5.389072;6.042633;6.025866;8.591187;8.566745;6.689599;6.680855;6.311735;6.311735;7.496098;7.496098;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.299249;8.506132;14.432608;18;16;52;6;1
6.415097;6.415097;4.882802;4.882802;4.912655;4.912655;4.919981;4.919981;5.313206;5.283204;5.609472;5.598422;5.826000;5.817111;5.587249;5.587249;5.843544;5.843544;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.249819;8.749098;14.026034;18;20;48;6;1
6.326149;6.326149;5.049856;5.049856;5.062595;5.036952;5.003946;4.976734;4.477337;4.477337;5.780744;5.780744;5.463832;5.446737;5.720312;5.707110;5.537334;5.537334;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;11.230881;8.779096;14.039359;18;20;52;6;1
8.631771;8.624073;5.894403;5.894403;6.665684;6.618739;6.340359;6.335054;8.238537;8.231110;7.100027;7.079185;8.381602;8.376781;6.979145;6.979145;8.426830;8.412722;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.631122;8.661640;14.707705;18;16;56;6;1
7.160846;7.144407;5.837730;5.826000;5.513429;5.476463;6.018593;6.003887;5.739793;5.686975;6.324359;6.298949;6.513230;6.501290;6.629363;6.620073;6.343881;6.282267;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.141544;8.656085;14.390910;18;16;60;6;1
10.235665;10.216216;7.207860;7.167038;9.702717;9.701677;5.529429;5.420535;8.337110;8.248006;9.786729;9.780925;8.528727;8.525162;7.941296;7.796880;10.061260;10.057881;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;13.126567;8.544225;15.053707;18;20;56;6;1
9.402200;9.402035;7.978654;7.969012;6.539586;6.405229;8.287780;8.287277;7.237059;7.094235;8.374938;8.372630;8.704004;8.692993;9.158836;9.151121;7.606884;7.552762;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;12.876363;8.528529;14.852645;18;20;60;6;1
6.694562;6.690842;4.795791;4.787492;5.198497;5.164786;5.908083;5.908083;5.036952;5.036952;5.683580;5.673323;6.244167;6.244167;6.177944;6.173786;5.789960;5.786897;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;11.296038;8.810609;14.082283;18;24;48;6;1
6.184149;6.177944;4.897840;4.897840;4.812184;4.779123;4.934474;4.882802;4.762174;4.753590;5.545177;5.537334;5.438079;5.438079;5.509388;5.509388;5.476463;5.459586;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;11.106865;8.607582;13.884005;18;24;52;6;1
6.785588;6.777647;5.370638;5.370638;5.187386;5.181784;5.746203;5.730100;5.204007;5.176150;5.973810;5.971262;6.202536;6.182085;6.267200;6.261492;5.891644;5.877736;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;11.654130;8.820108;14.225423;18;28;48;6;1
6.559615;6.543912;5.209486;5.153292;4.804021;4.804021;5.393628;5.356586;5.209486;5.209486;5.730100;5.703783;5.993961;5.988961;5.981414;5.929589;5.736572;5.736572;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.338501;8.653296;13.998026;18;28;52;6;1
6.306275;6.297109;4.812184;4.812184;5.214936;5.214936;4.709530;4.663439;4.804021;4.709530;5.726848;5.726848;5.488938;5.459586;5.451038;5.433722;5.726848;5.717028;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;11.131299;8.759198;13.993444;18;24;56;6;1
11.005561;10.994757;10.405686;10.277738;8.059277;8.056109;6.850126;6.834109;7.234899;7.187657;10.906855;10.840816;8.349248;8.336151;10.506600;10.446857;8.641886;8.628377;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;13.184865;8.592857;15.110172;18;24;60;6;1
6.437752;6.437752;4.262680;4.189655;4.828314;4.828314;5.164786;5.164786;5.429346;5.429346;5.402678;5.361292;6.025866;6.016157;5.583496;5.575949;5.860786;5.860786;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;11.064151;8.688959;13.924180;18;28;56;6;1
8.384119;8.378390;5.525453;5.468060;6.862758;6.829794;5.940171;5.934894;6.049734;6.030685;7.793174;7.790696;6.736967;6.721426;6.434546;6.413459;7.344719;7.338238;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.455496;8.647695;14.583875;18;28;60;6;1
7.729296;7.710205;5.983936;5.976351;6.915723;6.902743;5.811141;5.693732;6.082219;5.908083;7.247081;7.247081;6.690842;6.570883;6.587550;6.558198;7.345365;7.331715;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.397243;8.656085;14.548656;18;0;64;6;1
7.930925;7.918265;6.968851;6.921658;6.700731;6.643790;6.037871;6.037871;6.003887;6.003887;7.536364;7.484931;6.734591;6.734591;7.346655;7.331060;7.116394;7.107426;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.485377;8.496378;14.556078;18;0;68;6;1
7.456455;7.456455;6.493754;6.490724;5.843544;5.814130;5.916202;5.910797;5.545177;5.541264;6.988413;6.988413;6.448889;6.426488;6.959399;6.959399;6.461468;6.432940;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.252216;8.604654;14.437695;18;4;64;6;1
7.107426;7.103322;5.641907;5.627621;6.037871;5.983936;5.288267;5.267858;5.717028;5.505332;6.431331;6.424869;6.135565;6.098074;6.200509;6.200509;6.591674;6.579251;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.072872;8.759198;14.396898;18;4;68;6;1
7.810758;7.809947;6.467699;6.467699;6.551080;6.549651;6.317165;6.306275;6.118097;6.113682;7.221836;7.221105;6.942157;6.936343;7.106606;7.105786;7.063904;7.063904;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.400743;8.675393;14.557770;18;0;72;6;1
7.487734;7.469654;6.366470;6.352629;5.978886;5.963579;6.135565;6.084499;5.843544;5.834811;6.883462;6.883462;6.692084;6.665684;6.954639;6.902743;6.603944;6.602588;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.354652;8.556606;14.486335;18;0;76;6;1
7.360740;7.360740;6.214608;6.214608;5.402678;5.398163;5.826000;5.826000;5.986452;5.986452;6.710523;6.710523;6.601230;6.598509;6.803505;6.800170;6.442540;6.442540;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.267840;8.683555;14.477515;18;4;72;6;1
7.390182;7.390182;5.746203;5.746203;5.849325;5.849325;6.284134;6.284134;5.950643;5.950643;6.507277;6.507277;6.837333;6.837333;6.745236;6.745236;6.569481;6.569481;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.160364;8.680841;14.412190;18;4;76;6;1
7.197435;7.145985;5.921578;5.918894;5.609472;5.525453;5.703783;5.572154;5.823046;5.814130;6.476973;6.453625;6.467699;6.411819;6.502790;6.447306;6.507277;6.459905;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.270835;8.541105;14.426291;18;8;64;6;1
7.213768;7.192934;5.746203;5.686975;5.866468;5.866468;5.720312;5.717028;5.634789;5.624018;6.510258;6.472346;6.369901;6.366470;6.424869;6.418365;6.532334;6.510258;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.135001;8.466531;14.312682;18;8;68;6;1
7.013916;7.013016;5.379897;5.313206;5.834811;5.789960;5.703783;5.693732;5.616771;5.616771;6.289716;6.289716;6.352629;6.347389;6.251904;6.236370;6.386879;6.386879;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;11.876221;8.803424;14.317257;18;12;64;6;1
7.297768;7.297091;5.755742;5.700444;6.066108;6.054440;5.332719;5.303305;6.186209;6.184149;6.614726;6.587550;6.513230;6.511745;6.326149;6.318968;6.830874;6.830874;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.008804;8.766706;14.366087;18;12;68;6;1
7.175490;7.160069;5.746203;5.743003;5.768321;5.765191;5.932245;5.883322;5.771441;5.620401;6.448889;6.428105;6.516193;6.505784;6.535241;6.527958;6.428105;6.401917;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.134668;8.619208;14.371733;18;8;72;6;1
7.331060;7.327781;6.086775;6.086775;5.533390;5.493062;5.961005;5.961005;5.899898;5.843544;6.568078;6.568078;6.622736;6.614726;6.758094;6.758094;6.459905;6.426488;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.270806;8.522181;14.419580;18;8;76;6;1
7.173192;7.164721;5.332719;5.327876;5.730100;5.723585;5.620401;5.609472;6.045005;6.045005;6.335054;6.311735;6.556778;6.556778;6.251904;6.244167;6.618739;6.618739;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;12.097251;8.571871;14.330294;18;12;72;6;1
7.570959;7.568896;5.899898;5.897154;6.400258;6.342122;6.352629;6.347389;6.234411;6.230482;7.053586;7.037906;7.068172;7.065613;6.881411;6.880384;7.325808;7.309882;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;12.281866;8.669914;14.480846;18;12;76;6;1
6.940222;6.934397;5.288267;5.288267;5.627621;5.442418;5.497168;5.463832;5.575949;5.575949;6.204558;6.120297;6.289716;6.276643;6.135565;6.135565;6.340359;6.282267;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.187858;8.604654;14.397949;18;0;80;6;1
7.283448;7.283448;5.545177;5.545177;6.077642;6.077642;5.655992;5.552959;5.940171;5.916202;6.579251;6.579251;6.507277;6.507277;6.293419;6.263398;6.689599;6.684612;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.232812;8.644882;14.441066;18;0;84;6;1
7.111512;7.104144;5.451038;5.438079;5.521461;5.513429;5.488938;5.488938;6.011267;5.988961;6.204558;6.202536;6.570883;6.565265;6.167517;6.161207;6.551080;6.551080;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.105689;8.571871;14.335332;18;4;80;6;1
7.635304;7.628031;6.107023;5.777652;5.888878;5.888878;6.327937;6.167517;5.627621;5.572154;6.812345;6.804615;6.882438;6.824374;6.966024;6.787845;6.526495;6.504288;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.223274;8.595819;14.416336;18;4;84;6;1
8.187856;8.160519;6.459905;6.375025;6.969790;6.937314;6.272877;6.212606;6.587550;6.561031;7.439559;7.395721;7.406711;7.399398;7.201916;7.143618;7.581720;7.542213;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.485664;8.479907;14.551386;18;0;88;6;1
8.631949;8.631771;6.159095;6.159095;5.780744;5.739793;6.632002;6.622736;6.995766;6.981935;7.111512;7.092574;7.963808;7.960672;7.444833;7.444833;7.293698;7.292337;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.345225;8.571871;14.485380;18;0;92;6;1
