(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(rect1) ;(rect2) ;(rect3) ;(rect4) ;(rect5) ;(rect6) ;(rect7) ;(rect8) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;rate; dist; rdcost ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
7.109062;7.105786;5.513429;5.513429;5.451038;5.446737;5.958425;5.926926;5.739793;5.666427;6.270988;6.265301;6.546785;6.496775;6.463029;6.450470;6.317165;6.317165;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.213142;8.547335;14.391815;7;8;60;6;1
8.150757;8.124150;6.801283;6.732211;6.376727;6.336826;7.388946;7.367709;6.437752;6.429719;7.022868;7.000334;7.822044;7.808323;7.648740;7.624131;7.233455;7.208601;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.514149;8.509362;14.580159;7;12;56;6;1
7.626083;7.626083;6.719013;6.719013;6.023448;6.001415;6.165418;6.146329;5.690360;5.673323;7.172425;7.172425;6.685861;6.685861;7.150702;7.148346;6.533789;6.533789;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.197990;8.741456;14.459426;7;12;60;6;1
8.620111;8.619569;7.501635;7.483244;6.165418;6.146329;7.764296;7.764296;5.517453;5.517453;7.846199;7.840313;7.921173;7.914252;8.334472;8.331586;6.584791;6.580639;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.507787;8.583917;14.598404;7;16;32;6;1
6.949856;6.949856;5.762052;5.758902;5.680172;5.616771;5.332719;5.298317;5.429346;5.407172;6.413459;6.388561;6.073044;6.042633;6.261492;6.261492;6.253829;6.251904;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;11.807832;8.744010;14.253503;7;16;36;6;1
8.865735;8.865594;6.985642;6.970730;6.606650;6.605298;6.907755;6.907755;8.210396;8.206038;7.610853;7.607878;8.450626;8.448700;7.704361;7.703459;8.490438;8.490438;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.662690;8.528529;14.692178;7;20;32;6;1
7.804659;7.789868;6.200509;6.190315;6.133398;6.133398;6.639876;6.591674;6.601230;6.583409;6.859615;6.856462;7.313221;7.282073;7.136483;7.109062;7.086738;7.080868;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.151268;8.630700;14.386262;7;20;36;6;1
6.598509;6.594413;5.365976;5.365976;4.859812;4.859812;5.332719;5.332719;5.093750;5.068904;5.874931;5.874931;5.924256;5.921578;6.049734;6.049734;5.739793;5.726848;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;11.568540;8.766706;14.158461;7;16;40;6;1
6.311735;6.309918;5.278115;5.278115;4.700480;4.682131;4.753590;4.753590;4.605170;4.564348;5.802118;5.802118;5.402678;5.393628;5.786897;5.786897;5.433722;5.398163;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;11.299312;8.718173;14.023691;7;16;44;6;1
6.723833;6.723833;5.209486;5.198497;5.111988;5.030438;5.468060;5.455321;5.365976;5.351858;5.855072;5.811141;6.109248;6.095825;6.109248;6.109248;5.948035;5.948035;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.538896;8.838841;14.189394;7;20;40;6;1
6.555357;6.555357;5.384495;5.384495;5.135798;5.135798;5.192957;5.192957;4.595120;4.595120;6.018593;6.013715;5.624018;5.624018;6.013715;6.013715;5.590987;5.590987;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;11.028401;8.786457;13.981153;7;20;44;6;1
8.996033;8.992185;7.615298;7.615298;7.776535;7.730614;7.553811;7.550661;7.444249;7.440734;8.401782;8.387540;8.193400;8.193400;8.288786;8.288534;8.317034;8.296297;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.658495;8.559678;14.697627;7;24;32;6;1
8.756682;8.756682;7.436617;7.436028;6.210600;6.210600;8.131824;8.131824;6.633318;6.628041;7.693481;7.693481;8.333270;8.332309;8.536407;8.536407;7.136483;7.135687;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;12.735847;8.371243;14.708299;7;24;36;6;1
8.285513;8.285513;6.602588;6.529419;6.453625;6.428105;7.509335;7.506042;6.536692;6.536692;7.348588;7.291656;7.829630;7.827640;7.879670;7.877776;7.188413;7.185387;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.562883;8.518991;14.617496;7;28;32;6;1
9.149529;9.148358;8.578665;8.578665;6.809039;6.809039;7.866722;7.805067;5.723585;5.720312;8.776321;8.776167;7.983440;7.971431;9.012621;9.010791;7.099202;7.099202;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.641116;8.604654;14.697875;7;28;36;6;1
7.321188;7.309212;5.771441;5.768321;5.641907;5.638355;6.003887;5.988961;6.021023;5.973810;6.448889;6.448889;6.704414;6.675823;6.709304;6.704414;6.541030;6.519147;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.140504;8.568836;14.355108;7;24;40;6;1
6.839477;6.837333;5.556828;5.521461;5.389072;5.389072;5.513429;5.513429;5.192957;5.192957;6.167517;6.159095;6.082219;6.082219;6.285998;6.280396;5.986452;5.986452;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;11.490108;8.888618;14.201623;7;24;44;6;1
7.239215;7.236340;5.768321;5.755742;5.710427;5.703783;5.991465;5.991465;5.703783;5.703783;6.442540;6.436151;6.641182;6.641182;6.577861;6.575076;6.398595;6.393591;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.255182;8.456381;14.386600;7;28;40;6;1
7.271704;7.271008;5.805135;5.805135;5.891644;5.883322;5.700444;5.697093;5.937536;5.926926;6.591674;6.590301;6.566672;6.555357;6.445720;6.445720;6.697034;6.694562;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;11.876179;8.834191;14.333229;7;28;44;6;1
6.829794;6.820016;5.187386;5.170484;5.673323;5.602119;5.442418;5.442418;5.225747;5.204007;6.175867;6.137727;6.030685;6.028278;6.028278;6.025866;6.212606;6.192362;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;11.441688;8.754161;14.099805;7;16;48;6;1
6.779922;6.779922;5.298317;5.293305;5.123964;5.117994;5.638355;5.638355;5.093750;5.075174;5.973810;5.973810;6.120297;6.120297;6.278522;6.278522;5.837730;5.837730;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;11.643251;8.718173;14.163198;7;16;52;6;1
6.396930;6.396930;5.049856;5.049856;4.969813;4.941642;5.036952;4.983607;4.990433;4.983607;5.693732;5.693732;5.736572;5.720312;5.789960;5.786897;5.613128;5.613128;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;9.451167;8.936035;13.858131;7;20;48;6;1
6.645091;6.635947;5.609472;5.525453;4.804021;4.804021;5.446737;5.398163;4.852030;4.820282;6.079933;6.049734;5.831882;5.823046;6.230482;6.224558;5.568345;5.552959;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.599333;8.642062;14.101611;7;20;52;6;1
8.902455;8.882947;7.634337;7.563720;8.102889;8.059277;6.075346;6.061457;7.147559;6.999423;8.608313;8.573007;7.477604;7.451241;7.845808;7.828038;8.431635;8.361942;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.644086;8.537975;14.681207;7;16;56;6;1
8.250098;8.183677;6.612041;6.580639;8.150757;8.111028;6.801283;6.800170;6.135565;6.102559;7.444833;7.367077;7.349874;7.347300;7.349231;7.346655;7.370860;7.314553;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.383641;8.616314;14.525887;7;16;60;6;1
6.293419;6.284134;4.859812;4.836282;4.912655;4.912655;5.049856;5.049856;4.844187;4.787492;5.587249;5.587249;5.666427;5.634789;5.669881;5.669881;5.624018;5.602119;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;9.262553;8.903951;13.816172;7;20;56;6;1
8.372861;8.330381;6.261492;6.259582;6.896694;6.896694;5.568345;5.476463;4.927254;4.779123;7.321188;7.321188;6.527958;6.352629;7.554859;7.443079;7.048387;7.044905;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.429049;8.574896;14.541989;7;20;60;6;1
6.621406;6.621406;4.955827;4.955827;4.875197;4.875197;5.680172;5.666427;5.209486;5.187386;5.624018;5.624018;6.163315;6.163315;6.073044;6.063785;5.762052;5.752573;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.336665;8.771681;14.071342;7;24;48;6;1
6.408529;6.408529;4.976734;4.976734;5.043425;5.010635;5.056246;5.010635;4.859812;4.859812;5.697093;5.697093;5.686975;5.686975;5.690360;5.686975;5.720312;5.717028;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.027362;8.678121;13.905150;7;24;52;6;1
7.085064;7.059618;5.616771;5.613128;5.552959;5.501258;5.828946;5.680172;5.746203;5.739793;6.276643;6.257668;6.496775;6.464588;6.419995;6.368187;6.364751;6.356108;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.596236;8.791334;14.184373;7;28;48;6;1
6.545350;6.542472;4.912655;4.912655;4.962845;4.955827;5.407172;5.407172;5.247024;5.220356;5.627621;5.627621;6.033086;6.018593;5.888878;5.888878;5.820083;5.793014;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.164147;8.627840;13.917230;7;28;52;6;1
6.570883;6.569481;5.545177;5.541264;5.257495;5.187386;4.867535;4.844187;4.795791;4.779123;6.091310;6.075346;5.560682;5.560682;5.955837;5.955837;5.755742;5.726848;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.047216;8.697012;13.924344;7;24;56;6;1
8.411388;8.410275;6.891626;6.874198;6.991177;6.970730;6.324359;6.324359;6.466145;6.455199;7.849324;7.842671;7.090077;7.088409;7.340187;7.333676;7.520235;7.519692;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.348410;8.707648;14.536449;7;24;60;6;1
6.584791;6.584791;4.762174;4.762174;4.744932;4.744932;5.318120;5.308268;5.480639;5.459586;5.484797;5.484797;6.192362;6.192362;5.877736;5.855072;5.918894;5.910797;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.155836;8.715552;13.971967;7;28;56;6;1
8.942461;8.909776;6.216606;6.210600;6.113682;6.079933;6.118097;6.093570;8.068089;8.057694;6.858565;6.849066;8.284252;8.224163;6.854354;6.843750;7.716461;7.701200;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.694098;8.607582;14.736647;7;28;60;6;1
8.090709;8.085486;7.331715;7.305188;6.646390;6.641182;5.872118;5.872118;6.240276;6.234411;7.737616;7.732369;6.802395;6.802395;7.598900;7.589841;7.153052;7.149917;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.490086;8.496378;14.559381;7;0;64;6;1
7.734559;7.729296;6.173786;6.173786;6.784457;6.781058;5.981414;5.978886;6.163315;6.115892;7.225482;7.225482;6.816736;6.776507;6.802395;6.787845;7.234899;7.233455;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.441232;8.541105;14.539330;7;0;68;6;1
7.334329;7.325808;6.357842;6.347389;5.910797;5.866468;5.407172;5.323010;6.025866;5.932245;6.849066;6.842683;6.361302;6.300786;6.690842;6.682108;6.661855;6.594413;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.259851;8.499640;14.404566;7;4;64;6;1
7.227663;7.221836;5.968708;5.968708;5.676754;5.659482;6.016157;5.852202;5.837730;5.811141;6.541030;6.539586;6.593045;6.513230;6.602588;6.598509;6.419995;6.415097;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.210687;8.479907;14.365767;7;4;68;6;1
7.697576;7.688913;6.386879;6.385194;6.444131;6.444131;6.102559;6.093570;6.120297;6.093570;7.140453;7.140453;6.842683;6.814543;6.965080;6.965080;7.028202;7.022868;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.397222;8.583917;14.523740;7;0;72;6;1
7.381502;7.381502;5.680172;5.680172;5.986452;5.986452;6.171700;6.171700;5.886104;5.883322;6.565265;6.565265;6.695799;6.695799;6.719013;6.717805;6.629363;6.629363;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.345417;8.636397;14.508299;7;0;76;6;1
7.083388;7.072422;5.564520;5.545177;5.739793;5.680172;5.513429;5.505332;5.736572;5.736572;6.352629;6.308098;6.322565;6.322565;6.300786;6.270988;6.473891;6.472346;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.953088;8.702344;14.306281;7;4;72;6;1
7.412764;7.407318;5.739793;5.700444;6.248043;6.238325;6.056784;6.018593;6.028278;6.023448;6.717805;6.717805;6.722630;6.708084;6.602588;6.563856;6.825460;6.825460;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.318405;8.598773;14.477471;7;4;76;6;1
7.009409;7.009409;5.752573;5.746203;5.560682;5.556828;5.713733;5.707110;5.293305;5.247024;6.306275;6.298949;6.230482;6.230482;6.410175;6.403574;6.150603;6.126869;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.147696;8.531688;14.345114;7;8;64;6;1
7.170120;7.163947;5.416101;5.416101;6.059123;5.961005;5.537334;5.529429;5.953243;5.899898;6.464588;6.447306;6.450470;6.448889;6.210600;6.210600;6.714170;6.688354;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.135087;8.639234;14.380166;7;8;68;6;1
7.424762;7.424762;6.073044;6.070738;6.224558;6.107023;5.690360;5.686975;6.109248;6.107023;6.794587;6.770790;6.613384;6.613384;6.535241;6.535241;6.874198;6.872128;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.308976;8.622093;14.479897;7;12;64;6;1
7.390799;7.390799;6.190315;6.182085;5.849325;5.849325;6.318968;6.293419;5.525453;5.497168;6.678342;6.678342;6.680855;6.679599;6.893656;6.884487;6.413459;6.400258;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.247114;8.592857;14.430087;7;12;68;6;1
7.556428;7.552762;6.434546;6.318968;6.059123;6.056784;6.011267;5.983936;6.008813;6.008813;6.937314;6.930495;6.731018;6.723833;6.966024;6.916715;6.726233;6.726233;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.122321;8.656085;14.379682;7;8;72;6;1
7.662468;7.652546;5.993961;5.981414;5.934894;5.899898;6.463029;6.434546;6.505784;6.504288;6.692084;6.673298;7.186901;7.182352;6.957498;6.946976;6.964136;6.958448;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.256157;8.592857;14.435764;7;8;76;6;1
7.334329;7.320527;5.831882;5.710427;6.098074;6.035481;5.831882;5.811141;5.837730;5.820083;6.632002;6.563856;6.459905;6.455199;6.520621;6.517671;6.738153;6.712956;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.193625;8.556606;14.383065;7;12;72;6;1
7.435438;7.426549;6.066108;6.042633;6.122493;6.122493;5.686975;5.686975;6.165418;6.120297;6.786717;6.783325;6.660575;6.660575;6.586172;6.576469;6.878326;6.870053;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.124889;8.506132;14.321256;7;12;76;6;1
7.346010;7.344719;5.424950;5.424950;6.131227;6.129050;5.948035;5.831882;6.126869;6.118097;6.541030;6.541030;6.754604;6.745236;6.431331;6.406880;6.835185;6.833032;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.299167;8.528529;14.440259;7;0;80;6;1
7.514255;7.512618;6.173786;6.113682;5.986452;5.966147;6.042633;6.003887;6.091310;6.086775;6.828712;6.828712;6.790097;6.775366;6.875232;6.871091;6.732211;6.720220;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.360950;8.658866;14.526340;7;0;84;6;1
7.584773;7.584773;6.137727;6.135565;6.079933;5.921578;6.385194;6.385194;6.052089;5.899898;6.801283;6.774224;6.956545;6.940222;6.993933;6.993933;6.762730;6.754604;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.390837;8.425297;14.468601;7;4;80;6;1
7.603898;7.536897;6.089045;5.713733;6.165418;6.045005;6.442540;6.338594;6.173786;6.150603;6.782192;6.583409;7.025538;7.014814;7.020191;6.776507;6.861712;6.853299;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.286357;8.515792;14.427474;7;4;84;6;1
7.392648;7.385231;5.955837;5.955837;6.137727;6.126869;5.192957;5.147494;6.056784;6.023448;6.766191;6.762730;6.475433;6.475433;6.436151;6.415097;6.799056;6.775366;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.287210;8.589886;14.454322;7;0;88;6;1
8.043343;8.006701;6.472346;6.467699;6.115892;6.075346;6.230482;6.230482;7.031741;6.986567;7.069874;7.048387;7.469084;7.450661;6.993015;6.983790;7.358831;7.329094;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.426673;8.592857;14.546328;7;0;92;6;1
7.361375;7.351158;5.686975;5.638355;5.817111;5.805135;6.003887;6.003887;6.137727;6.135565;6.428105;6.408529;6.802395;6.795706;6.558198;6.545350;6.712956;6.709304;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.355707;8.473241;14.459448;7;4;88;6;1
8.299783;8.280204;6.102559;6.091310;6.787845;6.655440;5.916202;5.905362;7.018402;6.993933;7.364547;7.317876;7.562681;7.554335;6.705639;6.705639;7.747165;7.688456;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.428804;8.553525;14.534866;7;4;92;6;1
7.994969;7.984122;6.484635;6.483108;6.527958;6.439351;6.597146;6.597146;6.214608;6.214608;7.218910;7.189168;7.379008;7.377759;7.234899;7.234899;7.075809;7.044905;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.447213;8.463160;14.519392;7;8;80;6;1
7.617760;7.578146;6.383507;6.383507;6.154858;5.955837;6.061457;5.950643;6.165418;6.142037;6.967909;6.928538;6.845880;6.793466;6.927558;6.906755;6.885509;6.814543;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.192821;8.661640;14.423532;7;8;84;6;1
7.544332;7.533694;5.752573;5.749393;6.204558;6.194406;6.091310;5.996452;6.177944;6.146329;6.756932;6.755769;6.928538;6.888573;6.645091;6.643790;6.954639;6.947937;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.252336;8.496378;14.398537;7;12;80;6;1
7.748029;7.725330;6.208590;6.202536;6.311735;6.261492;6.562444;6.525030;5.863631;5.808143;7.029973;6.976348;7.138867;7.065613;7.153052;7.099202;6.952729;6.841616;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.413001;8.428799;14.485134;7;12;84;6;1
7.016610;6.983790;5.831882;5.817111;5.634789;5.605802;5.323010;5.323010;5.620401;5.590987;6.354370;6.326149;6.220590;6.184149;6.304449;6.270988;6.343881;6.311735;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.227100;8.642062;14.436479;7;8;88;6;1
8.206857;8.188412;6.011267;5.973810;7.381502;7.358194;6.173786;6.161207;6.663133;6.620073;7.822445;7.799753;7.163172;7.142828;6.835185;6.826545;7.796469;7.751905;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.542155;8.352554;14.557001;7;8;92;6;1
7.916443;7.911324;6.553934;6.448889;6.066108;6.049734;6.900731;6.829794;6.224558;6.216606;6.982863;6.972606;7.354362;7.350516;7.531016;7.493317;6.893656;6.879356;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.266283;8.699681;14.482889;7;12;88;6;1
7.336286;7.331715;5.958425;5.958425;6.124683;6.109248;5.793014;5.793014;5.899898;5.899898;6.736967;6.731018;6.545350;6.536692;6.541030;6.541030;6.755769;6.741701;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;12.226193;8.556606;14.403468;7;12;92;6;1
7.655864;7.654443;5.958425;5.958425;6.177944;6.177944;8.333751;8.244334;6.320768;6.306275;6.788972;6.769642;7.192182;7.148346;6.884487;6.884487;6.944087;6.939254;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.357462;8.622093;14.510922;7;16;64;6;1
7.430114;7.427144;6.345636;6.335054;6.008813;5.983936;5.765191;5.733341;5.690360;5.659482;6.915723;6.915723;6.419995;6.419995;6.799056;6.799056;6.621406;6.620073;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.281931;8.694335;14.490317;7;16;68;6;1
7.371490;7.315884;6.180017;6.142037;5.541264;5.438079;5.278115;5.278115;4.820282;4.653960;7.107426;7.003974;5.913503;5.902633;6.555357;6.533789;6.013715;5.993961;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;11.940185;8.661640;14.280365;7;20;64;6;1
7.693937;7.679714;5.293305;5.293305;6.100319;5.840641;6.359574;6.322565;6.760415;6.760415;6.646390;6.359574;7.286876;7.275865;6.827629;6.826545;7.176255;7.140453;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.286427;8.528529;14.431952;7;20;68;6;1
7.407318;7.406711;5.888878;5.886104;6.139884;6.137727;5.924256;5.916202;5.828946;5.723585;6.734591;6.734591;6.674562;6.535241;6.654152;6.651572;6.779922;6.723833;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.188051;8.531688;14.370234;7;16;72;6;1
7.661527;7.660114;6.347389;6.276643;6.236370;6.200509;5.746203;5.700444;6.473891;6.472346;7.167038;7.159292;6.884487;6.881411;6.857514;6.814543;7.170888;7.163172;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.141044;8.483223;14.322679;7;16;76;6;1
6.754604;6.620073;5.521461;5.313206;5.241747;5.153292;5.411646;5.262690;4.962845;4.948760;6.133398;5.963579;5.934894;5.926926;6.159095;5.978886;5.831882;5.786897;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.228080;8.857230;14.091089;7;20;72;6;1
6.914731;6.818924;5.351858;5.327876;5.991465;5.958425;5.017280;4.820282;5.170484;4.890349;6.499787;6.421622;5.768321;5.521461;5.880533;5.736572;6.373320;6.308098;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.400775;8.779096;14.099596;7;20;76;6;1
7.348588;7.321850;5.241747;5.129899;4.795791;4.736198;6.652863;6.613384;5.129899;5.099866;5.762052;5.659482;6.962244;6.946014;7.086738;7.057037;5.700444;5.662961;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;1.000000;12.082684;8.715552;14.382697;7;24;64;6;1
6.690842;6.682108;5.049856;4.962845;4.941642;4.941642;5.411646;5.389072;5.583496;5.583496;5.602119;5.590987;6.234411;6.230482;5.937536;5.888878;6.040255;6.028278;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;11.534031;8.731174;14.123353;7;24;68;6;1
9.402860;9.399555;8.508758;8.508354;8.210396;8.209309;6.792345;6.791222;6.030685;5.993961;9.201300;9.190546;7.297091;7.293698;8.745921;8.745921;8.717682;8.717682;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.761419;8.565793;14.774723;7;28;64;6;1
8.462525;8.460835;5.902633;5.897154;5.505332;5.497168;7.628518;7.628518;6.894670;6.722630;6.447306;6.440947;8.041413;8.025189;8.117908;8.117908;7.210818;7.201171;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;12.493846;8.515792;14.567831;7;28;68;6;1
6.431331;6.366470;4.983607;4.955827;4.962845;4.844187;5.017280;4.955827;5.204007;5.129899;5.662961;5.598422;5.886104;5.789960;5.616771;5.579730;5.814130;5.707110;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;1.000000;9.449751;9.064274;13.978107;7;24;72;6;1
6.423247;6.393591;5.257495;5.129899;4.828314;4.820282;5.123964;5.123964;5.010635;4.990433;5.755742;5.700444;5.789960;5.789960;5.905362;5.869297;5.620401;5.594711;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;11.238739;8.669914;13.970953;7;24;76;6;1
7.100852;7.098376;5.921578;5.793014;4.812184;4.804021;5.973810;5.968708;5.451038;5.451038;5.961005;5.961005;6.440947;6.424869;6.746412;6.736967;5.888878;5.886104;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;2.000000;11.968177;8.669914;14.299249;7;28;72;6;1
6.440947;6.432940;4.955827;4.828314;4.955827;4.948760;5.351858;5.323010;4.744932;4.744932;5.723585;5.686975;5.783825;5.755742;5.932245;5.902633;5.579730;5.579730;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;11.329183;8.647695;13.990978;7;28;76;6;1
7.808323;7.808323;6.361302;6.359574;6.118097;6.118097;6.079933;6.079933;6.897705;6.893656;6.945051;6.935370;7.274479;7.272398;6.959399;6.959399;7.273093;7.270313;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.277723;8.595819;14.450465;7;16;80;6;1
7.928046;7.916443;6.576469;6.572282;6.436151;6.429719;6.336826;6.324359;6.561031;6.553934;7.201171;7.195187;7.228388;7.213032;7.200425;7.197435;7.212295;7.210080;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.421821;8.556606;14.531148;7;16;84;6;1
8.170468;8.153350;6.363028;6.357842;7.149917;7.149917;5.755742;5.755742;7.404279;7.257003;7.584773;7.560081;7.594381;7.566311;6.857514;6.853299;7.792762;7.787382;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.251758;8.636397;14.449431;7;20;80;6;1
8.348775;8.343554;6.946976;6.943122;6.956545;6.938284;7.282761;7.270313;6.220590;6.208590;7.715124;7.715124;7.533694;7.522400;7.923348;7.922261;7.289610;7.274479;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.553979;8.607582;14.637609;7;20;84;6;1
7.847372;7.841886;6.445720;6.287858;6.357842;6.298949;6.763885;6.751101;5.669881;5.648974;7.295056;7.229114;7.040536;7.036149;7.442492;7.441907;6.748760;6.729824;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.251348;8.509362;14.402459;7;16;88;6;1
7.820038;7.810758;6.495265;6.469250;6.366470;6.366470;6.434546;6.411819;6.276643;6.244167;7.164721;7.163172;7.160069;7.142828;7.218177;7.187657;7.037906;7.032624;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.325543;8.624970;14.491479;7;16;92;6;1
7.356280;7.344719;6.436151;6.423247;5.866468;5.852202;5.638355;5.579730;5.652489;5.645447;6.982863;6.939254;6.349139;6.343881;6.993933;6.966967;6.429719;6.419995;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.191202;8.705000;14.440265;7;20;88;6;1
7.895063;7.892452;6.522093;6.522093;6.148468;6.135565;6.011267;5.963579;6.483108;6.463029;7.234899;7.232733;6.961296;6.960348;7.162397;7.160846;7.130098;7.102499;0.940983;1.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.337465;8.720787;14.534640;7;20;92;6;1
