(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
-0.837884;-0.745282;-1.131627;-0.964542;-0.695474;-0.788031;-1.329006;-1.292198;-0.000214;0.109748;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-2.005613;-0.630633;1;12;6;3;
-0.738164;-0.667294;-1.201170;-1.439729;-0.345044;-0.499786;-0.680308;-0.619516;0.386396;0.143540;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;0.738045;1;14;4;3;
-1.175317;-1.081231;-1.279615;-1.113902;-0.643968;-0.627246;-1.108612;-0.959176;-0.830945;-0.655162;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-0.659350;-0.630633;1;14;6;3;
-0.400218;-0.374832;-0.312085;-0.277438;-0.203517;-0.232920;-0.674658;-0.630512;-0.743800;-0.709030;-1.771883;0.207888;-2.334861;-1.386024;0.199603;-1.354439;-1.362516;1;8;8;9;
-0.486377;-0.450698;-0.153834;-0.124637;-0.386123;-0.371047;-0.252013;-0.188663;-0.362805;-0.317306;-1.731566;0.132947;-2.242367;-1.095221;0.137320;-1.101415;-1.072084;1;8;8;6;
-0.192389;-0.154441;-0.813793;-0.775410;0.245844;0.418767;-0.900702;-0.841917;-0.111864;0.065784;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-0.630633;1;8;8;3;
-0.438748;-0.416171;0.686643;0.706715;0.051636;0.146622;-0.377146;-0.400866;-0.871582;-0.856313;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-2.005613;-0.630633;1;8;10;3;
-0.287452;-0.213414;-0.882815;-0.728349;-0.136338;0.042759;-0.621414;-0.446401;-0.285041;-0.186109;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-0.630633;1;10;8;3;
-0.396192;-0.341571;-0.338325;-0.255324;0.100423;0.281516;-0.289142;-0.162854;-0.120079;-0.052472;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;10;10;3;
-0.368824;-0.396923;-0.284713;-0.207626;0.054333;-0.116424;-0.196377;-0.145837;-0.733459;-0.773241;-1.731566;0.132947;0.135512;-1.095221;0.137320;-1.101415;-1.072084;1;8;12;6;
-0.335095;-0.244846;-0.344371;-0.169991;-0.086644;-0.403069;-0.930850;-0.807267;-0.167330;0.013983;-1.696694;0.082757;0.662581;-0.685553;0.090571;-0.659350;-0.630633;1;8;12;3;
0.040583;-0.139331;0.090022;0.126440;0.614826;0.613978;0.328436;0.235473;-0.141108;-0.955131;-1.696694;0.082757;0.662581;-0.685553;0.090571;-2.005613;-0.630633;1;8;14;3;
-0.227051;-0.166963;0.501749;0.461524;0.073460;0.232318;-0.022410;-0.334292;0.345056;0.490153;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-2.005613;-0.630633;1;10;12;3;
-0.797791;-0.835181;-0.751756;-0.617954;-0.535586;-0.449537;-0.289142;-0.232560;-0.503249;-1.185962;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;10;14;3;
-0.834859;-0.791004;-0.760528;-0.766787;-0.832966;-0.796127;-1.289744;-1.209156;-0.992614;-0.913786;-1.731566;0.132947;-1.053427;-1.095221;0.137320;-1.101415;-2.275006;1;12;8;6;
-0.853906;-0.853975;-0.243731;-0.248326;-0.402216;-0.225359;-1.300261;-1.131431;-1.422271;-1.286926;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;12;8;3;
-0.925030;-0.878344;-0.960595;-1.034730;-1.049118;-0.938524;-0.602968;-0.427786;-0.792823;-0.616722;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-1.999311;1;12;10;3;
-1.414037;-1.320302;-1.437830;-1.273584;-1.337027;-1.596227;-0.979023;-0.841917;-1.422271;-1.251417;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-0.659350;-0.630633;1;14;8;3;
-1.078583;-0.987339;-0.854268;-0.728349;-0.436446;-0.589797;-0.734073;-0.571527;-0.830945;-0.838305;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-2.005613;-0.630633;1;14;10;3;
-0.889420;-0.854398;-0.375197;-0.293666;-0.632893;-0.570930;-1.014653;-0.936346;-1.439474;-1.425401;-1.731566;0.132947;-1.053427;-1.095221;0.137320;-1.101415;0.130838;1;12;12;6;
-0.433754;-0.338575;0.006797;0.111053;-0.357295;-0.459265;-0.722939;-0.632113;-0.612506;-0.434903;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;0.738045;1;12;12;3;
-0.707298;-0.633496;-0.157295;-0.037953;-0.605670;-0.532023;-0.962545;-0.841917;-1.067784;-1.407544;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;12;14;3;
-1.115392;-1.024395;-0.728597;-0.684613;-0.276273;-0.724619;-1.329006;-1.160438;-1.271249;-1.126752;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;0.738045;1;14;12;3;
-1.562751;-1.541230;-1.131627;-1.142713;-1.225343;-1.137910;-1.424258;-1.256558;-1.271249;-1.217828;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;14;14;3;
0.761670;0.784934;0.463263;0.303218;1.093612;1.123523;-0.276803;-0.278618;0.637843;0.663484;-1.821806;-2.941405;1.031454;1.016947;0.282078;-1.579641;-2.473649;1;0;16;12;
0.296659;0.130704;0.434666;0.291728;0.031864;0.000519;0.873602;0.566625;0.315843;0.117431;-1.771883;-4.810278;0.699043;0.671346;0.199603;-1.354439;-2.413579;1;0;16;9;
0.265369;0.121444;0.219531;0.229385;0.049411;0.066512;0.796306;-0.063219;0.308876;0.330766;-1.731566;-7.521735;0.135512;0.104506;0.137320;-1.101415;-2.275006;1;0;16;6;
0.214715;0.231216;-0.028480;-0.100460;0.076515;0.257406;0.369321;0.172233;-0.024515;0.053233;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;0;16;3;
0.035226;0.059568;0.223953;-0.111519;-0.234371;-0.066396;0.269342;-0.206302;0.248461;0.265876;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;0;18;3;
0.850629;-0.077350;-0.275479;-0.291553;1.114940;-0.755512;1.387105;0.186090;0.535757;0.530639;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-2.005613;-0.630633;1;2;16;3;
0.331567;0.360052;-0.035785;0.137736;-0.055621;0.011532;1.004593;0.812490;0.681173;-0.149910;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-1.999311;1;2;18;3;
-0.134316;-0.164797;-0.053574;0.019065;0.285937;0.340635;-0.061232;0.006932;-0.657291;-0.646188;-1.731566;-7.521735;0.135512;0.104506;0.137320;0.087942;-1.072084;1;0;20;6;
-0.083069;0.002102;-0.587137;-0.513520;0.405669;0.150288;-0.183818;-0.018936;0.136585;0.317676;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;0.686913;-0.630633;1;0;20;3;
0.292629;0.357611;0.363286;0.234271;0.864886;0.935027;0.093790;0.189507;0.436968;0.222371;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-2.005613;-1.999311;1;0;22;3;
-0.080334;-0.001261;-0.198992;-0.415006;-0.511242;-0.724619;0.144606;0.136180;-0.503249;-0.324736;-1.696694;0.082757;-1.971053;-2.001890;0.090571;-0.659350;-0.630633;1;2;20;3;
-0.715265;-0.697629;-0.395010;-0.227794;-0.140667;0.038394;-0.585056;-0.917591;-0.844195;-1.072696;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-0.659350;-0.630633;1;2;22;3;
0.702748;0.396625;0.719543;0.803212;1.335903;0.898457;0.276685;-0.048102;0.301572;0.062041;-1.731566;0.132947;-1.053427;-1.095221;0.137320;-1.101415;-1.072084;1;4;16;6;
0.759910;0.856322;0.945932;0.801760;1.179145;1.065021;0.505695;0.687921;0.847049;0.982445;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;4;16;3;
1.435266;0.964108;0.888409;0.256225;1.502647;1.175842;0.969235;0.329327;1.329609;0.577798;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;4;18;3;
0.286516;-0.060953;0.614649;0.141455;0.910282;0.161158;0.084899;0.186090;-0.576780;-0.453730;-1.696694;0.082757;-0.654236;-0.685553;0.090571;0.686913;-0.630633;1;6;16;3;
0.323653;0.069123;0.821306;-0.354324;-0.292755;-0.155593;0.694315;-0.000182;0.627052;0.228776;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;6;18;3;
