x+=1,parameter,cqs,block,time,count
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X16,3419.88,1024084
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X32,79.6688,20414
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X16,60.9012,17883
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X32,463.087,257040
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X64,20.9476,2599
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X32,21.7739,3047
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X64,103.027,64260
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X128,0.615998,202
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_128X64,2.44556,318
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_128X128,15.1279,17010
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_4X16,171.305,199956
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X4,152.629,182809
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_8X32,63.6575,18014
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X8,30.5833,11868
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X64,6.22681,499
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X16,4.81163,576
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_4X4,1041.48,9860888
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_4X8,832.235,2025521
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_8X4,797.243,2018794
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_8X8,6150.65,4058494
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_8X16,1053.48,350046
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_16X8,905.889,344451
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_16X16,3447.66,1024112
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_16X32,74.0235,19092
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_32X16,53.4381,15987
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_32X32,446.606,257040
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_32X64,21.3299,2641
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_64X32,22.0777,3018
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_64X64,103.611,64260
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_64X128,0.683958,228
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_128X64,2.72947,351
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_128X128,15.5793,17010
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_4X16,170.918,199324
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_16X4,153.019,180061
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_8X32,61.8429,17165
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_32X8,28.126,11057
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_16X64,6.24963,509
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_none,32,BLOCK_64X16,4.85048,513
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_4X4,1045.4,9860060
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_4X8,839.214,2027164
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_8X4,806.691,2027144
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_8X8,6140.22,4058376
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_8X16,1052.52,352726
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_16X8,913.83,353344
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_16X16,3447.55,1024084
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_16X32,79.4353,20414
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_32X16,60.7677,17883
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_32X32,463.436,257040
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_32X64,20.945,2599
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_64X32,21.7671,3047
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_64X64,103.668,64260
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_64X128,0.622247,202
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_128X64,2.46741,318
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_128X128,15.2188,17010
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_4X16,171.87,199956
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_16X4,154.095,182809
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_8X32,64.1681,18014
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_32X8,30.8658,11868
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_16X64,6.2201,499
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_after_split,32,BLOCK_64X16,4.81787,576
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_4X4,1477.35,16189204
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_4X8,844.464,2008815
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_8X4,803.828,2001056
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_8X8,6060.23,4072366
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_8X16,2529.89,606314
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_16X8,2099.12,590727
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_16X16,8308.9,1028036
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_16X32,1390.34,117701
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_32X16,1183.98,95628
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_32X32,5922.73,257040
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_32X64,212.964,11856
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_64X32,207.759,11622
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_64X64,721.941,64260
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_64X128,10.7643,756
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_128X64,44.6265,1605
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_128X128,68.8938,17010
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_4X16,441.968,420617
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_16X4,388.844,380368
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_8X32,843.44,106813
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_32X8,585.854,82306
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_16X64,32.1696,2247
MarketPlace_1920x1080_60fps_10bit_420,set_disable_prune_partitions_before_search,32,BLOCK_64X16,27.0603,2272
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_4X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_4X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_8X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_8X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_8X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_16X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_16X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_16X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_32X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_32X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_32X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_64X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_64X64,32.5519,3780
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_64X128,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_128X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_128X128,790.219,17010
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_4X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_16X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_8X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_32X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_16X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize128,32,BLOCK_64X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_4X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_4X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_8X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_8X8,27.876,29240
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_8X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_16X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_16X16,2607.8,1020542
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_16X32,294.064,68388
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_32X16,307.694,71732
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_32X32,1270.93,257040
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_32X64,20.9146,3270
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_64X32,21.0807,3625
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_64X64,99.7188,64260
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_64X128,0.60281,216
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_128X64,4.90665,422
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_128X128,13.3719,17010
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_4X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_16X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_8X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_32X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_16X64,6.90826,759
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize16,32,BLOCK_64X16,5.45514,1282
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_4X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_4X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_8X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_8X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_8X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_16X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_16X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_16X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_32X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_32X32,1793.45,256776
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_32X64,25.8932,5363
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_64X32,23.7762,5868
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_64X64,107.325,64260
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_64X128,0.748716,217
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_128X64,10.0322,589
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_128X128,17.5107,17010
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_4X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_16X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_8X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_32X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_16X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize32,32,BLOCK_64X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_4X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_4X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_8X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_8X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_8X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_16X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_16X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_16X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_32X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_32X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_32X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_64X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_64X64,779.589,64260
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_64X128,1.44622,468
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_128X64,16.3999,1109
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_128X128,24.9579,17010
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_4X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_16X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_8X32,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_32X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_16X64,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize64,32,BLOCK_64X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_4X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_4X8,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_8X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_8X8,4378.97,4046228
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_8X16,1579.82,525915
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_16X8,1383.55,566321
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_16X16,4612.91,1023962
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_16X32,104.524,24858
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_32X16,81.3982,21292
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_32X32,581.278,257040
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_32X64,22.3101,2749
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_64X32,22.7675,3116
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_64X64,104.774,64260
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_64X128,0.680968,244
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_128X64,2.5458,372
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_128X128,14.4622,17010
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_4X16,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_16X4,0,0
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_8X32,75.8834,20742
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_32X8,41.207,14281
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_16X64,6.69633,554
MarketPlace_1920x1080_60fps_10bit_420,set_minpartitionsize8,32,BLOCK_64X16,5.33837,594
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_4X4,1175.53,12457512
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_4X8,775.425,1987291
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_8X4,746.799,1983209
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_8X8,4902.15,3975580
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_8X16,715.178,300464
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_16X8,591.472,272484
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_16X16,2319.54,1018208
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_16X32,26.2092,12050
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_32X16,18.0437,10635
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_32X32,194.165,256160
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_32X64,1.05881,1138
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_64X32,1.15291,1208
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_64X64,28.9471,64040
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_64X128,0.450289,124
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_128X64,0.623885,201
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_128X128,12.0059,17280
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_4X16,158.736,188605
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_16X4,130.522,168543
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_8X32,35.1671,12301
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_32X8,9.92955,7434
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_16X64,0.015508,9
MarketPlace_1920x1080_60fps_10bit_420,orig,20,BLOCK_64X16,0.010257,10
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_4X4,1462.81,16497536
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_4X8,803.679,2070373
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_8X4,770.557,2070430
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_8X8,4889.49,4143996
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_8X16,1938.36,623905
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_16X8,1607.71,594383
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_16X16,6472.81,1044478
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_16X32,1011.68,132538
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_32X16,925.474,132457
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_32X32,4861.08,261120
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_32X64,35.9295,6168
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_64X32,33.1231,6254
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_64X64,181.542,65280
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_64X128,7.03088,674
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_128X64,26.4871,1635
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_128X128,46.8584,17280
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_4X16,485.364,514159
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_16X4,444.922,514159
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_8X32,873.101,130560
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_32X8,686.163,130560
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_16X64,30.0656,6144
MarketPlace_1920x1080_60fps_10bit_420,all_disable,20,BLOCK_64X16,25.0855,6144
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_4X4,1184.28,12457968
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_4X8,781.802,2001089
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_8X4,756.595,2001089
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_8X8,4986.29,4002750
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_8X16,733.089,303867
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_16X8,610.838,278203
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_16X16,2386.37,1027862
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_16X32,28.9637,13574
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_32X16,19.6935,11956
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_32X32,210.166,259168
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_32X64,1.13094,1212
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_64X32,1.19566,1246
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_64X64,29.3043,64792
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_64X128,0.451603,124
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_128X64,0.727067,208
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_128X128,9.84952,17280
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_4X16,160.504,189215
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_16X4,131.583,168369
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_8X32,37.3644,13414
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_32X8,11.1893,8774
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_16X64,0.014953,9
MarketPlace_1920x1080_60fps_10bit_420,set_disable_av1_ml_prune_rect_partition,20,BLOCK_64X16,0.006719,6
