x+=1,parameter,cqs,block,time,count
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_64X64,0.016536,400
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_64X128,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_128X128,27.3542,800
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_16X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,43,BLOCK_64X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_16X16,51.868,35178
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_16X32,27.2332,5138
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_32X16,23.4652,4916
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_32X32,94.2105,10400
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_32X64,2.09194,388
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_64X32,1.69532,268
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_64X64,26.5128,2800
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_64X128,1.63046,88
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_128X128,18.0675,800
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_16X64,0.168637,39
BlowingBubbles_416x240_50,set_minpartitionsize16,43,BLOCK_64X16,0.12089,29
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_16X16,5.22642,2578
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_16X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_32X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_32X32,43.4792,10398
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_32X64,2.73736,499
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_64X32,2.35686,331
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_64X64,27.1741,2800
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_64X128,1.69604,92
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_128X128,17.5153,800
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_16X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,43,BLOCK_64X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_16X16,0.18648,200
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_16X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_32X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_32X32,3.34485,800
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_32X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_64X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_64X64,25.4453,2800
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_64X128,2.02846,96
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_128X128,16.9333,800
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_16X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,43,BLOCK_64X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_8X8,39.1514,99790
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_8X16,32.9622,9606
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_16X8,28.9763,9398
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_16X16,109.396,34534
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_16X32,20.0114,4255
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_32X16,17.1522,4021
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_32X32,98.2136,10400
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_32X64,1.60263,336
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_64X32,1.29536,230
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_64X64,24.3339,2800
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_64X128,1.55423,89
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_128X128,17.9727,800
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_8X32,12.189,2734
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_32X8,7.80166,2096
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_16X64,0.124531,25
BlowingBubbles_416x240_50,set_minpartitionsize8,43,BLOCK_64X16,0.092065,24
BlowingBubbles_416x240_50,orig,32,BLOCK_4X4,15.7446,266306
BlowingBubbles_416x240_50,orig,32,BLOCK_4X8,6.32635,14246
BlowingBubbles_416x240_50,orig,32,BLOCK_8X4,6.24795,14654
BlowingBubbles_416x240_50,orig,32,BLOCK_8X8,98.4486,103670
BlowingBubbles_416x240_50,orig,32,BLOCK_8X16,68.6684,14639
BlowingBubbles_416x240_50,orig,32,BLOCK_16X8,61.2449,14061
BlowingBubbles_416x240_50,orig,32,BLOCK_16X16,225.607,37178
BlowingBubbles_416x240_50,orig,32,BLOCK_16X32,22.6234,3602
BlowingBubbles_416x240_50,orig,32,BLOCK_32X16,19.9508,3446
BlowingBubbles_416x240_50,orig,32,BLOCK_32X32,117.204,10608
BlowingBubbles_416x240_50,orig,32,BLOCK_32X64,1.07541,228
BlowingBubbles_416x240_50,orig,32,BLOCK_64X32,0.900468,164
BlowingBubbles_416x240_50,orig,32,BLOCK_64X64,19.0888,2856
BlowingBubbles_416x240_50,orig,32,BLOCK_64X128,1.53225,74
BlowingBubbles_416x240_50,orig,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,orig,32,BLOCK_128X128,26.7317,816
BlowingBubbles_416x240_50,orig,32,BLOCK_4X16,7.06885,5251
BlowingBubbles_416x240_50,orig,32,BLOCK_16X4,5.3085,3902
BlowingBubbles_416x240_50,orig,32,BLOCK_8X32,15.4676,2518
BlowingBubbles_416x240_50,orig,32,BLOCK_32X8,11.324,2138
BlowingBubbles_416x240_50,orig,32,BLOCK_16X64,0.087619,17
BlowingBubbles_416x240_50,orig,32,BLOCK_64X16,0.085399,18
BlowingBubbles_416x240_50,all_disable,32,BLOCK_4X4,20.6814,417144
BlowingBubbles_416x240_50,all_disable,32,BLOCK_4X8,11.2427,41846
BlowingBubbles_416x240_50,all_disable,32,BLOCK_8X4,10.8888,42838
BlowingBubbles_416x240_50,all_disable,32,BLOCK_8X8,114.486,142178
BlowingBubbles_416x240_50,all_disable,32,BLOCK_8X16,74.8917,18832
BlowingBubbles_416x240_50,all_disable,32,BLOCK_16X8,66.3434,18290
BlowingBubbles_416x240_50,all_disable,32,BLOCK_16X16,249.956,39748
BlowingBubbles_416x240_50,all_disable,32,BLOCK_16X32,45.2013,5682
BlowingBubbles_416x240_50,all_disable,32,BLOCK_32X16,45.7064,6074
BlowingBubbles_416x240_50,all_disable,32,BLOCK_32X32,216.813,10608
BlowingBubbles_416x240_50,all_disable,32,BLOCK_32X64,14.8469,1151
BlowingBubbles_416x240_50,all_disable,32,BLOCK_64X32,12.6887,974
BlowingBubbles_416x240_50,all_disable,32,BLOCK_64X64,65.5656,2856
BlowingBubbles_416x240_50,all_disable,32,BLOCK_64X128,2.68163,102
BlowingBubbles_416x240_50,all_disable,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,all_disable,32,BLOCK_128X128,27.3402,816
BlowingBubbles_416x240_50,all_disable,32,BLOCK_4X16,13.8826,14592
BlowingBubbles_416x240_50,all_disable,32,BLOCK_16X4,13.1069,14592
BlowingBubbles_416x240_50,all_disable,32,BLOCK_8X32,36.9254,4634
BlowingBubbles_416x240_50,all_disable,32,BLOCK_32X8,32.1636,4634
BlowingBubbles_416x240_50,all_disable,32,BLOCK_16X64,10.1547,920
BlowingBubbles_416x240_50,all_disable,32,BLOCK_64X16,8.19701,920
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_4X4,15.7857,266306
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_4X8,6.35388,14246
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_8X4,6.27441,14654
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_8X8,98.8548,103670
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_8X16,68.9263,14639
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X8,61.4496,14061
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X16,226.514,37178
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X32,22.6585,3602
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X16,19.9829,3446
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X32,117.323,10608
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X64,1.07744,228
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X32,0.907136,164
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X64,19.0505,2856
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X128,1.50111,74
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_128X128,26.7602,816
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_4X16,7.06145,5251
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X4,5.29041,3902
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_8X32,15.5497,2518
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_32X8,11.3429,2138
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_16X64,0.089351,17
BlowingBubbles_416x240_50,set_disable_av1_ml_prune_rect_partition,32,BLOCK_64X16,0.087607,18
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_4X4,20.6407,423284
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_4X8,6.97647,17997
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_8X4,6.89453,19032
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_8X8,107.081,141634
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_8X16,69.6659,16128
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_16X8,62.1546,15601
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_16X16,228.579,39756
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_16X32,23.4525,4012
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_32X16,20.6566,3835
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_32X32,118.959,10608
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_32X64,0.975281,217
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_64X32,0.817967,155
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_64X64,18.8042,2856
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_64X128,1.62966,77
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_128X128,27.1138,816
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_4X16,7.14285,5509
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_16X4,5.30087,4067
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_8X32,16.106,2693
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_32X8,11.8028,2263
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_16X64,0.096836,18
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_none,32,BLOCK_64X16,0.064971,15
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_4X4,15.8345,259432
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_4X8,9.54999,28685
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_8X4,9.25986,29120
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_8X8,101.675,103248
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_8X16,70.9112,16310
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_16X8,62.9158,15690
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_16X16,228.406,37130
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_16X32,30.3231,4225
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_32X16,25.8191,4018
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_32X32,135.472,10608
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_32X64,1.82446,375
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_64X32,1.67339,294
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_64X64,20.3254,2856
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_64X128,1.57923,76
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_128X128,26.7541,816
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_4X16,7.35269,5803
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_16X4,5.31227,3937
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_8X32,20.1073,2902
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_32X8,12.2262,2281
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_16X64,0.15618,31
BlowingBubbles_416x240_50,set_disable_prune_partitions_after_split,32,BLOCK_64X16,0.097133,19
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_4X4,15.6974,257960
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_4X8,6.44757,13920
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_8X4,6.34561,14360
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_8X8,96.7723,103718
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_8X16,68.3184,14760
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_16X8,60.8011,14262
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_16X16,221.806,36732
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_16X32,26.9903,4033
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_32X16,26.9365,4275
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_32X32,147.368,10416
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_32X64,1.46478,270
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_64X32,1.00916,177
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_64X64,22.8791,2808
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_64X128,2.68174,102
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_128X128,27.0866,816
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_4X16,7.11446,5299
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_16X4,5.31999,3959
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_8X32,19.7398,2984
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_32X8,16.3674,2840
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_16X64,0.104713,19
BlowingBubbles_416x240_50,set_disable_prune_partitions_before_search,32,BLOCK_64X16,0.070432,16
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_16X16,0.355343,204
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_16X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_32X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_32X32,4.74811,816
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_32X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_64X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_64X64,0.017159,408
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_64X128,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_128X128,37.0269,816
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_16X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize128,32,BLOCK_64X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_16X16,80.841,37532
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_16X32,30.8627,4768
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_32X16,26.8766,4663
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_32X32,104.12,10608
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_32X64,1.12571,261
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_64X32,0.839697,172
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_64X64,18.4561,2856
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_64X128,1.60582,78
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_128X128,25.3342,816
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_16X64,0.126135,27
BlowingBubbles_416x240_50,set_minpartitionsize16,32,BLOCK_64X16,0.054417,14
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_16X16,7.85482,2652
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_16X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_32X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_32X32,57.2749,10606
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_32X64,2.1353,411
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_64X32,1.71837,297
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_64X64,22.2208,2856
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_64X128,1.78995,83
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_128X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_128X128,24.8263,816
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_4X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_16X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_8X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_32X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_16X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize32,32,BLOCK_64X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_4X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_4X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_8X4,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_8X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_8X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_16X8,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_16X16,0.358912,204
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_16X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_32X16,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_32X32,4.60938,816
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_32X64,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_64X32,0,0
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_64X64,27.4304,2856
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_64X128,2.01548,93
BlowingBubbles_416x240_50,set_minpartitionsize64,32,BLOCK_128X64,0,0
