sequencia;parameter;cqs;n_frame;frame_type;av1_encode_strategy_time;av1_get_second_pass_params_time;denoise_and_encode_time;apply_filtering_time;av1_tpl_setup_stats_time;encode_frame_to_data_rate_time;encode_with_recode_loop_time;loop_filter_time;cdef_time;loop_restoration_time;av1_pack_bitstream_final_time;av1_encode_frame_time;av1_compute_global_motion_time;av1_setup_motion_field_time;encode_sb_row_time;rd_pick_partition_time;av1_prune_partitions_time;none_partition_search_time;split_partition_search_time;rectangular_partition_search_time;ab_partitions_search_time;rd_pick_4partition_time;encode_sb_time;rd_pick_sb_modes_time;av1_rd_pick_intra_mode_sb_time;av1_rd_pick_inter_mode_sb_time;set_params_rd_pick_inter_mode_time;skip_inter_mode_time;handle_inter_mode_time;evaluate_motion_mode_for_winner_candidates_time;do_tx_search_time;handle_intra_mode_time;refine_winner_mode_tx_time;av1_search_palette_mode_time;handle_newmv_time;compound_type_rd_time;interpolation_filter_search_time;motion_mode_rd_time;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_av1_ml_prune_rect_partition;32;60;INTER_FRAME;     37673662348 ;             150 ;     37673661996 ;        34034548 ;       807973270 ;     36831593436 ;     36545956824 ;        30098112 ;       102403647 ;       141754366 ;        11349785 ;     36534197842 ;        43607601 ;          150391 ;     36501076858 ;     36482656840 ;       519814575 ;     24262727100 ;      3741784610 ;      9386196933 ;      1655414022 ;       460726372 ;        86844738 ;     35470685119 ;       108537431 ;     35358597928 ;       124872047 ;        87358335 ;     28694061373 ;          303402 ;      4623932082 ;      1711515270 ;          696145 ;               0 ;      2329658519 ;      8920919183 ;       626574271 ;      2804364467 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_after_none;32;60;INTER_FRAME;     38058843580 ;             146 ;     38058843204 ;        33865845 ;       804152689 ;     37220761346 ;     36935259175 ;        30247981 ;       103869706 ;       139843714 ;        11509643 ;     36923560733 ;        44601811 ;          153392 ;     36889365564 ;     36870906929 ;       528287443 ;     24554396077 ;      3759566972 ;      9444888265 ;      1704490448 ;       431796290 ;        87624515 ;     35846476189 ;       108069157 ;     35735241917 ;       126253666 ;        86583874 ;     29023186038 ;          289268 ;      4652815838 ;      1723420816 ;          701639 ;               0 ;      2361169600 ;      9044970254 ;       633673317 ;      2826416149 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_after_split;32;60;INTER_FRAME;     38251738615 ;             154 ;     38251738253 ;        34234914 ;       817280740 ;     37400158558 ;     37110057189 ;        30432036 ;       104040375 ;       144039233 ;        11557990 ;     37098247061 ;        44412330 ;          153275 ;     37064343774 ;     37045761263 ;       535777864 ;     24631822427 ;      3795369057 ;      9528158879 ;      1681845780 ;       469955241 ;        89393095 ;     36011468619 ;       108856776 ;     35899366499 ;       126601720 ;        89435402 ;     29127005045 ;          297545 ;      4693800532 ;      1737031543 ;          732755 ;               0 ;      2406750209 ;      9034596579 ;       636098531 ;      2838710213 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_before_search;32;60;INTER_FRAME;     69322510587 ;             138 ;     69322510240 ;        33344074 ;       786356736 ;     68502750492 ;     68226470496 ;        28501406 ;       100883384 ;       136069432 ;        10795676 ;     68214712978 ;        42597750 ;          144812 ;     68182643619 ;     68164358903 ;          634495 ;     35482479147 ;     10229371678 ;     24569611665 ;      3371342726 ;      4525535035 ;        82590855 ;     67564006543 ;       108191756 ;     67450885065 ;       183831679 ;       130083887 ;     55017656686 ;          441357 ;      8779613094 ;      3161725364 ;         1160487 ;               0 ;      3958691454 ;     15809273955 ;       991734576 ;      5015679688 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;orig;20;60;INTER_FRAME;     28273642915 ;             153 ;     28273642530 ;        32845304 ;       813771687 ;     27426964296 ;     27122508934 ;        25460869 ;       114744089 ;       146488921 ;        17728861 ;     27110707951 ;        46328581 ;          157267 ;     27074851420 ;     27056055608 ;       530301597 ;     18035551347 ;      2705279399 ;      6318289481 ;      1697356279 ;       243202057 ;       112067550 ;     25981682197 ;       112048779 ;     25866390363 ;       105712885 ;        79974109 ;     19786417508 ;          297299 ;      3773524506 ;      2008818694 ;          700246 ;               0 ;      1783571515 ;      7732107962 ;       562654665 ;      2768686472 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;all_disable;20;60;INTER_FRAME;     53193996613 ;             153 ;     53193996251 ;        30234439 ;       745368372 ;     52418336044 ;     52135818695 ;        21103285 ;       107610267 ;       137535261 ;        16238677 ;     52124673746 ;        44249514 ;          145009 ;     52090364219 ;     52072626334 ;          688948 ;     25211440095 ;      8454409887 ;     18181716920 ;      2914446340 ;      5558457753 ;       100838901 ;     51450094927 ;       110580845 ;     51333998802 ;       165819716 ;       125407646 ;     38421384330 ;          480548 ;      8409742939 ;      4038768394 ;         1201333 ;               0 ;      3076586726 ;     16785519937 ;       971854378 ;      5133956185 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_av1_ml_prune_rect_partition;20;60;INTER_FRAME;     25790599995 ;             142 ;     25790599642 ;        29733646 ;       718142899 ;     25042667240 ;     24765099241 ;        22962308 ;       105535411 ;       132498686 ;        16542337 ;     24753998562 ;        43298295 ;          146761 ;     24720540961 ;     24703004553 ;       461142274 ;     16451567672 ;      2481382008 ;      5808032584 ;      1555842446 ;       226284591 ;       101979093 ;     23752822274 ;       105416444 ;     23644483922 ;        96005400 ;        74243718 ;     18004175133 ;          265169 ;      3495845160 ;      1873863872 ;          760902 ;               0 ;      1500485280 ;      7071925326 ;       515036486 ;      2546096496 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_after_none;20;60;INTER_FRAME;     27977903096 ;             148 ;     27977902716 ;        32843356 ;       823848874 ;     27121149285 ;     26819149961 ;        25010075 ;       113946903 ;       145315764 ;        17693961 ;     26807363255 ;        46440743 ;          156372 ;     26771360431 ;     26752598918 ;       534208391 ;     17808092495 ;      2678951157 ;      6242786897 ;      1684294138 ;       246909641 ;       112271681 ;     25677266306 ;       112287539 ;     25561867348 ;       107409251 ;        81738429 ;     19465711021 ;          316478 ;      3766812180 ;      2030502338 ;          720006 ;               0 ;      1776756317 ;      7519881126 ;       565729059 ;      2752310632 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_after_split;20;60;INTER_FRAME;     27024372338 ;             146 ;     27024371976 ;        31924285 ;       782813790 ;     26209572993 ;     25920879223 ;        24357277 ;       110088110 ;       137064375 ;        17152526 ;     25909110586 ;        44955064 ;          151861 ;     25874614577 ;     25856074664 ;       503763396 ;     17228974721 ;      2588166960 ;      6060406546 ;      1616953322 ;       236564170 ;       106184080 ;     24850871371 ;       111993611 ;     24735943116 ;        99667334 ;        75550144 ;     18856875356 ;          278516 ;      3652799050 ;      1947277741 ;          639188 ;               0 ;      1661726895 ;      7370362824 ;       535489743 ;      2648885842 ;
CatRobot_3840x2160_60fps_10bit_420_jvet;set_disable_prune_partitions_before_search;20;60;INTER_FRAME;     52125000954 ;             142 ;     52125000605 ;        30456440 ;       755549434 ;     51338938149 ;     51056292773 ;        21236329 ;       107969083 ;       137089686 ;        16320035 ;     51045041714 ;        44295984 ;          144865 ;     51010768705 ;     50992936973 ;          606798 ;     25178723020 ;      8152260262 ;     17608776456 ;      3010730550 ;      4968132606 ;       101705623 ;     50233009002 ;       106785301 ;     50121055086 ;       158834317 ;       121005529 ;     37473061082 ;          436587 ;      8261753888 ;      3937870273 ;          866472 ;               0 ;      2961476366 ;     16243400027 ;       946215526 ;      5065184555 ;
BlowingBubbles_416x240_50;orig;55;49;INTER_FRAME;       185598899 ;              94 ;       185598682 ;          547183 ;         3704696 ;       181346104 ;       179735007 ;          161607 ;          297215 ;         1142395 ;            8089 ;       179648526 ;         2834792 ;            1265 ;       176870157 ;       176705278 ;          942930 ;        96965613 ;        22280122 ;        51236567 ;         9295232 ;        16989289 ;          190690 ;       172544817 ;         2989888 ;       169522889 ;          887400 ;          696238 ;       145774015 ;            2699 ;        10929233 ;        10229033 ;            5393 ;               0 ;        10099437 ;        73769260 ;        10052982 ;        27700848 ;
BlowingBubbles_416x240_50;all_disable;55;49;INTER_FRAME;       249308553 ;              93 ;       249308331 ;          554040 ;         3734835 ;       245018746 ;       243404856 ;          163551 ;          296112 ;         1144452 ;            7974 ;       243318248 ;         2807088 ;            1245 ;       240567699 ;       240402053 ;            5508 ;        99589810 ;        41693875 ;        88307112 ;        10685116 ;        40845652 ;          219051 ;       236145849 ;         3181578 ;       232913679 ;         1454248 ;         1166874 ;       198544552 ;            4584 ;        14224893 ;        15771157 ;            9403 ;               0 ;        15012011 ;        97388457 ;        14262849 ;        36389376 ;
BlowingBubbles_416x240_50;set_disable_av1_ml_prune_rect_partition;55;49;INTER_FRAME;       190719160 ;             101 ;       190718930 ;          552800 ;         3770690 ;       186394733 ;       184788324 ;          162210 ;          296406 ;         1137833 ;            8168 ;       184701249 ;         2818480 ;            1271 ;       181939886 ;       181774364 ;          972119 ;        99444477 ;        23066899 ;        52966953 ;         9583281 ;        17516288 ;          195871 ;       177515912 ;         3031526 ;       174453159 ;          914965 ;          690116 ;       150433027 ;            2846 ;        11067062 ;        10336534 ;            6016 ;               0 ;        10417488 ;        76539162 ;        10192427 ;        28256543 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_none;55;49;INTER_FRAME;       190276241 ;             101 ;       190276017 ;          606804 ;         3989715 ;       185678574 ;       184097233 ;          156833 ;          295610 ;         1119168 ;            7978 ;       184007741 ;         2760795 ;            1235 ;       181306700 ;       181138770 ;         1086904 ;        98845372 ;        23314984 ;        52605637 ;         9707138 ;        17286325 ;          213551 ;       176015193 ;         3297816 ;       172682345 ;         1092401 ;          814697 ;       148300839 ;            3292 ;        10749586 ;        10511830 ;            6508 ;               0 ;        10864720 ;        73910747 ;        10308912 ;        28950166 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_split;55;49;INTER_FRAME;       201458559 ;              91 ;       201458341 ;          554653 ;         3663096 ;       197239891 ;       195658322 ;          159054 ;          291046 ;         1121670 ;            7978 ;       195571877 ;         2783227 ;            1235 ;       192845460 ;       192680743 ;          934992 ;        96215602 ;        28773981 ;        60168857 ;        14695576 ;        19812329 ;          200516 ;       188577934 ;         3002742 ;       185536825 ;         1027728 ;          825382 ;       159159259 ;            3408 ;        11538995 ;        11762665 ;            6487 ;               0 ;        11659862 ;        79380364 ;        11303859 ;        30211149 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_before_search;55;49;INTER_FRAME;       193389512 ;              95 ;       193389283 ;          557689 ;         3726244 ;       189104656 ;       187506854 ;          160221 ;          296866 ;         1130903 ;            8002 ;       187420393 ;         2801733 ;            1230 ;       184675347 ;       184510944 ;            4049 ;        95590236 ;        24455963 ;        59541986 ;         7660417 ;        20056238 ;          197845 ;       180808912 ;         3001109 ;       177775136 ;          942683 ;          719051 ;       152568653 ;            2572 ;        11217323 ;        11254012 ;            5332 ;               0 ;        10485255 ;        76940432 ;        10619357 ;        28475237 ;
BlowingBubbles_416x240_50;orig;43;49;INTER_FRAME;       325504578 ;              90 ;       325504349 ;          541643 ;         4252154 ;       320709864 ;       319041563 ;          174442 ;          383199 ;         1094446 ;           14466 ;       318954993 ;         2900530 ;            1274 ;       316110987 ;       315946945 ;         1205205 ;       172934187 ;        44216380 ;        95818063 ;        17504468 ;        26279349 ;          341241 ;       309138187 ;         4064532 ;       305020775 ;         1452495 ;         1193698 ;       255145803 ;            4792 ;        23962579 ;        21514991 ;            8992 ;               0 ;        19089576 ;       121868308 ;        15985731 ;        49196437 ;
BlowingBubbles_416x240_50;all_disable;43;49;INTER_FRAME;       436637340 ;              80 ;       436637120 ;          541470 ;         4248329 ;       431846640 ;       430182015 ;          174074 ;          377527 ;         1096993 ;           14296 ;       430094721 ;         2947564 ;            1290 ;       427204094 ;       427039077 ;            9604 ;       178790461 ;        77545020 ;       158727713 ;        15461773 ;        72599163 ;          388598 ;       420550780 ;         4058850 ;       416412008 ;         2116663 ;         1778528 ;       344722090 ;            7621 ;        33320188 ;        31802008 ;           15040 ;               0 ;        26761638 ;       162233440 ;        22190748 ;        63241858 ;
BlowingBubbles_416x240_50;set_disable_av1_ml_prune_rect_partition;43;49;INTER_FRAME;       337281198 ;              90 ;       337280986 ;          555709 ;         4343554 ;       332381014 ;       330653299 ;          180499 ;          397401 ;         1133246 ;           14796 ;       330566723 ;         2984289 ;            1318 ;       327637981 ;       327471638 ;         1254868 ;       179312663 ;        45905853 ;        99304704 ;        18053097 ;        27251782 ;          352250 ;       320397144 ;         3857131 ;       316491014 ;         1526671 ;         1208735 ;       264957333 ;            4742 ;        24778296 ;        22203761 ;            9266 ;               0 ;        19941045 ;       126800822 ;        16508669 ;        50729666 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_none;43;49;INTER_FRAME;       348399806 ;             102 ;       348399575 ;          550893 ;         4256496 ;       343591478 ;       341878627 ;          179288 ;          391579 ;         1125270 ;           14924 ;       341791011 ;         2991053 ;            1327 ;       338856502 ;       338689214 ;         1331244 ;       185503961 ;        48036835 ;       101282832 ;        20357737 ;        27564512 ;          389243 ;       330671910 ;         3874381 ;       326737018 ;         1704047 ;         1393931 ;       272968257 ;            5637 ;        26095772 ;        22475236 ;           11102 ;               0 ;        20846752 ;       130516870 ;        17513421 ;        52727013 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_split;43;49;INTER_FRAME;       363743067 ;              89 ;       363742838 ;          542071 ;         4306886 ;       358893177 ;       357167045 ;          177702 ;          395005 ;         1136811 ;           14851 ;       357080138 ;         3012641 ;            1321 ;       354123451 ;       353955829 ;         1249705 ;       181910855 ;        56586665 ;       113583753 ;        24570542 ;        31253659 ;          351103 ;       347348842 ;         3849665 ;       343437559 ;         1656685 ;         1403602 ;       286023248 ;            5384 ;        27239328 ;        25049685 ;           10990 ;               0 ;        21890955 ;       135916041 ;        17892573 ;        54553884 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_before_search;43;49;INTER_FRAME;       343264279 ;              91 ;       343264061 ;          538821 ;         4252366 ;       338472179 ;       336807994 ;          172244 ;          381881 ;         1094190 ;           14171 ;       336720085 ;         2890379 ;            1265 ;       333886870 ;       333722763 ;            7379 ;       172457955 ;        49451211 ;       110609394 ;        14297709 ;        33537388 ;          345920 ;       327372643 ;         3910572 ;       323407535 ;         1509898 ;         1218548 ;       270210928 ;            4993 ;        25542119 ;        23117277 ;            9613 ;               0 ;        19620487 ;       129850626 ;        16620372 ;        51013066 ;
BlowingBubbles_416x240_50;orig;32;50;INTER_FRAME;       514017613 ;             103 ;       514017391 ;          474765 ;         4094517 ;       509447251 ;       507574309 ;          195384 ;          511616 ;         1138765 ;           25406 ;       507487516 ;         3180041 ;            1405 ;       504361356 ;       504191521 ;         2244023 ;       269113846 ;        78917086 ;       164283297 ;        26302303 ;        39605308 ;          495464 ;       494968872 ;         4614125 ;       490291799 ;         1710191 ;         1460695 ;       394705135 ;            5771 ;        52361153 ;        37837571 ;           13369 ;               0 ;        26190392 ;       187046610 ;        23336525 ;        79297471 ;
BlowingBubbles_416x240_50;all_disable;32;50;INTER_FRAME;       706650929 ;              95 ;       706650693 ;          489326 ;         4268905 ;       701891631 ;       700010895 ;          191962 ;          509956 ;         1151466 ;           25498 ;       699922868 ;         3211486 ;            1415 ;       696766327 ;       696596327 ;           12838 ;       292068240 ;       128999949 ;       260849193 ;        26616886 ;       115086287 ;          589245 ;       687708491 ;         4436996 ;       683165112 ;         2805287 ;         2543583 ;       537472916 ;           12131 ;        75100407 ;        61408912 ;           24655 ;               0 ;        40191413 ;       246550622 ;        32941696 ;       103989794 ;
BlowingBubbles_416x240_50;set_disable_av1_ml_prune_rect_partition;32;50;INTER_FRAME;       515579573 ;              94 ;       515579345 ;          477926 ;         4207349 ;       510893208 ;       509023964 ;          194723 ;          507137 ;         1140423 ;           25193 ;       508924149 ;         3167146 ;            1397 ;       505823824 ;       505641730 ;         2271178 ;       269825531 ;        78964846 ;       164833130 ;        26339472 ;        39686587 ;          506450 ;       496249910 ;         4436165 ;       491749280 ;         1746958 ;         1485779 ;       396240907 ;            6095 ;        52174377 ;        37899754 ;           13140 ;               0 ;        26401212 ;       187905644 ;        23382447 ;        79474910 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_none;32;50;INTER_FRAME;       532891821 ;              87 ;       532891602 ;          492390 ;         4227131 ;       528171217 ;       526283497 ;          194395 ;          512614 ;         1153317 ;           25606 ;       526197444 ;         3234664 ;            1410 ;       523015844 ;       522847351 ;         2748280 ;       279848743 ;        78866472 ;       168039400 ;        28009935 ;        40815436 ;          588495 ;       511274178 ;         4293601 ;       506907385 ;         2144243 ;         1863676 ;       408405160 ;            7737 ;        52377485 ;        39318185 ;           16748 ;               0 ;        29863091 ;       190394981 ;        24983577 ;        84041065 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_split;32;50;INTER_FRAME;       539850101 ;              91 ;       539849884 ;          476149 ;         4311627 ;       535061254 ;       533196444 ;          190293 ;          509198 ;         1138347 ;           25156 ;       533110010 ;         3159365 ;            1394 ;       530004177 ;       529835704 ;         2260565 ;       264439534 ;        91962611 ;       179669999 ;        36285787 ;        45526953 ;          503179 ;       521059854 ;         4275328 ;       516713038 ;         1877634 ;         1679987 ;       413075922 ;            6922 ;        56271636 ;        41314118 ;           14484 ;               0 ;        29288868 ;       193929487 ;        25144079 ;        82024359 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_before_search;32;50;INTER_FRAME;       542967152 ;              99 ;       542966939 ;          477875 ;         4264656 ;       538223557 ;       536350040 ;          194416 ;          508590 ;         1143149 ;           25539 ;       536263402 ;         3192515 ;            1423 ;       533124773 ;       532956304 ;            8870 ;       277609364 ;        82962673 ;       178586749 ;        24456259 ;        49003656 ;          495400 ;       524757639 ;         4267903 ;       520417151 ;         1817662 ;         1505070 ;       415320118 ;            6471 ;        59023787 ;        40410327 ;           14263 ;               0 ;        27251446 ;       196478368 ;        24705256 ;        80505266 ;
BlowingBubbles_416x240_50;orig;20;50;INTER_FRAME;       667492312 ;              94 ;       667492073 ;          411662 ;         4323818 ;       662755747 ;       660662473 ;          188927 ;          666233 ;         1192979 ;           43187 ;       660575932 ;         3424654 ;            1510 ;       657202590 ;       657029510 ;         3837027 ;       338793415 ;       106787054 ;       226791156 ;        35821738 ;        48432915 ;          754577 ;       643951504 ;         4265811 ;       639602871 ;         2225083 ;         1946338 ;       489176353 ;            7690 ;        83792023 ;        59521314 ;           16712 ;               0 ;        29103549 ;       228848743 ;        29341689 ;       108774855 ;
BlowingBubbles_416x240_50;all_disable;20;50;INTER_FRAME;       972697427 ;             125 ;       972697153 ;          413346 ;         4159976 ;       968122971 ;       966058808 ;          184986 ;          660130 ;         1175401 ;           41782 ;       965971318 ;         3383978 ;            1487 ;       962639928 ;       962467093 ;           18642 ;       399372194 ;       180980305 ;       361792231 ;        40030434 ;       158748775 ;          840024 ;       950876511 ;         4416790 ;       946307813 ;         3420513 ;         3253023 ;       695259979 ;           14122 ;       140825484 ;        98581075 ;           31974 ;               0 ;        45490143 ;       317527145 ;        42951627 ;       149850291 ;
BlowingBubbles_416x240_50;set_disable_av1_ml_prune_rect_partition;20;50;INTER_FRAME;       617617258 ;              91 ;       617617034 ;          402902 ;         4172401 ;       613040896 ;       611068728 ;          177989 ;          629593 ;         1121789 ;           40965 ;       610983290 ;         3222644 ;            1423 ;       607812353 ;       607644178 ;         3600652 ;       313702726 ;        98633029 ;       208707670 ;        32947802 ;        45498811 ;          717200 ;       595236945 ;         4855266 ;       590298127 ;         2079805 ;         1860734 ;       447146923 ;            7430 ;        79251848 ;        57205226 ;           16630 ;               0 ;        27085830 ;       205110867 ;        27460354 ;       102852207 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_none;20;50;INTER_FRAME;       644158492 ;             100 ;       644158248 ;          401256 ;         4110324 ;       639645835 ;       637697805 ;          176699 ;          623365 ;         1105125 ;           41003 ;       637611202 ;         3158970 ;            1392 ;       634504420 ;       634337525 ;         3808779 ;       327179058 ;       101613366 ;       219904064 ;        33726277 ;        45835328 ;          786507 ;       620046553 ;         4271316 ;       615677688 ;         2492632 ;         2240742 ;       467959110 ;           10097 ;        81511881 ;        57959461 ;           23960 ;               0 ;        31805054 ;       213872169 ;        29447251 ;       107067622 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_after_split;20;50;INTER_FRAME;       642063849 ;              89 ;       642063613 ;          404674 ;         4172964 ;       637485150 ;       635508404 ;          175050 ;          632820 ;         1125805 ;           41214 ;       635422422 ;         3205010 ;            1435 ;       632269519 ;       632101194 ;         3620403 ;       315031570 ;       114047144 ;       229899627 ;        33728202 ;        47701217 ;          696537 ;       620337386 ;         4256057 ;       615997597 ;         2239797 ;         2111445 ;       466288768 ;            8736 ;        81569403 ;        60654418 ;           19566 ;               0 ;        30295551 ;       213099902 ;        29033340 ;       106104306 ;
BlowingBubbles_416x240_50;set_disable_prune_partitions_before_search;20;50;INTER_FRAME;       740838500 ;              95 ;       740838270 ;          411346 ;         4256777 ;       736169294 ;       734070306 ;          192956 ;          669196 ;         1192333 ;           42595 ;       733983039 ;         3415959 ;            1495 ;       730619276 ;       730445775 ;           11942 ;       383412095 ;       114984039 ;       242974951 ;        38463808 ;        61142617 ;          735353 ;       719629692 ;         4276480 ;       715266838 ;         2332457 ;         1999991 ;       536351302 ;            7808 ;       108089737 ;        63449025 ;           16974 ;               0 ;        31149516 ;       251477683 ;        31739240 ;       113982669 ;
Cactus_1920x1080_50;orig;55;50;INTER_FRAME;      2451136373 ;             109 ;      2451136094 ;         9526804 ;        95918408 ;      2345675483 ;      2314909176 ;         2585136 ;         3680295 ;        24426410 ;           65397 ;      2313296165 ;        42623724 ;           18478 ;      2272053387 ;      2268977995 ;        21082179 ;      1318347369 ;       274637051 ;       560730495 ;       195808685 ;       156458015 ;         2134564 ;      2201895815 ;        34127906 ;      2167346762 ;        13171012 ;         9360645 ;      1885443002 ;           35482 ;       123382937 ;       122578016 ;           67943 ;               0 ;       143409526 ;      1127508722 ;       106004177 ;       264315531 ;
Cactus_1920x1080_50;all_disable;55;50;INTER_FRAME;      3401738521 ;             111 ;      3401738258 ;         9422342 ;        91302544 ;      3300997965 ;      3270049272 ;         2609091 ;         3684891 ;        24580809 ;           64738 ;      3268406404 ;        42654960 ;           18718 ;      3227158466 ;      3224049488 ;           61326 ;      1348090568 ;       478097041 ;      1309241763 ;       139047645 ;       414644607 ;         2250127 ;      3171089761 ;        37292154 ;      3133117526 ;        17988151 ;        13041949 ;      2721339370 ;           52581 ;       171686376 ;       189768856 ;          103761 ;               0 ;       199852431 ;      1643726493 ;       150693565 ;       350749822 ;
Cactus_1920x1080_50;set_disable_av1_ml_prune_rect_partition;55;50;INTER_FRAME;      2459952938 ;             105 ;      2459952684 ;         9570932 ;        96787859 ;      2353578838 ;      2323001520 ;         2556843 ;         3582581 ;        24364269 ;           64609 ;      2321298234 ;        41863123 ;           18856 ;      2280906324 ;      2277776687 ;        21348176 ;      1317006335 ;       285393236 ;       572498294 ;       195526279 ;       157838527 ;         2162828 ;      2212267242 ;        34976224 ;      2176809413 ;        13410412 ;         9346619 ;      1894095315 ;           36486 ;       122504634 ;       123892411 ;           66561 ;               0 ;       145782121 ;      1135177022 ;       103015149 ;       265877026 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_none;55;50;INTER_FRAME;      2434566300 ;             119 ;      2434566037 ;         9471805 ;        92222781 ;      2332855785 ;      2302294543 ;         2600343 ;         3681884 ;        24203467 ;           65661 ;      2300371680 ;        42468205 ;           18745 ;      2259590670 ;      2256211357 ;        20960127 ;      1313702620 ;       271639663 ;       555585335 ;       195427621 ;       154209277 ;         2160581 ;      2189864095 ;        34711422 ;      2154711718 ;        13107803 ;         8953323 ;      1876448249 ;           33623 ;       121239056 ;       121706979 ;           68054 ;               0 ;       143365737 ;      1120775873 ;       104671127 ;       265109876 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_split;55;50;INTER_FRAME;      2499692577 ;             113 ;      2499692301 ;         9555076 ;        92192052 ;      2397930023 ;      2366648027 ;         2648594 ;         3682404 ;        24875591 ;           66107 ;      2365036103 ;        42944137 ;           19268 ;      2323465903 ;      2320384935 ;        21750966 ;      1340803116 ;       291507931 ;       584006957 ;       198892640 ;       161071947 ;         2203247 ;      2253347347 ;        34494289 ;      2218365264 ;        13822453 ;         9445310 ;      1930613253 ;           37621 ;       124372857 ;       126257290 ;           72034 ;               0 ;       149535895 ;      1153780893 ;       105062091 ;       273339994 ;
Cactus_1920x1080_50;set_disable_prune_partitions_before_search;55;50;INTER_FRAME;      3051993210 ;             118 ;      3051992927 ;         9642148 ;        88879190 ;      2953456762 ;      2922727263 ;         2603661 ;         3657911 ;        24394411 ;           64284 ;      2921095299 ;        42203844 ;           18287 ;      2880289018 ;      2877203332 ;           60928 ;      1320359908 ;       376102758 ;      1197065287 ;       136024941 ;       203758236 ;         2242149 ;      2821682841 ;        34383712 ;      2786740415 ;        16249818 ;        11145723 ;      2435658734 ;           39625 ;       151256721 ;       156230451 ;           79128 ;               0 ;       172770775 ;      1493402244 ;       127793234 ;       321169525 ;
Cactus_1920x1080_50;orig;43;50;INTER_FRAME;      4446070573 ;             115 ;      4446070297 ;         9509731 ;        92865061 ;      4343680146 ;      4310763591 ;         2810713 ;         4760797 ;        25224848 ;          110830 ;      4309104717 ;        45405013 ;           19968 ;      4265117534 ;      4261919082 ;        32070267 ;      2462107101 ;       570026756 ;      1201560099 ;       222835603 ;       312434670 ;         4032300 ;      4138896312 ;        32134874 ;      4105923894 ;        24506187 ;        19184750 ;      3500415399 ;           76612 ;       280811245 ;       253391091 ;          157030 ;               0 ;       273160207 ;      2095475673 ;       196392709 ;       477555207 ;
Cactus_1920x1080_50;all_disable;43;50;INTER_FRAME;      6187417165 ;             116 ;      6187416903 ;         9661139 ;        92912214 ;      6084828793 ;      6051279835 ;         2824697 ;         4905589 ;        25699616 ;          109744 ;      6049608106 ;        46124515 ;           19985 ;      6004909264 ;      6001688552 ;          144190 ;      2567357495 ;      1001556929 ;      2396099904 ;       151671860 ;       863492318 ;         4156493 ;      5902528727 ;        34659713 ;      5866660424 ;        31892018 ;        25450407 ;      4958585549 ;          108764 ;       407387103 ;       406140336 ;          198642 ;               0 ;       361875954 ;      3007108788 ;       283843449 ;       638416911 ;
Cactus_1920x1080_50;set_disable_av1_ml_prune_rect_partition;43;50;INTER_FRAME;      4523061172 ;             113 ;      4523060899 ;         9789259 ;        92455056 ;      4420801199 ;      4387971978 ;         2810167 ;         4857106 ;        25040925 ;          111654 ;      4386362506 ;        45509341 ;           20252 ;      4342218997 ;      4339063337 ;        31788083 ;      2492341398 ;       606693037 ;      1250169141 ;       223303615 ;       317452676 ;         4156625 ;      4219767516 ;        32359505 ;      4186500032 ;        25746308 ;        21027440 ;      3567381175 ;           84478 ;       284615654 ;       257590008 ;          150485 ;               0 ;       281166108 ;      2122454668 ;       202200669 ;       490739377 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_none;43;50;INTER_FRAME;      4488820033 ;             112 ;      4488819765 ;         9973404 ;        93215912 ;      4385615633 ;      4352349568 ;         2916642 ;         4846630 ;        25382593 ;          110844 ;      4350738341 ;        45557077 ;           19978 ;      4306547071 ;      4303386652 ;        32399668 ;      2483346276 ;       577023597 ;      1213747182 ;       225097231 ;       317642778 ;         4007773 ;      4179277908 ;        32461014 ;      4145963814 ;        24774582 ;        19303352 ;      3535610810 ;           82162 ;       282989074 ;       255047373 ;          157237 ;               0 ;       280972035 ;      2109450518 ;       197661311 ;       485341287 ;
