sequencia;parameter;cqs;n_frame;frame_type;av1_encode_strategy_time;av1_get_second_pass_params_time;denoise_and_encode_time;apply_filtering_time;av1_tpl_setup_stats_time;encode_frame_to_data_rate_time;encode_with_recode_loop_time;loop_filter_time;cdef_time;loop_restoration_time;av1_pack_bitstream_final_time;av1_encode_frame_time;av1_compute_global_motion_time;av1_setup_motion_field_time;encode_sb_row_time;rd_pick_partition_time;av1_prune_partitions_time;none_partition_search_time;split_partition_search_time;rectangular_partition_search_time;ab_partitions_search_time;rd_pick_4partition_time;encode_sb_time;rd_pick_sb_modes_time;av1_rd_pick_intra_mode_sb_time;av1_rd_pick_inter_mode_sb_time;set_params_rd_pick_inter_mode_time;skip_inter_mode_time;handle_inter_mode_time;evaluate_motion_mode_for_winner_candidates_time;do_tx_search_time;handle_intra_mode_time;refine_winner_mode_tx_time;av1_search_palette_mode_time;handle_newmv_time;compound_type_rd_time;interpolation_filter_search_time;motion_mode_rd_time;
Cactus_1920x1080_50;set_disable_prune_partitions_after_split;43;50;INTER_FRAME;      4545904734 ;             114 ;      4545904473 ;         9256067 ;        86779244 ;      4449853519 ;      4416315012 ;         2880038 ;         5001575 ;        25536230 ;          111141 ;      4414644601 ;        46005837 ;           20313 ;      4370060338 ;      4366839791 ;        32002503 ;      2504657560 ;       611131010 ;      1260227584 ;       224884762 ;       321283501 ;         4122676 ;      4247820967 ;        33870151 ;      4213125814 ;        25336865 ;        20897513 ;      3595257642 ;           77834 ;       284906230 ;       256913055 ;          156948 ;               0 ;       284456944 ;      2140278565 ;       202143997 ;       493511710 ;
Cactus_1920x1080_50;set_disable_prune_partitions_before_search;43;50;INTER_FRAME;      5627203506 ;             123 ;      5627203227 ;         9532646 ;        91338414 ;      5526317137 ;      5492651637 ;         2886355 ;         4871189 ;        25788796 ;          109731 ;      5490964365 ;        46314388 ;           20360 ;      5446089277 ;      5442842393 ;          139412 ;      2611444239 ;       786866218 ;      2189543023 ;       159810990 ;       446690957 ;         4461349 ;      5336711898 ;        32601232 ;      5303121789 ;        29583395 ;        23120416 ;      4537651931 ;           93221 ;       353257736 ;       326268520 ;          172493 ;               0 ;       320581548 ;      2809122076 ;       254498121 ;       591935516 ;
Cactus_1920x1080_50;orig;32;50;INTER_FRAME;      7313452530 ;             110 ;      7313452258 ;         9263406 ;        95798245 ;      7208374970 ;      7172983020 ;         3102082 ;         6389814 ;        25697377 ;          193301 ;      7171321805 ;        47656215 ;           21801 ;      7125071045 ;      7121811243 ;        51439217 ;      3389332588 ;      1134410243 ;      2856144765 ;       238983353 ;       559075007 ;         4190280 ;      6981120036 ;        39979104 ;      6940148755 ;        26828701 ;        23706208 ;      5615888106 ;           95013 ;       796192325 ;       442967599 ;          205840 ;               0 ;       387720430 ;      3571052001 ;       344654956 ;       657413966 ;
Cactus_1920x1080_50;all_disable;32;50;INTER_FRAME;     11408814071 ;             107 ;     11408813804 ;         9235582 ;        96175961 ;     11303387095 ;     11268149305 ;         3027378 ;         6383098 ;        25628270 ;          189612 ;     11266560417 ;        47341228 ;           21022 ;     11220551442 ;     11217383256 ;          293109 ;      4791375027 ;      1922226183 ;      4531020776 ;       275910774 ;      1581087936 ;         8099928 ;     11040358412 ;        41960448 ;     10996135648 ;        53987299 ;        51441898 ;      8979500064 ;          226218 ;      1122409588 ;       712557919 ;          470007 ;               0 ;       659900538 ;      5661264416 ;       563202588 ;      1142950631 ;
Cactus_1920x1080_50;set_disable_av1_ml_prune_rect_partition;32;50;INTER_FRAME;      7344782491 ;             115 ;      7344782205 ;         9079701 ;        95486928 ;      7240200278 ;      7205008942 ;         3110245 ;         6337236 ;        25542492 ;          192019 ;      7203411653 ;        47138900 ;           21268 ;      7157615717 ;      7154446330 ;        51175042 ;      3387236909 ;      1186206292 ;      2906189579 ;       233985465 ;       556109617 ;         4207230 ;      7020328621 ;        39860320 ;      6979344689 ;        27133056 ;        23855816 ;      5655257074 ;          120947 ;       794914012 ;       443169715 ;          223322 ;               0 ;       396551182 ;      3573274079 ;       348647053 ;       673724059 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_none;32;50;INTER_FRAME;      7327146533 ;             105 ;      7327146260 ;         9740233 ;        95791155 ;      7221599628 ;      7186227628 ;         3097069 ;         6390707 ;        25683234 ;          191388 ;      7184624316 ;        47633067 ;           21456 ;      7138335659 ;      7135145979 ;        50979391 ;      3400158123 ;      1135132918 ;      2859338292 ;       239269581 ;       558748398 ;         4148103 ;      6996084399 ;        39808535 ;      6955266421 ;        26453260 ;        23665627 ;      5632439221 ;           93778 ;       797068821 ;       441180537 ;          204403 ;               0 ;       386628557 ;      3586251846 ;       343905015 ;       658565106 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_split;32;50;INTER_FRAME;      7346722530 ;             110 ;      7346722253 ;         9025794 ;        93897085 ;      7243784263 ;      7208475070 ;         3078877 ;         6326745 ;        25703232 ;          190893 ;      7206794412 ;        47381848 ;           21252 ;      7160836558 ;      7157573090 ;        51060187 ;      3395846143 ;      1184227230 ;      2900579532 ;       234081282 ;       556088880 ;         4282750 ;      7023856884 ;        40181757 ;      6982587907 ;        26944794 ;        23868299 ;      5654022115 ;           95892 ;       798237802 ;       444720830 ;          194163 ;               0 ;       392400230 ;      3580206822 ;       351452535 ;       666413017 ;
Cactus_1920x1080_50;set_disable_prune_partitions_before_search;32;50;INTER_FRAME;     10396340166 ;             115 ;     10396339885 ;         9132122 ;        95658519 ;     10291534173 ;     10256433920 ;         3034176 ;         6419697 ;        25446374 ;          190494 ;     10254784534 ;        47230912 ;           21046 ;     10208948758 ;     10205717535 ;          232545 ;      4792438040 ;      1539151959 ;      4202921771 ;       280657491 ;       876813492 ;         7982829 ;     10029176643 ;        39855842 ;      9987558359 ;        48493546 ;        43212625 ;      8199365066 ;          203948 ;      1051751781 ;       580107682 ;          362889 ;               0 ;       562684336 ;      5264601561 ;       507531071 ;      1030179018 ;
Cactus_1920x1080_50;orig;20;50;INTER_FRAME;     11550545787 ;             105 ;     11550545517 ;         8383786 ;       100798420 ;     11441347815 ;     11403961270 ;         2555574 ;         8882094 ;        25516908 ;          422608 ;     11402325752 ;        48068937 ;           23305 ;     11355619493 ;     11352399223 ;        78228763 ;      4995801347 ;      1925942224 ;      4746884915 ;       489155718 ;       996649873 ;         8169415 ;     11114536752 ;        53619675 ;     11059093668 ;        41980647 ;        41840402 ;      7937400443 ;          169249 ;      1885024204 ;      1091539418 ;          452890 ;               0 ;       512555296 ;      5212916848 ;       533432284 ;      1178156698 ;
Cactus_1920x1080_50;all_disable;20;50;INTER_FRAME;     14772055086 ;             108 ;     14772054818 ;         7697562 ;        92685189 ;     14671658601 ;     14637003726 ;         2163350 ;         8430085 ;        23666102 ;          386966 ;     14635426688 ;        44065616 ;           21277 ;     14592685741 ;     14589641697 ;          400649 ;      5895558161 ;      2630106080 ;      5700463320 ;       511327692 ;      2435534056 ;        12469138 ;     14360844171 ;        52087659 ;     14305647174 ;        64138142 ;        67383102 ;     10249656891 ;          278645 ;      2368077938 ;      1457482980 ;          658733 ;               0 ;       822294050 ;      6396072366 ;       699309529 ;      1688055050 ;
Cactus_1920x1080_50;set_disable_av1_ml_prune_rect_partition;20;50;INTER_FRAME;     11045988950 ;             118 ;     11045988654 ;         8128888 ;        96258636 ;     10941586007 ;     10906173390 ;         2386759 ;         8544468 ;        24066798 ;          405708 ;     10904469663 ;        45563255 ;           21809 ;     10860347601 ;     10857133977 ;        74148632 ;      4769157985 ;      1879477190 ;      4551289132 ;       469917295 ;       961226399 ;         7621100 ;     10644981217 ;        53809229 ;     10589416959 ;        39685395 ;        39993071 ;      7618934569 ;          178028 ;      1787687177 ;      1045299279 ;          386075 ;               0 ;       481795321 ;      5006400083 ;       521307014 ;      1130544083 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_none;20;50;INTER_FRAME;     11749325854 ;             119 ;     11749325595 ;         8252901 ;        98753300 ;     11642304203 ;     11606454474 ;         2377529 ;         8548408 ;        24502443 ;          412303 ;     11604830915 ;        46160293 ;           22328 ;     11560029284 ;     11556871972 ;        83539078 ;      5172454689 ;      1889722549 ;      4786575009 ;       475083416 ;       990781858 ;         8170122 ;     11304767705 ;        53864235 ;     11248825163 ;        44844847 ;        45456786 ;      8114611792 ;          188921 ;      1866839621 ;      1110985722 ;          447877 ;               0 ;       523273758 ;      5329266684 ;       538006559 ;      1214806233 ;
Cactus_1920x1080_50;set_disable_prune_partitions_after_split;20;50;INTER_FRAME;     11466119237 ;             115 ;     11466118966 ;         8671848 ;        99718891 ;     11357712768 ;     11320180187 ;         2592125 ;         9056085 ;        25454105 ;          420849 ;     11318533186 ;        48267167 ;           23051 ;     11271636569 ;     11268402386 ;        77898180 ;      4956941514 ;      1948296205 ;      4715904495 ;       488274412 ;       996246073 ;         7987058 ;     11044615729 ;        53725869 ;     10989154926 ;        42464278 ;        41126530 ;      7869991340 ;          175779 ;      1878955531 ;      1095942145 ;          373701 ;               0 ;       500076190 ;      5157205058 ;       532261876 ;      1180693145 ;
Cactus_1920x1080_50;set_disable_prune_partitions_before_search;20;50;INTER_FRAME;     13765091088 ;             116 ;     13765090825 ;         8508144 ;       101088237 ;     13655479424 ;     13618494040 ;         2359127 ;         8923529 ;        25283912 ;          409685 ;     13616826734 ;        47588672 ;           22715 ;     13570636056 ;     13567405652 ;          303085 ;      5867110094 ;      2279739508 ;      5620933312 ;       545864005 ;      1471850426 ;        12913130 ;     13340118856 ;        53602618 ;     13284230417 ;        54027946 ;        53082319 ;      9588924326 ;          223292 ;      2322613464 ;      1186088684 ;          535411 ;               0 ;       723592436 ;      6106322504 ;       636355405 ;      1521216142 ;
