set, cq, psnr_y, bitrate, time
,55,27.154,74987800.0,27517590.0 --disable_prune_partitions_after_split,55,27.141,74848208.0,27378815.0 --disable_prune_partitions_after_none,55,27.154,74987800.0,27678832.0 --disable_av1_ml_prune_rect_partition,55,27.141,74848208.0,27610326.0 --disable_prune_partitions_before_search,55,27.15,74830496.0,29932643.0,43,31.214,168063552.0,31499728.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,55,27.167,74889776.0,29886781.0 --disable_prune_partitions_after_split,43,31.211,167870152.0,31938668.0 --disable_prune_partitions_before_search,43,31.21,167715472.0,35519412.0 --disable_prune_partitions_after_none,43,31.214,168063552.0,31567636.0,32,35.773,321548640.0,20235613.0 --disable_prune_partitions_after_split,32,35.771,321481872.0,20187792.0 --disable_av1_ml_prune_rect_partition,43,31.211,167870152.0,31510414.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,43,31.219,167831888.0,36437405.0 --disable_prune_partitions_after_none,32,35.773,321548640.0,20264545.0,20,40.946,515686816.0,14306182.0 --disable_prune_partitions_after_none,20,40.945,515577192.0,15616679.0 --disable_prune_partitions_after_split,20,40.948,515657912.0,16423705.0 --disable_av1_ml_prune_rect_partition,32,35.771,321481872.0,21464125.0 --disable_prune_partitions_before_search,32,35.777,316659080.0,34780132.0 --disable_prune_partitions_before_search,20,40.955,510575624.0,25145847.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,32,35.784,316717776.0,39458315.0 --disable_av1_ml_prune_4_partition --disable_prune_partitions_before_search --disable_prune_partitions_after_split --disable_av1_ml_prune_rect_partition --disable_prune_partitions_after_none --disable_av1_ml_prune_4_partition,20,40.957,510680320.0,25948377.0 --disable_av1_ml_prune_rect_partition,20,40.948,515657912.0,17367718.0
