(dc_q / 4.0f) ;(best_rd / bs / bs / 1024.0f) ;rd_valid(none) ;rd_ratio(rd / best_rd)(none) ;rd_valid(split) ;rd_ratio(rd / best_rd)(split) ;rd_valid(sub1) ;rd_ratio(rd / best_rd)(sub1) ;min_bw(sub1) ;min_bh(sub1) ;rd_valid(sub2) ;rd_ratio(rd / best_rd)(sub2) ;min_bw(sub2) ;min_bh(sub2) ;rd_valid(sub3) ;rd_ratio(rd / best_rd)(sub3) ;min_bw(sub3) ;min_bh(sub3) ;rd_valid(sub4) ;rd_ratio(rd / best_rd)(sub4) ;min_bw(sub4) ;min_bh(sub4) ;(nosplit) ;(split1none) ;(split2none) ;(split3none) ;(split4none) ;(rect1) ;(rect2) ;(rect3) ;(rect4) ;frame_num ;mi_row ;mi_col ;bsize ;particionado_recthor ;particionado_rectver; particionado_ab; particionado_4whor; particionado_4wver 
1;0;0;3;0_ab;
4.879007;5.465843;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;8.322880;6.306275;6.781058;7.319865;7.925880;7.469084;7.925519;7.649693;8.204672;1;0;2;3;
1;0;2;3;0_ab;
1;0;0;6;0_ab;
4.879007;6.185401;0.000000;1.000000;0.000000;1.000000;1.000000;0.321778;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;8.692323;7.994632;6.853299;7.204893;6.190315;8.322638;7.517521;8.374016;7.300473;1;0;4;3;
1;0;4;3;0_ab;
1;0;4;6;0_ab;
4.879007;4.983756;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;8.854665;6.725034;6.999423;7.063904;7.977968;7.755339;8.417815;7.633853;8.317034;1;4;0;3;
1;4;0;3;0_ab;
4.879007;4.288670;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;9.065777;8.854665;6.453625;7.990577;6.516193;8.647168;8.258163;8.887929;7.275172;1;4;0;6;
1;4;0;6;0_ab;
1;0;0;9;0_ab;
1;0;8;3;0_ab;
4.879007;3.211198;0.000000;1.000000;1.000000;5.734523;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;7.408531;5.424950;6.424869;5.983936;6.008813;6.736967;6.688354;6.436151;6.934397;1;0;10;3;
1;0;10;3;0_ab;
1;0;8;6;0_ab;
4.879007;5.332687;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;7.586296;5.950643;6.682108;6.424869;4.442651;7.132498;6.552508;6.907755;6.836259;1;0;12;3;
1;0;12;3;0_ab;
1;0;12;6;0_ab;
1;4;8;3;0_ab;
4.879007;4.895477;0.000000;1.000000;1.000000;1.029003;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;7.937017;6.595780;6.831954;5.899898;5.786897;7.511525;6.643790;7.000334;7.434848;1;4;10;3;
1;4;10;3;0_ab;
1;4;8;6;0_ab;
4.879007;1.576871;0.000000;1.000000;1.000000;9.274992;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;8.892200;8.090709;7.783640;7.970049;8.199739;8.646290;8.877940;8.725020;8.908154;1;4;12;6;
1;4;12;6;0_ab;
4.879007;4.401466;1.000000;1.000000;0.000000;1.000000;1.000000;0.247366;2.000000;2.000000;1.000000;0.240375;2.000000;2.000000;1.000000;0.330428;2.000000;2.000000;0.000000;1.000000;2.000000;2.000000;10.226766;8.523374;8.859932;9.261984;8.892200;9.399058;9.723823;9.654898;9.470394;1;0;8;9;
1;0;8;9;0_ab;
1;8;0;9;0_ab;
1;8;8;3;0_ab;
4.879007;4.909275;0.000000;1.000000;1.000000;1.014799;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;6.974479;5.733341;6.077642;6.133398;7.452982;6.708084;6.144186;6.647688;6.378426;1;8;10;3;
1;8;10;3;0_ab;
4.879007;4.891768;0.000000;1.000000;0.000000;1.000000;1.000000;0.422784;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;9.104424;8.227910;6.974479;7.608871;8.140024;8.607582;8.603555;8.734399;8.296547;1;8;8;6;
1;8;8;6;0_ab;
4.879007;3.701412;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;2.000000;2.000000;0.000000;1.000000;2.000000;2.000000;0.000000;1.000000;2.000000;2.000000;0.000000;1.000000;2.000000;2.000000;9.918475;9.104424;9.147081;8.551981;8.083945;9.573872;9.043814;9.494843;9.457356;1;8;8;9;
1;8;8;9;0_ab;
4.879007;4.359948;1.000000;1.000000;0.000000;1.000000;1.000000;0.388922;3.000000;3.000000;1.000000;0.254673;3.000000;3.000000;1.000000;0.193332;3.000000;3.000000;0.000000;1.000000;3.000000;3.000000;11.776873;10.647209;10.226766;10.010412;9.918475;11.228930;10.627915;11.106640;10.777601;1;0;0;12;
1;0;0;12;0_ab;
4.879007;5.248537;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;7.111512;5.774551;6.154858;4.727388;5.768321;6.674562;6.075346;6.077642;6.672033;1;0;16;3;
1;0;16;3;0_ab;
1;0;16;6;0_ab;
1;0;20;3;0_ab;
